,ast,ca1,ca2,ca3,ca4,ca5,ca6,dlm,eg1,eg2,eg3,eg4,fra,fro,fur,glg,ita,itf,itg,ito,lat,li1,li2,li3,ll1,ll2,lm1,lm2,nea,pcd,pm1,pm2,pm3,pm4,pm5,por,pr1,pr2,qbb,ro1,ro2,ro3,ro4,ron,ruo,rup,ruq,sc1,sc2,sc3,sc4,spa,src,sro,ve1,ve2,ve3,win
eg3,0.653489365151568,0.638787823332863,0.626959376684576,0.615331457482729,0.563399933082004,0.56099766896432,0.567607431334434,0.676587315486974,0.411418389634276,0.268858425972703,0,0.206449607539057,0.720365443063153,0.653376817467122,0.56100234473712,0.594773766780778,0.474875151236797,0.520298062368514,0.472611885199665,0.524961339927318,0.691202420133712,0.522316865455062,0.55110809080826,0.574028804993453,0.594141257849799,0.491828300615861,0.452884009969658,0.491046862683858,0.605699316460471,0.720215899481905,0.462868354283325,0.458267918960767,0.479401071354589,0.453887556722032,0.478166088195408,0.656031622415698,0.655043405392002,0.69811313153739,0.70766157717199,0.599089161955528,0.630293862966252,0.61229033514649,0.592066237412382,0.71270257783599,0.760867903312536,0.76475152710119,0.743687513102418,0.614637729727378,0.580802964123429,0.555396213778879,0.607949152257377,0.656462682519767,0.681050664393329,0.683262466967561,0.392481167963946,0.37661921873233,0.362801942353749,0.759667591389381
eg4,0.667826253512084,0.634507017255318,0.626015590404653,0.623854807740313,0.567763389097794,0.567287561430638,0.575391241522211,0.674230044544443,0.397654103652933,0.311336252656914,0.206449607539059,0,0.723113940366113,0.634290254843213,0.571798336403063,0.610291072542688,0.508925722989466,0.558859936738431,0.516346598860529,0.542003411299057,0.715779200798814,0.563339422592571,0.57702371547839,0.594468361572101,0.592240960004349,0.513754998047776,0.449550099003286,0.482564252661982,0.602153286493796,0.733530473170054,0.480831370389257,0.477011423074863,0.471067354333819,0.461127283419257,0.465176859935438,0.672989837464118,0.655137700573168,0.697678362893915,0.742199762765056,0.61908275123153,0.649178857433437,0.629494946971078,0.587990933082111,0.720816597730104,0.772176798256096,0.764446109342544,0.741456544006046,0.602695213741548,0.584656376413652,0.553434016409317,0.59443113753039,0.674225333925974,0.68168918089782,0.680470760196199,0.443367338070525,0.408985470987728,0.403346119215951,0.762844052347989
fra,0.779614619300906,0.721254569098062,0.743526332819754,0.717983519462928,0.727183290520646,0.73878379252115,0.735591439737695,0.761730902762237,0.719753798060849,0.715505015524035,0.720365443063164,0.723113940366119,0,0.597733496501269,0.72288223893812,0.757937821310996,0.72577639575326,0.766863409799298,0.748411615101767,0.727715402756772,0.799775432788408,0.719071491363544,0.726766005319656,0.723839253462909,0.73470621968438,0.704150106934747,0.734518736791094,0.700694876351739,0.756969021945415,0.4083701890685,0.627869555209248,0.613219737581946,0.621638640844513,0.629841447719168,0.669607058816516,0.759979311767825,0.602629447601338,0.609839571628666,0.819344669243957,0.675149107346582,0.710746589525497,0.707045888335564,0.688031983492395,0.816061395978567,0.847450436626199,0.836430427330998,0.81751962266857,0.803026466844454,0.7777400334919,0.763924590358861,0.809066349455882,0.789312700951243,0.820103365468099,0.809992641463636,0.711701149379344,0.705838558896841,0.70179053967706,0.463959253301465
fro,0.721193645992999,0.618463134949961,0.66467234025918,0.62088472562813,0.621654293683587,0.627900807701751,0.634046067565063,0.689913272562533,0.662851027450665,0.634889060865889,0.653376817467121,0.634290254843206,0.597733496501264,0,0.647525255957495,0.681783363559607,0.654489112795391,0.721380144692813,0.697261012055633,0.638141676764583,0.734107105045885,0.707828498284534,0.714650683985394,0.708918339314807,0.644417763889452,0.611137529903205,0.669951991990456,0.672671850078603,0.681861820606807,0.702256667117066,0.619203605839177,0.600908184827717,0.616150602877174,0.606806313991761,0.660065312397544,0.714202562444561,0.59510661840621,0.679411277813924,0.763706231651505,0.548738217190369,0.599602451279131,0.621158622777613,0.555244998074512,0.74245894929196,0.823713342513596,0.766746733978625,0.748699954135608,0.729245937452951,0.716663383564277,0.703539806608715,0.729842818292462,0.709427049624114,0.761308633003901,0.767971323024851,0.667859777285693,0.637056205348534,0.619414188803035,0.675727645558426
fur,0.688576160413201,0.646325328559441,0.646518886843881,0.63591811924545,0.632279575536217,0.640394553034184,0.639898813584496,0.61535044833003,0.598297605898752,0.558140198791467,0.561002344737123,0.571798336403063,0.722882238938118,0.647525255957497,0,0.704495332595149,0.606238467277406,0.624303810967292,0.6219530559886,0.609951931634124,0.759162731399093,0.645622447311449,0.636221621212438,0.666661126988449,0.536100498929083,0.514704616615491,0.617359516529613,0.574702732975196,0.643309665454364,0.741505228426204,0.594761096628431,0.588793328972942,0.602433192654804,0.592756511627268,0.586638482356211,0.74997093881757,0.628031194424725,0.732940113854453,0.775364116990601,0.655683615338153,0.657112413061261,0.639579905917433,0.647017874980757,0.717105967729782,0.771875792848355,0.769008513373499,0.736212305191138,0.676841188997017,0.680917673647261,0.65778988536006,0.70390216568773,0.717419084133087,0.756107964612312,0.745075720156557,0.606880919124357,0.513615632572605,0.532378926956262,0.745413273375349
glg,0.340695924298872,0.653214622244734,0.593655447893132,0.669993365254718,0.542066045303803,0.509921292101775,0.521615064251195,0.741834919255104,0.685491906475906,0.600586934644242,0.59477376678078,0.610291072542685,0.75793782131099,0.681783363559607,0.704495332595143,0,0.508315030141659,0.605789567600203,0.539030801231741,0.51364799100855,0.680439840415655,0.637538950957275,0.643652983076762,0.684066881413419,0.702981482343801,0.61679154942752,0.68610282181105,0.666816469372256,0.679209015274834,0.769923020276355,0.673212808358189,0.672956068855352,0.668504930473673,0.649924332585633,0.66238616983489,0.486914137625089,0.654972813140734,0.75844029779977,0.701624296195814,0.69054487951628,0.712229341652162,0.699190131973001,0.678377897849409,0.760332419644533,0.798471177311831,0.738487856809418,0.777871264533136,0.675943782997796,0.646917487694724,0.624793019959009,0.666478060106456,0.355208280475581,0.659277900027153,0.667201388994993,0.505711387091983,0.525723554708359,0.528514054653202,0.814233578230185
ita,0.539050515265937,0.674815906865378,0.613935113062815,0.659362020463498,0.565609659568481,0.575706512185465,0.580087453377996,0.662199581719145,0.546733738205803,0.477371313826598,0.474875151236801,0.508925722989466,0.725776395753257,0.654489112795395,0.606238467277408,0.508315030141664,0,0.413239908280491,0.17484547356572,0.10295902792826,0.621854747150871,0.513803316524508,0.55076350399605,0.598082975606257,0.648310153222235,0.540742953906544,0.631814974797918,0.59800826465835,0.513961076288581,0.732394369088228,0.576120300790766,0.569589703591802,0.571218702525957,0.53492161690432,0.583673523619345,0.641536388325254,0.632880211141203,0.691525092441219,0.650905122677435,0.643301223929854,0.664008809591342,0.67420753726913,0.637070681933387,0.652023320870324,0.722545311142262,0.688320916255682,0.708853136851268,0.505667147764938,0.478631455385186,0.454562521904411,0.544292050719196,0.552377903525457,0.581680607563015,0.66519438305583,0.348924312528228,0.429895205318,0.38790913864091,0.776173252429533
itf,0.6432322875873,0.689810751109067,0.643182201049604,0.658695760116239,0.635312514491673,0.639169379520065,0.644249426831933,0.731694598287243,0.559696721448805,0.519555363255673,0.520298062368515,0.558859936738427,0.766863409799294,0.721380144692817,0.62430381096729,0.605789567600202,0.413239908280489,0,0.388119832548467,0.430646775040361,0.635473287000836,0.50869826185447,0.518934529035919,0.579565546179346,0.637237448171689,0.582001975126997,0.586659598478729,0.55998097662892,0.504655426891899,0.750913960797752,0.611764529004059,0.619323909377654,0.620922739392119,0.605213479998562,0.591192948744475,0.636228252443894,0.666451283282593,0.748334054589604,0.65260332783335,0.674715442763005,0.71131058529113,0.683401089410871,0.677580800132866,0.681156502140139,0.744537787499328,0.654874476813969,0.736934530135841,0.508598393242112,0.456161294856709,0.442684603710465,0.519471849705518,0.666489688626782,0.556693515083533,0.603580791507216,0.508279020873077,0.488724999872725,0.499502711079204,0.783762894615307
itg,0.569821608582926,0.686082004519622,0.624630799734874,0.659360425664134,0.580645320193048,0.598532420700563,0.604392443043942,0.703379869913078,0.542209114040594,0.489753106874158,0.472611885199666,0.516346598860527,0.748411615101759,0.697261012055635,0.621953055988599,0.539030801231745,0.17484547356572,0.388119832548467,0,0.230704569481437,0.654228233205053,0.54227349665766,0.567523549058516,0.619857368061661,0.682977230494524,0.585110768185943,0.601180993759507,0.60060126394587,0.528157363541268,0.75379531365617,0.579730276720502,0.585154191311586,0.592967512525178,0.562053338353498,0.586939605890691,0.662776175940766,0.681828414830617,0.728026555230789,0.683954746860201,0.649550799322468,0.672991549459741,0.674660132659056,0.650158526511304,0.691353891233993,0.735490787683461,0.710326576546158,0.738730419255652,0.534701045312181,0.479838695004532,0.464602239397871,0.552226833018199,0.590541247539733,0.604498344913619,0.656199282411619,0.388360583865344,0.453445473427599,0.413086872685892,0.787633710362459
ito,0.553230352898452,0.684910583514836,0.620841039985363,0.66189868058693,0.584902835449726,0.581564029959884,0.59029610423397,0.673886953547696,0.573037401076479,0.507886022621739,0.524961339927326,0.54200341129906,0.727715402756775,0.638141676764591,0.60995193163413,0.513647991008557,0.10295902792826,0.430646775040365,0.230704569481439,0,0.588673158753531,0.562715042871272,0.58150322350595,0.634480287078882,0.650199373240434,0.560466588396891,0.65031965445321,0.633783110988364,0.515013734665909,0.741163306858418,0.594227743843723,0.583417698646554,0.589077611547673,0.565719023694605,0.621091131969125,0.644152388992921,0.642482512558944,0.709110728236475,0.624157820229658,0.639853257163187,0.6504830628559,0.674729747800853,0.636197949180643,0.63799801715097,0.712116812243505,0.670693520415391,0.694327121737339,0.530734135700124,0.492072486578278,0.483494173719427,0.56929464016818,0.554783628712725,0.552711830537667,0.650214895639649,0.393646692848714,0.457033515873096,0.421270251237795,0.780423567776296
lat,0.724716831535451,0.7523767290156,0.715045145532387,0.740676631627017,0.712184241851225,0.715389306634601,0.717907996254633,0.768026305156942,0.726531930457111,0.685908966888452,0.691202420133707,0.715779200798805,0.799775432788398,0.73410710504588,0.759162731399088,0.680439840415651,0.621854747150868,0.63547328700083,0.654228233205048,0.588673158753524,0,0.720630812788771,0.721067026147645,0.764431818552757,0.752376661250906,0.708308566499054,0.770225346872273,0.76724588086353,0.699821800221852,0.810298359529874,0.743633592364218,0.737481587900758,0.756277916483912,0.726743657178394,0.760880438207191,0.697334434958274,0.744782171063211,0.79830098778925,0.126349349562413,0.747167365254093,0.753508836789288,0.773077677380827,0.742148026092634,0.774650976318692,0.809761894261674,0.750900509752292,0.763392734652024,0.672030046576617,0.618300482164802,0.60609636944052,0.667765570727226,0.721345242806821,0.647608870109693,0.697101639443483,0.680980638644544,0.681468834413229,0.692017080917164,0.829213801730231
li1,0.663417734161399,0.711591663265528,0.680180687217487,0.695165663267934,0.67908620527964,0.673843109251247,0.685951871169415,0.728465102820836,0.59187954664851,0.556944161834642,0.522316865455066,0.563339422592571,0.719071491363544,0.707828498284538,0.645622447311449,0.637538950957278,0.513803316524507,0.508698261854474,0.542273496657663,0.562715042871266,0.720630812788781,0,0.183989412736275,0.254860336613766,0.636169415008411,0.598187953172696,0.555918764864836,0.467842192002025,0.624243824262475,0.74356246580185,0.466531638578669,0.435780918543853,0.441686035461859,0.415104878889454,0.434561639686012,0.665535756194829,0.624371176870887,0.721293563175104,0.733179734797417,0.665445359861197,0.692587879736413,0.682388825899815,0.654834784402056,0.716832392629334,0.743238309204841,0.726358690297927,0.779290921370233,0.625706241536068,0.567344358240252,0.549332892414417,0.620872741782267,0.702717277667778,0.662616031309705,0.692981204774114,0.467184543878009,0.494808388964952,0.479426068437464,0.752512843738216
li2,0.669718005188179,0.705616076836974,0.66934955430157,0.698788699617823,0.671443618715724,0.674263526261602,0.67761247696198,0.736735100830182,0.607325875516345,0.581336736265248,0.55110809080826,0.577023715478386,0.726766005319652,0.714650683985394,0.636221621212434,0.643652983076759,0.550763503996047,0.51893452903592,0.567523549058516,0.581503223505941,0.721067026147651,0.183989412736274,0,0.258620471729671,0.645903016275943,0.587393917429697,0.593894413593227,0.522477477084251,0.632993365578027,0.757085679409414,0.492413590730506,0.458502246239581,0.476350785339141,0.448360862560898,0.473810003904321,0.673488355009913,0.658099980171408,0.720663029540181,0.736566242288039,0.686152805640831,0.714809991125229,0.693328527606667,0.668484003166519,0.735879698606288,0.754979177653417,0.741059435326917,0.798513916462096,0.632765419423621,0.594147845215134,0.570627128785933,0.625439633688831,0.69756553488334,0.676353119659494,0.688757173028435,0.460436677451748,0.534451564312496,0.523732289087543,0.751019740558993
li3,0.722395806771976,0.735298387902931,0.712998109805806,0.727749889585664,0.715608458463429,0.712417572193064,0.719207096342041,0.756141855245435,0.625318387446497,0.590284730124006,0.574028804993449,0.594468361572094,0.723839253462902,0.708918339314802,0.666661126988443,0.684066881413416,0.598082975606252,0.579565546179348,0.619857368061658,0.634480287078869,0.764431818552763,0.254860336613764,0.258620471729671,0,0.654887502476454,0.643749068481161,0.582465672386449,0.494713425906944,0.659706616135721,0.751493027663887,0.465903869407496,0.435220431694524,0.468623135504109,0.451222926410097,0.464793760473488,0.719276893562674,0.665987719442599,0.721843491499388,0.770612495522687,0.686004342932024,0.71196540052218,0.700065265104836,0.680287618550687,0.794039084596793,0.795802499429066,0.798500101458322,0.842688033555256,0.635001902919116,0.597597143299033,0.583281222171684,0.625873918644873,0.750178418337607,0.723950065202627,0.724256664221626,0.516051909453896,0.560051797294068,0.539432406427768,0.732538283918239
ll1,0.688957709079856,0.686480558807288,0.674493447256367,0.678733727943202,0.66874053865876,0.6628745359979,0.66358860029868,0.720104828881848,0.626827160662502,0.598418420557917,0.594141257849805,0.592240960004353,0.734706219684381,0.644417763889462,0.536100498929087,0.702981482343809,0.648310153222239,0.637237448171696,0.682977230494535,0.650199373240434,0.752376661250916,0.636169415008415,0.64590301627595,0.654887502476463,0,0.355540117902266,0.617499227615832,0.559164740924378,0.69205940087927,0.765890673472696,0.589780176350482,0.585025541175671,0.608045980346894,0.595503104332484,0.589356868807361,0.753263320392122,0.657913174633376,0.73663079725012,0.759789511540349,0.612225558770675,0.642229231563294,0.62283788095568,0.63765839455077,0.741657700277421,0.788599678009761,0.800086297277736,0.787038729074249,0.703286067443711,0.720797692848062,0.699144238491347,0.70168610984436,0.733844480447092,0.754486809765319,0.770843997103443,0.641551783887921,0.558678308710186,0.587582606496049,0.779293256099185
ll2,0.618106150184113,0.659741808224633,0.626186901542721,0.641948954741037,0.580514248353344,0.579572680274408,0.577769887260899,0.670183161855571,0.584157185278343,0.500836680988853,0.491828300615864,0.513754998047777,0.704150106934751,0.611137529903212,0.514704616615493,0.616791549427525,0.540742953906543,0.582001975127002,0.585110768185943,0.560466588396887,0.708308566499061,0.598187953172694,0.5873939174297,0.643749068481168,0.355540117902268,0,0.576468061071793,0.514173487419505,0.651751696064401,0.74305023778588,0.551114579075994,0.535024221479657,0.550857489900551,0.52450035548895,0.558228830456974,0.673798350153188,0.627058599305513,0.713514391183269,0.737900807344462,0.558687473302837,0.59674416248191,0.568097118976638,0.564969724864832,0.716038303309431,0.784578402502221,0.782443154838612,0.762631697901152,0.669099158444994,0.651643673852632,0.619104458116092,0.668035628634718,0.655925138144148,0.700244796179155,0.726348617829104,0.531524080984524,0.41150684798864,0.460576304476251,0.755381967307413
lm1,0.724381166955202,0.66583593176265,0.645584494860392,0.652580191911587,0.632698438868105,0.62230621318989,0.632742143128503,0.708831414354778,0.553520330820689,0.468183231108647,0.452884009969653,0.449550099003279,0.734518736791083,0.669951991990453,0.617359516529605,0.68610282181105,0.631814974797916,0.586659598478729,0.601180993759507,0.650319654453201,0.770225346872283,0.555918764864833,0.593894413593226,0.58246567238645,0.617499227615821,0.576468061071787,0,0.393845599659224,0.668033964055564,0.74856432720095,0.506628379011231,0.495342233037876,0.49984546597628,0.497939642317267,0.405427326966821,0.737250425740316,0.647510550234226,0.711324966565701,0.777577929639402,0.634787848796984,0.663418877849218,0.643786037276777,0.656166345153918,0.76655676681513,0.805899975296606,0.816704652959429,0.779202995328796,0.703646660247921,0.680396536026506,0.66783209963141,0.67669240176753,0.729709961003317,0.744521742260306,0.719073352290688,0.566259651107187,0.5000213766351,0.524492935865262,0.770709571084729
lm2,0.709400121648614,0.664473002163814,0.652302502456828,0.666184426754271,0.632863400571145,0.639384176521707,0.65009701132102,0.685863460655621,0.538373594163067,0.46816644109077,0.491046862683851,0.482564252661972,0.700694876351721,0.672671850078594,0.574702732975187,0.666816469372246,0.598008264658339,0.559980976628914,0.600601263945862,0.63378311098835,0.76724588086353,0.467842192002018,0.522477477084246,0.494713425906941,0.559164740924364,0.514173487419495,0.393845599659222,0,0.649156461207376,0.745292420084007,0.433869913741756,0.453416161012623,0.445684567380506,0.435463674381723,0.331709455689812,0.719737004812495,0.598952991133168,0.722514818660193,0.774840130452238,0.621797462529422,0.6499182082526,0.635762867098415,0.618670307748595,0.747759685944835,0.794474802934253,0.797743093093592,0.794585511784165,0.690685435480564,0.677305863155873,0.643844531039389,0.662610065117307,0.743948157004277,0.756247954866524,0.734021152478846,0.560793066161706,0.468769390257236,0.489709941338613,0.726607583007889
nea,0.697279670277885,0.642532024648555,0.681902844632778,0.636576177205916,0.665411054038855,0.675265418676113,0.669941489584837,0.73887061033142,0.636106352801428,0.570835551858584,0.605699316460473,0.602153286493794,0.756969021945411,0.681861820606805,0.643309665454362,0.679209015274831,0.513961076288578,0.504655426891898,0.528157363541267,0.515013734665902,0.699821800221856,0.624243824262471,0.632993365578028,0.659706616135725,0.692059400879264,0.651751696064398,0.668033964055568,0.649156461207384,0,0.772187804323268,0.639523767582623,0.626962675615406,0.643325872139446,0.627418568916118,0.624959859482926,0.659313137770141,0.683418302086104,0.785227767815406,0.718347991681161,0.660807442608867,0.686160325053925,0.69167582903149,0.663227124699902,0.689113803625544,0.787700273563962,0.730347284952133,0.721166363216278,0.511600895456787,0.496706033799506,0.4880013526014,0.527055786064823,0.701003472102906,0.690975635358695,0.690070284757049,0.58469675785163,0.584292029398206,0.568400378790858,0.777946838396475
