L1,L2,Score,cluster_number
p17,pt2,0.372253669768781,4
p19,p14,0.372824730560404,4
p14,p19,0.372824730560404,4
ps2,p12,0.37293802562222,4
p12,ps2,0.37293802562222,4
pt1,pb9,0.373156643777938,4
pb9,pt1,0.373156643777938,4
ps3,p24,0.373170715341725,4
p24,ps3,0.373170715341725,4
pt5,p17,0.374265177244023,4
p17,pt5,0.374265177244023,4
p21,p15,0.37477463353453,4
p15,p21,0.37477463353453,4
ps2,pb8,0.376265159874265,4
pb8,ps2,0.376265159874265,4
ps4,p25,0.376303741597238,4
p25,ps4,0.376303741597238,4
pt5,p12,0.37633805525287,4
p12,pt5,0.37633805525287,4
pt2,pb8,0.376390344633388,4
pb8,pt2,0.376390344633388,4
pt5,pb9,0.376907546077243,4
pb9,pt5,0.376907546077243,4
pb3,p24,0.376996620932481,4
p24,pb3,0.376996620932481,4
pt1,pb4,0.377155172413795,4
pb4,pt1,0.377155172413795,4
ps4,p21,0.377414521454026,4
p21,ps4,0.377414521454026,4
pb9,p16,0.378244076226423,4
p16,pb9,0.378244076226423,4
pt1,p12,0.37837230937029,4
p12,pt1,0.37837230937029,4
p17,p12,0.379244861483469,4
p12,p17,0.379244861483469,4
wne,pt1,0.379476508597089,4
pt1,wne,0.379476508597089,4
pb8,pb3,0.379639988922737,4
pb3,pb8,0.379639988922737,4
pt4,pb3,0.379708525399265,4
pb3,pt4,0.379708525399265,4
pt1,p10,0.379720082660155,4
p10,pt1,0.379720082660155,4
p24,p18,0.379910499992259,4
p18,p24,0.379910499992259,4
pb7,p24,0.380065401384972,4
p24,pb7,0.380065401384972,4
ps3,pb8,0.380077450427879,4
pb8,ps3,0.380077450427879,4
pt1,p15,0.380310945080838,4
p15,pt1,0.380310945080838,4
pt2,p23,0.380641272489388,4
p23,pt2,0.380641272489388,4
pt4,p10,0.380969484961116,4
p10,pt4,0.380969484961116,4
pb9,pb8,0.38140026628705,4
pb8,pb9,0.38140026628705,4
pt4,ps5,0.382237167752227,4
ps5,pt4,0.382237167752227,4
p24,p15,0.382242317364767,4
p15,p24,0.382242317364767,4
pt4,p15,0.382403992189197,4
p15,pt4,0.382403992189197,4
ps3,pb2,0.382551240252873,4
pb2,ps3,0.382551240252873,4
ps4,p12,0.384163812781233,4
p12,ps4,0.384163812781233,4
ps4,pb9,0.384238886933146,4
pb9,ps4,0.384238886933146,4
pt1,pb1,0.38475932076531,4
pb1,pt1,0.38475932076531,4
ps2,p14,0.385044826114086,4
p14,ps2,0.385044826114086,4
p19,p15,0.386255602939642,4
p15,p19,0.386255602939642,4
pt4,p23,0.38653300807398,4
p23,pt4,0.38653300807398,4
ps3,p23,0.387228635736588,4
p23,ps3,0.387228635736588,4
p24,p13,0.388074686444793,4
p13,p24,0.388074686444793,4
ps1,p10,0.388120752134626,4
p10,ps1,0.388120752134626,4
pt2,p19,0.388493172597968,4
p19,pt2,0.388493172597968,4
p23,p16,0.389194698128903,4
p16,p23,0.389194698128903,4
pt4,p12,0.389422769938065,4
p12,pt4,0.389422769938065,4
p21,p17,0.38950197686472,4
p17,p21,0.38950197686472,4
pb4,p24,0.389632590220199,4
p24,pb4,0.389632590220199,4
pt3,p18,0.390199921599374,4
p18,pt3,0.390199921599374,4
pt2,p15,0.390270002016099,4
p15,pt2,0.390270002016099,4
ps1,pb6,0.390406837712329,4
pb6,ps1,0.390406837712329,4
ps1,pb5,0.390533366257177,4
pb5,ps1,0.390533366257177,4
pt2,p12,0.391121187271882,4
p12,pt2,0.391121187271882,4
p24,p11,0.39148719479539,4
p11,p24,0.39148719479539,4
pt5,pb8,0.391969279349193,4
pb8,pt5,0.391969279349193,4
pt3,p22,0.391970009608269,4
p22,pt3,0.391970009608269,4
pt2,p24,0.39200680272109,4
p24,pt2,0.39200680272109,4
ps2,pb2,0.392201972213351,4
pb2,ps2,0.392201972213351,4
pt1,pb8,0.392327074263023,4
pb8,pt1,0.392327074263023,4
pt5,ps5,0.392933795608389,4
ps5,pt5,0.392933795608389,4
ps5,p10,0.39338241089585,4
p10,ps5,0.39338241089585,4
pt1,pb3,0.393673875217501,4
pb3,pt1,0.393673875217501,4
pb2,p21,0.393933098018668,4
p21,pb2,0.393933098018668,4
pb8,p24,0.393953912492465,4
p24,pb8,0.393953912492465,4
ps5,p23,0.393992064417071,4
p23,ps5,0.393992064417071,4
ps2,p15,0.394566944775529,4
p15,ps2,0.394566944775529,4
pt3,pb4,0.3945804797198,4
pb4,pt3,0.3945804797198,4
ps5,p25,0.395489588018529,4
p25,ps5,0.395489588018529,4
ps3,p19,0.395854966437386,4
p19,ps3,0.395854966437386,4
p25,p15,0.396795652581281,4
p15,p25,0.396795652581281,4
wne,pt4,0.397423299486846,4
pt4,wne,0.397423299486846,4
pb6,p24,0.398131330234277,4
p24,pb6,0.398131330234277,4
p25,p16,0.398134641050313,4
p16,p25,0.398134641050313,4
wne,pt5,0.39895524715422,4
pt5,wne,0.39895524715422,4
ps3,p15,0.39955960208018,4
p15,ps3,0.39955960208018,4
wne,pb6,0.400575343736952,4
pb6,wne,0.400575343736952,4
wne,ps3,0.401125465641598,4
ps3,wne,0.401125465641598,4
pt3,pb1,0.401941050726335,4
pb1,pt3,0.401941050726335,4
pb9,p24,0.4025055327221,4
p24,pb9,0.4025055327221,4
ps4,p20,0.40273126971359,4
p20,ps4,0.40273126971359,4
pt3,p20,0.403049938028524,4
p20,pt3,0.403049938028524,4
ps4,pb6,0.403673371694436,4
pb6,ps4,0.403673371694436,4
pb1,p24,0.403684841222289,4
p24,pb1,0.403684841222289,4
ps1,p20,0.403869089106765,4
p20,ps1,0.403869089106765,4
pt2,ps1,0.404571340618749,4
ps1,pt2,0.404571340618749,4
pt3,p11,0.40458335926318,4
p11,pt3,0.40458335926318,4
pt1,ps1,0.405200433369449,4
ps1,pt1,0.405200433369449,4
pt1,p23,0.405546361767215,4
p23,pt1,0.405546361767215,4
pt3,pb6,0.405726256983242,4
pb6,pt3,0.405726256983242,4
pt5,p23,0.406174426334048,4
p23,pt5,0.406174426334048,4
p24,p14,0.407179033525951,4
p14,p24,0.407179033525951,4
wne,p10,0.40721761883995,4
p10,wne,0.40721761883995,4
pb9,p21,0.408018263477698,4
p21,pb9,0.408018263477698,4
ps4,p16,0.408173887843973,4
p16,ps4,0.408173887843973,4
pt1,p24,0.408842870825251,4
p24,pt1,0.408842870825251,4
pb8,p16,0.410135870230248,4
p16,pb8,0.410135870230248,4
pt4,ps1,0.410286310491916,4
ps1,pt4,0.410286310491916,4
pt1,ps5,0.410651064869939,4
ps5,pt1,0.410651064869939,4
ps2,pb3,0.411164316603982,4
pb3,ps2,0.411164316603982,4
luz,bql,0.411244489713445,4
bql,luz,0.411244489713445,4
pt1,p25,0.411447186201689,4
p25,pt1,0.411447186201689,4
p23,p17,0.41164651190379,4
p17,p23,0.41164651190379,4
pt3,p19,0.415111463055482,4
p19,pt3,0.415111463055482,4
pt3,ps5,0.4154613741517,4
ps5,pt3,0.4154613741517,4
pt3,p13,0.415515689499986,4
p13,pt3,0.415515689499986,4
ps4,pb5,0.416016275354725,4
pb5,ps4,0.416016275354725,4
pb2,p25,0.416016741760631,4
p25,pb2,0.416016741760631,4
pt5,p24,0.416028586013274,4
p24,pt5,0.416028586013274,4
wne,p22,0.416316820598938,4
p22,wne,0.416316820598938,4
ps4,p22,0.416401712812112,4
p22,ps4,0.416401712812112,4
pb6,p25,0.416711823994799,4
p25,pb6,0.416711823994799,4
ps5,p19,0.417068221172305,4
p19,ps5,0.417068221172305,4
pb9,p19,0.417245869331878,4
p19,pb9,0.417245869331878,4
pb8,p15,0.417259841544938,4
p15,pb8,0.417259841544938,4
pt5,pb3,0.419548429116398,4
pb3,pt5,0.419548429116398,4
ps3,pb3,0.420809881175736,4
pb3,ps3,0.420809881175736,4
pt3,p21,0.42145773934476,4
p21,pt3,0.42145773934476,4
ps1,p18,0.422045757097305,4
p18,ps1,0.422045757097305,4
p19,p17,0.423434031464143,4
p17,p19,0.423434031464143,4
pt3,p14,0.423585094738143,4
p14,pt3,0.423585094738143,4
pt5,ps1,0.424438288704218,4
ps1,pt5,0.424438288704218,4
p24,p17,0.424451903328254,4
p17,p24,0.424451903328254,4
ps1,p13,0.42495312451972,4
p13,ps1,0.42495312451972,4
ps1,p16,0.42496383613924,4
p16,ps1,0.42496383613924,4
ps1,p25,0.424978794257172,4
p25,ps1,0.424978794257172,4
ps4,p15,0.425440148165481,4
p15,ps4,0.425440148165481,4
ps1,pb4,0.425638496277688,4
pb4,ps1,0.425638496277688,4
ps4,pb8,0.425885165858116,4
pb8,ps4,0.425885165858116,4
ps5,pt2,0.425906343218803,4
ps1,p12,0.425954394055856,4
p12,ps1,0.425954394055856,4
pt4,p24,0.42596083417101,4
p24,pt4,0.42596083417101,4
pt3,pb5,0.426482534524778,4
pb5,pt3,0.426482534524778,4
pt3,pb2,0.42663073218781,4
pb2,pt3,0.42663073218781,4
ps1,p23,0.427464085502705,4
p23,ps1,0.427464085502705,4
ps3,p25,0.427551004282623,4
p25,ps3,0.427551004282623,4
pb8,p12,0.427605843931373,4
p12,pb8,0.427605843931373,4
ps1,pb1,0.427722711321802,4
pb1,ps1,0.427722711321802,4
ps4,pb4,0.428278711547537,4
pb4,ps4,0.428278711547537,4
ps4,pb1,0.428599266520121,4
pb1,ps4,0.428599266520121,4
pt2,ps5,0.429184890656066,4
pt1,p17,0.430687139279104,4
p17,pt1,0.430687139279104,4
ps4,p18,0.43231364151834,4
p18,ps4,0.43231364151834,4
ps5,p21,0.43242902506481,4
p21,ps5,0.43242902506481,4
pb9,p25,0.432746318003546,4
p25,pb9,0.432746318003546,4
wne,p11,0.432998596263904,4
p11,wne,0.432998596263904,4
ps5,p12,0.43335495703291,4
p12,ps5,0.43335495703291,4
p25,p18,0.433640868996042,4
p18,p25,0.433640868996042,4
ps4,pb3,0.433746849206742,4
pb3,ps4,0.433746849206742,4
ps1,p15,0.433940756702739,4
p15,ps1,0.433940756702739,4
ps4,p13,0.435560642395176,4
p13,ps4,0.435560642395176,4
pb4,p25,0.437370961983267,4
p25,pb4,0.437370961983267,4
pt3,ps4,0.43739459474781,4
ps4,pt3,0.43739459474781,4
ps4,p11,0.438061868334358,4
p11,ps4,0.438061868334358,4
wne,pt3,0.438257262704863,4
pt3,wne,0.438257262704863,4
ps5,pb6,0.439780922943442,4
pb6,ps5,0.439780922943442,4
ps1,p22,0.439871858058159,4
p22,ps1,0.439871858058159,4
ps5,p18,0.440464930862249,4
p18,ps5,0.440464930862249,4
p25,p13,0.440886243794136,4
p13,p25,0.440886243794136,4
wne,pb9,0.44117679302414,4
pb9,wne,0.44117679302414,4
ps1,pb3,0.44225602898913,4
pb3,ps1,0.44225602898913,4
p25,p22,0.442270791407312,4
p22,p25,0.442270791407312,4
ps1,pb2,0.442275200080699,4
pb2,ps1,0.442275200080699,4
pt3,p10,0.44233979809958,4
p10,pt3,0.44233979809958,4
ps1,p11,0.442411955336438,4
p11,ps1,0.442411955336438,4
wne,p20,0.443072298490813,4
p20,wne,0.443072298490813,4
os2,os1,0.443240651859575,4
os1,os2,0.443240651859575,4
wne,p16,0.445185727869315,4
p16,wne,0.445185727869315,4
pt3,p16,0.445228912664845,4
p16,pt3,0.445228912664845,4
wne,pb4,0.4458529630548,4
pb4,wne,0.4458529630548,4
ps4,pb7,0.446104418811478,4
pb7,ps4,0.446104418811478,4
pt4,p25,0.447341791858023,4
p25,pt4,0.447341791858023,4
wne,p18,0.447395364710994,4
p18,wne,0.447395364710994,4
wne,p14,0.449282928477108,4
p14,wne,0.449282928477108,4
ps1,p19,0.449488348720707,4
p19,ps1,0.449488348720707,4
wne,p13,0.45019201406561,4
p13,wne,0.45019201406561,4
ps5,pb4,0.45030995360443,4
pb4,ps5,0.45030995360443,4
wne,pb1,0.450641452204462,4
pb1,wne,0.450641452204462,4
p25,p20,0.451669076604942,4
p20,p25,0.451669076604942,4
pt2,p25,0.452166713531416,4
p25,pt2,0.452166713531416,4
p25,p11,0.452993961110168,4
p11,p25,0.452993961110168,4
ps4,pb2,0.453013060162388,4
pb2,ps4,0.453013060162388,4
wne,pb5,0.453249891567014,4
pb5,wne,0.453249891567014,4
wne,ps2,0.453366367914334,4
ps2,wne,0.453366367914334,4
ps1,p21,0.453422358511092,4
p21,ps1,0.453422358511092,4
ps5,pb9,0.453462649146225,4
pb9,ps5,0.453462649146225,4
pt5,p25,0.453752181500874,4
p25,pt5,0.453752181500874,4
wne,pb7,0.453878209251468,4
pb7,wne,0.453878209251468,4
wne,ps1,0.454137733718937,4
ps1,wne,0.454137733718937,4
ps5,p15,0.454644097222223,4
p15,ps5,0.454644097222223,4
wne,pb2,0.456160855110124,4
pb2,wne,0.456160855110124,4
pb1,p25,0.456623127101444,4
p25,pb1,0.456623127101444,4
ps5,pb5,0.456961010869652,4
pb5,ps5,0.456961010869652,4
wne,ps4,0.458473386107048,4
ps4,wne,0.458473386107048,4
ps1,p17,0.460370450139996,4
p17,ps1,0.460370450139996,4
p25,p14,0.460653920753673,4
p14,p25,0.460653920753673,4
ps1,p14,0.461069497418932,4
p14,ps1,0.461069497418932,4
ps5,pb7,0.461128017687999,4
pb7,ps5,0.461128017687999,4
ps4,p14,0.461281562357547,4
p14,ps4,0.461281562357547,4
ps5,pb1,0.461429505338855,4
pb1,ps5,0.461429505338855,4
pb7,p25,0.46306165908655,4
p25,pb7,0.46306165908655,4
pb5,p25,0.464404462260342,4
p25,pb5,0.464404462260342,4
wne,p23,0.466282253275579,4
p23,wne,0.466282253275579,4
kfm,fay,0.471713713954781,4
fay,kfm,0.471713713954781,4
ps5,p20,0.471844493653122,4
p20,ps5,0.471844493653122,4
ps4,p17,0.471846561836328,4
p17,ps4,0.471846561836328,4
pt3,pb9,0.472794314653035,4
pb9,pt3,0.472794314653035,4
pt3,p23,0.473089529681077,4
p23,pt3,0.473089529681077,4
pt3,p17,0.474594741860783,4
p17,pt3,0.474594741860783,4
pt3,pb8,0.474631385703887,4
pb8,pt3,0.474631385703887,4
wne,p24,0.474847031585913,4
p24,wne,0.474847031585913,4
pt3,pb3,0.475525675422727,4
pb3,pt3,0.475525675422727,4
ps5,p22,0.476351192251544,4
p22,ps5,0.476351192251544,4
pt3,p15,0.476815533980585,4
p15,pt3,0.476815533980585,4
pt3,p12,0.479973757060793,4
p12,pt3,0.479973757060793,4
wne,p21,0.481008627934048,4
p21,wne,0.481008627934048,4
sqo,ntz,0.481157505377656,4
ntz,sqo,0.481157505377656,4
pt3,p24,0.482196910318883,4
p24,pt3,0.482196910318883,4
tgk,pes,0.484317588795994,4
pes,tgk,0.484317588795994,4
wne,p15,0.485788392953639,4
p15,wne,0.485788392953639,4
ps5,pb3,0.48592615599643,4
pb3,ps5,0.48592615599643,4
ntz,kfm,0.486749316659095,4
kfm,ntz,0.486749316659095,4
pt3,ps1,0.487462170341551,4
ps1,pt3,0.487462170341551,4
ydg,mnj,0.488138358622942,4
mnj,ydg,0.488138358622942,4
ntz,lsa,0.488740605740827,4
lsa,ntz,0.488740605740827,4
ps1,pb7,0.489137097323437,4
pb7,ps1,0.489137097323437,4
wne,pb8,0.489219216581769,4
pb8,wne,0.489219216581769,4
srz,sqo,0.489845493319776,4
sqo,srz,0.489845493319776,4
tgk,srz,0.490578711478107,4
srz,tgk,0.490578711478107,4
ps5,p16,0.491324058152261,4
p16,ps5,0.491324058152261,4
ps5,p14,0.493788222623949,4
p14,ps5,0.493788222623949,4
ps5,pb8,0.493870773619811,4
pb8,ps5,0.493870773619811,4
ps5,p11,0.494793276064522,4
p11,ps5,0.494793276064522,4
prs,lsa,0.495074743504898,4
lsa,prs,0.495074743504898,4
wne,pb3,0.495211615693546,4
pb3,wne,0.495211615693546,4
prs,glk,0.495226034359222,4
glk,prs,0.495226034359222,4
srz,ntz,0.49940771153118,4
ntz,srz,0.49940771153118,4
wne,ps5,0.501625819732855,4
ps5,wne,0.501625819732855,4
prs,pes,0.502412147393197,4
pes,prs,0.502412147393197,4
pt3,p25,0.503005823783583,4
p25,pt3,0.503005823783583,4
wne,p12,0.503947200204555,4
p12,wne,0.503947200204555,4
ps5,p13,0.504187060706583,4
p13,ps5,0.504187060706583,4
luz,lrl,0.504864392024068,4
lrl,luz,0.504864392024068,4
srz,lsa,0.50527988068799,4
lsa,srz,0.50527988068799,4
ps5,p17,0.50544449861856,4
p17,ps5,0.50544449861856,4
wne,p19,0.505563926950671,4
p19,wne,0.505563926950671,4
wne,p17,0.506864352799274,4
p17,wne,0.506864352799274,4
sqo,gzi,0.506945441664992,4
gzi,sqo,0.506945441664992,4
pes,luz,0.512895133335052,4
luz,pes,0.512895133335052,4
bgp,bgn,0.513056341022361,4
bgn,bgp,0.513056341022361,4
ps1,pb8,0.516597832093147,4
pb8,ps1,0.516597832093147,4
p25,p17,0.520784144416412,4
p17,p25,0.520784144416412,4
sqo,glk,0.523411538516958,4
glk,sqo,0.523411538516958,4
ntz,glk,0.528336538537222,4
glk,ntz,0.528336538537222,4
gzi,glk,0.529405384763529,4
glk,gzi,0.529405384763529,4
ps5,pb2,0.530229832258884,4
pb2,ps5,0.530229832258884,4
lsa,glk,0.530608315665521,4
glk,lsa,0.530608315665521,4
fay,bql,0.532116139267889,4
bql,fay,0.532116139267889,4
lrl,bql,0.536513833919316,4
bql,lrl,0.536513833919316,4
srz,prs,0.537551373444665,4
prs,srz,0.537551373444665,4
sdh,kmr,0.538604260969593,4
kmr,sdh,0.538604260969593,4
vaf,gzi,0.539417290791809,4
gzi,vaf,0.539417290791809,4
pes,lrl,0.539659536965848,4
lrl,pes,0.539659536965848,4
wne,p25,0.540634945276724,4
p25,wne,0.540634945276724,4
kfm,gzi,0.542078015275002,4
gzi,kfm,0.542078015275002,4
tgk,glk,0.546641306442559,4
glk,tgk,0.546641306442559,4
lrl,fay,0.55715151893576,1
fay,lrl,0.55715151893576,1
pes,glk,0.560461248656666,1
glk,pes,0.560461248656666,1
tgk,lsa,0.561880460472937,1
lsa,tgk,0.561880460472937,1
lrl,kfm,0.564723489581821,1
kfm,lrl,0.564723489581821,1
srz,glk,0.567235292584026,1
glk,srz,0.567235292584026,1
luz,fay,0.56834818520027,1
fay,luz,0.56834818520027,1
sqo,prs,0.570556452341308,1
prs,sqo,0.570556452341308,1
ntz,gzi,0.573272964968131,1
gzi,ntz,0.573272964968131,1
vaf,sqo,0.573344685902817,1
sqo,vaf,0.573344685902817,1
lrl,gzi,0.578578112270869,1
gzi,lrl,0.578578112270869,1
bgn,bcc,0.582223020290898,1
bcc,bgn,0.582223020290898,1
srz,pes,0.583103348100808,1
pes,srz,0.583103348100808,1
pes,ntz,0.583215891414625,1
ntz,pes,0.583215891414625,1
tgk,sqo,0.583886914171366,1
sqo,tgk,0.583886914171366,1
tgk,ntz,0.586068620368335,1
ntz,tgk,0.586068620368335,1
prs,ntz,0.588153534407714,1
ntz,prs,0.588153534407714,1
pes,bql,0.588814781301536,1
bql,pes,0.588814781301536,1
sdh,ckb,0.596188386855391,1
ckb,sdh,0.596188386855391,1
luz,kfm,0.598759423609124,1
kfm,luz,0.598759423609124,1
tgk,lrl,0.603049686790713,1
lrl,tgk,0.603049686790713,1
vaf,lsa,0.603819920633131,1
lsa,vaf,0.603819920633131,1
lsa,gzi,0.604438967364011,1
gzi,lsa,0.604438967364011,1
ntz,fay,0.604897567713351,1
fay,ntz,0.604897567713351,1
sqo,siy,0.605513336414565,1
siy,sqo,0.605513336414565,1
srz,gzi,0.611541675541938,1
gzi,srz,0.611541675541938,1
vaf,sdh,0.613635786619457,1
sdh,vaf,0.613635786619457,1
sdh,luz,0.618520570793682,1
luz,sdh,0.618520570793682,1
sqo,fay,0.618699434964992,1
fay,sqo,0.618699434964992,1
gzi,fay,0.619625384314126,1
fay,gzi,0.619625384314126,1
lsa,lrl,0.619779517938466,1
lrl,lsa,0.619779517938466,1
sqo,pes,0.621618778384357,1
pes,sqo,0.621618778384357,1
srz,lrl,0.622328784689428,1
lrl,srz,0.622328784689428,1
sdh,lsa,0.625043257331845,1
lsa,sdh,0.625043257331845,1
zum,gzi,0.62627019629566,1
gzi,zum,0.62627019629566,1
tly,jdt,0.626556566355078,1
jdt,tly,0.626556566355078,1
sdh,glk,0.628949344742592,1
glk,sdh,0.628949344742592,1
tly,tgk,0.629052049896387,1
tgk,tly,0.629052049896387,1
tly,lsa,0.629642141505199,1
lsa,tly,0.629642141505199,1
sdh,fay,0.630641766120839,1
fay,sdh,0.630641766120839,1
srz,siy,0.632468495442291,1
siy,srz,0.632468495442291,1
vaf,kfm,0.633242235772667,1
kfm,vaf,0.633242235772667,1
pes,lsa,0.634013980868287,1
lsa,pes,0.634013980868287,1
vaf,glk,0.634059294482036,1
glk,vaf,0.634059294482036,1
tgk,sdh,0.63425441970244,1
sdh,tgk,0.63425441970244,1
tgk,luz,0.634424101550118,1
luz,tgk,0.634424101550118,1
pes,fay,0.634428952145532,1
fay,pes,0.634428952145532,1
prs,lrl,0.634489276432224,1
lrl,prs,0.634489276432224,1
tgk,ckb,0.635039172580789,1
ckb,tgk,0.635039172580789,1
vaf,ntz,0.636239947809588,1
ntz,vaf,0.636239947809588,1
sqo,luz,0.63662487149807,1
luz,sqo,0.63662487149807,1
kfm,bql,0.636956469136401,1
bql,kfm,0.636956469136401,1
siy,fay,0.637011631330307,1
fay,siy,0.637011631330307,1
prs,luz,0.638394892840856,1
luz,prs,0.638394892840856,1
sqo,bql,0.639177586063809,1
bql,sqo,0.639177586063809,1
siy,prs,0.639628992980948,1
prs,siy,0.639628992980948,1
pes,kfm,0.640861931364727,1
kfm,pes,0.640861931364727,1
yai,tgk,0.643172241546388,1
tgk,yai,0.643172241546388,1
tly,sqo,0.644203604092514,1
sqo,tly,0.644203604092514,1
lrl,glk,0.644795944797256,1
glk,lrl,0.644795944797256,1
sqo,sdh,0.645389187514574,1
sdh,sqo,0.645389187514574,1
tgk,siy,0.645446961472267,1
siy,tgk,0.645446961472267,1
ntz,lrl,0.646433202938062,1
lrl,ntz,0.646433202938062,1
sdh,bcc,0.646812933721373,1
bcc,sdh,0.646812933721373,1
yai,prs,0.646932506059808,1
prs,yai,0.646932506059808,1
siy,sdh,0.647222361682901,1
sdh,siy,0.647222361682901,1
prs,gzi,0.648383140369258,1
gzi,prs,0.648383140369258,1
ntz,luz,0.650036712288937,1
luz,ntz,0.650036712288937,1
srz,jdt,0.650500889617237,1
jdt,srz,0.650500889617237,1
sqo,prc,0.650823533097991,1
prc,sqo,0.650823533097991,1
srz,luz,0.651084822378389,1
luz,srz,0.651084822378389,1
vaf,luz,0.65347247907133,1
luz,vaf,0.65347247907133,1
siy,lrl,0.655136884306956,1
lrl,siy,0.655136884306956,1
pes,gzi,0.656582364082944,1
gzi,pes,0.656582364082944,1
kfm,bgn,0.656821313064477,1
bgn,kfm,0.656821313064477,1
vaf,jdt,0.657227978962034,1
jdt,vaf,0.657227978962034,1
tgk,fay,0.65848697436384,1
fay,tgk,0.65848697436384,1
siy,kfm,0.658538707338688,1
kfm,siy,0.658538707338688,1
tgk,jdt,0.658947050763452,1
jdt,tgk,0.658947050763452,1
luz,lsa,0.659303978986283,1
lsa,luz,0.659303978986283,1
kmr,glk,0.660687302764039,1
glk,kmr,0.660687302764039,1
sdh,lrl,0.660720765455207,1
lrl,sdh,0.660720765455207,1
kmr,ckb,0.662006808574653,1
ckb,kmr,0.662006808574653,1
srz,ckb,0.663134189668109,1
ckb,srz,0.663134189668109,1
kiu,diq,0.663223999986635,1
diq,kiu,0.663223999986635,1
tgk,bgp,0.66357396706546,1
bgp,tgk,0.66357396706546,1
tgk,gzi,0.663904838332363,1
gzi,tgk,0.663904838332363,1
siy,lsa,0.66578773807983,1
lsa,siy,0.66578773807983,1
srz,sdh,0.665902788169033,1
sdh,srz,0.665902788169033,1
luz,glk,0.665975957538937,1
glk,luz,0.665975957538937,1
zum,kfm,0.666326038096867,1
kfm,zum,0.666326038096867,1
zum,glk,0.66745483685012,1
glk,zum,0.66745483685012,1
lsa,bql,0.669608788839275,1
bql,lsa,0.669608788839275,1
pes,bgp,0.670616279223388,1
bgp,pes,0.670616279223388,1
lsa,kfm,0.670650958252761,1
kfm,lsa,0.670650958252761,1
vaf,pes,0.670828859409098,1
pes,vaf,0.670828859409098,1
luz,ckb,0.670938036208668,1
ckb,luz,0.670938036208668,1
prc,luz,0.670977594566309,1
luz,prc,0.670977594566309,1
vaf,srz,0.671207126267444,1
srz,vaf,0.671207126267444,1
sqo,lrl,0.671818709808634,1
lrl,sqo,0.671818709808634,1
sqo,kfm,0.67209059738849,1
kfm,sqo,0.67209059738849,1
zum,sdh,0.672187412744905,1
sdh,zum,0.672187412744905,1
pes,jdt,0.672698501732637,1
jdt,pes,0.672698501732637,1
jdt,glk,0.673184787027368,1
glk,jdt,0.673184787027368,1
sdh,kfm,0.673223246094669,1
kfm,sdh,0.673223246094669,1
kfm,glk,0.673621123455745,1
glk,kfm,0.673621123455745,1
prs,prc,0.675173239188261,1
prc,prs,0.675173239188261,1
siy,gzi,0.676331946097327,1
gzi,siy,0.676331946097327,1
tly,prs,0.676463256271678,1
prs,tly,0.676463256271678,1
zum,lrl,0.67706091588201,1
lrl,zum,0.67706091588201,1
luz,bcc,0.677434356009505,1
bcc,luz,0.677434356009505,1
sdh,bgn,0.677446688872317,1
bgn,sdh,0.677446688872317,1
lsa,jdt,0.677612047072291,1
jdt,lsa,0.677612047072291,1
prs,bql,0.67770196733522,1
bql,prs,0.67770196733522,1
tly,srz,0.678407651267777,1
srz,tly,0.678407651267777,1
lrl,bgp,0.678563298032629,1
bgp,lrl,0.678563298032629,1
lsa,fay,0.679941621876713,1
fay,lsa,0.679941621876713,1
pes,ckb,0.679982835258966,1
ckb,pes,0.679982835258966,1
srz,fay,0.681006804837683,1
fay,srz,0.681006804837683,1
pes,bcc,0.681552168232286,1
bcc,pes,0.681552168232286,1
kmr,bcc,0.682856678959942,1
bcc,kmr,0.682856678959942,1
sqo,jdt,0.683878997187461,1
jdt,sqo,0.683878997187461,1
tgk,kfm,0.684761810600025,1
kfm,tgk,0.684761810600025,1
zum,srz,0.686700408438178,1
srz,zum,0.686700408438178,1
sdh,prs,0.687244893556433,1
prs,sdh,0.687244893556433,1
sdh,pes,0.687295508154312,1
pes,sdh,0.687295508154312,1
tgk,prc,0.688264890738505,1
prc,tgk,0.688264890738505,1
prs,ckb,0.688596456444719,1
ckb,prs,0.688596456444719,1
prs,jdt,0.69089706819142,1
jdt,prs,0.69089706819142,1
zum,bcc,0.690939493199459,1
bcc,zum,0.690939493199459,1
tgk,bcc,0.691452120352725,1
bcc,tgk,0.691452120352725,1
gzi,ckb,0.69331755875548,1
ckb,gzi,0.69331755875548,1
zum,pes,0.693986630448314,1
pes,zum,0.693986630448314,1
zum,luz,0.695441794363029,1
luz,zum,0.695441794363029,1
sdh,ntz,0.695821109739646,1
ntz,sdh,0.695821109739646,1
zum,prs,0.696591114364417,1
prs,zum,0.696591114364417,1
fay,bgp,0.697470616543894,1
bgp,fay,0.697470616543894,1
ntz,jdt,0.697473182202559,1
jdt,ntz,0.697473182202559,1
sdh,diq,0.700020655206917,1
diq,sdh,0.700020655206917,1
glk,bgn,0.700824592714361,1
bgn,glk,0.700824592714361,1
sqo,ckb,0.700850441984054,1
ckb,sqo,0.700850441984054,1
pes,bgn,0.701138062597531,1
bgn,pes,0.701138062597531,1
fay,bgn,0.701676678393289,1
bgn,fay,0.701676678393289,1
vaf,lrl,0.70186475166889,1
lrl,vaf,0.70186475166889,1
luz,jdt,0.70231695570326,1
jdt,luz,0.70231695570326,1
hac,diq,0.702390344798176,1
diq,hac,0.702390344798176,1
yai,glk,0.702506046711581,1
glk,yai,0.702506046711581,1
