L1,L2,Score,cluster_number,distance_Scores
prs,p17,3.92222156179735,2,0.0974220441088572
jdt,pb3,3.92234556333588,2,0.0974316273852356
pb3,jdt,3.92234556333588,2,0.0974316273852356
p15,prs,3.92295591855479,2,0.097478797789903
prs,p15,3.92295591855479,2,0.097478797789903
hac,jdt,3.92344916252806,2,0.0975169174243357
jdt,hac,3.92344916252806,2,0.0975169174243357
wb5,wne,3.92603139107909,2,0.0977164811569328
wne,wb5,3.92603139107909,2,0.0977164811569328
ps2,yai,3.92642251630717,2,0.0977467086944592
yai,ps2,3.92642251630717,2,0.0977467086944592
os1,pt5,3.92648215052249,2,0.0977513174370104
pt5,os1,3.92648215052249,2,0.0977513174370104
prs,ps1,3.92742243153814,2,0.0978239856712371
ps1,prs,3.92742243153814,2,0.0978239856712371
bcc,wb2,3.9282500389683,2,0.0978879460932616
wb2,bcc,3.9282500389683,2,0.0978879460932616
os1,zum,3.93033084895605,2,0.0980487584302698
zum,os1,3.93033084895605,2,0.0980487584302698
diq,os2,3.93061490613829,2,0.0980707113714749
os2,diq,3.93061490613829,2,0.0980707113714749
hac,pt4,3.93238822187919,2,0.0982077594682385
pt4,hac,3.93238822187919,2,0.0982077594682385
jdt,p22,3.93292726387056,2,0.0982494185350865
p22,jdt,3.93292726387056,2,0.0982494185350865
jdt,ps3,3.93331130654322,2,0.0982790987077428
ps3,jdt,3.93331130654322,2,0.0982790987077428
av1,p23,3.9343447798825,2,0.0983589691735247
p23,av1,3.9343447798825,2,0.0983589691735247
kiu,wb5,3.935954797864,2,0.0984833970433228
wb5,kiu,3.935954797864,2,0.0984833970433228
os1,p17,3.93860878227147,2,0.0986885063216623
p17,os1,3.93860878227147,2,0.0986885063216623
pb6,yai,3.93877258226982,2,0.0987011653634255
yai,pb6,3.93877258226982,2,0.0987011653634255
kmr,p17,3.93959054926286,2,0.0987643807384577
p17,kmr,3.93959054926286,2,0.0987643807384577
oru,os2,3.94076361704628,2,0.0988550395553758
os2,oru,3.94076361704628,2,0.0988550395553758
ps1,yai,3.94149665365884,2,0.0989116912109678
yai,ps1,3.94149665365884,2,0.0989116912109678
diq,p18,3.94593019279789,2,0.0992543307572817
p18,diq,3.94593019279789,2,0.0992543307572817
os1,p24,3.94780595419097,2,0.0993992962154768
p24,os1,3.94780595419097,2,0.0993992962154768
vaf,wb3,3.94822694829248,2,0.0994318321249203
wb3,vaf,3.94822694829248,2,0.0994318321249203
p22,zum,3.94844877148988,2,0.0994489754042137
zum,p22,3.94844877148988,2,0.0994489754042137
bgn,p24,3.94905184508407,2,0.0994955830592329
p24,bgn,3.94905184508407,2,0.0994955830592329
kmr,p15,3.9504739963921,2,0.0996054919297065
p15,kmr,3.9504739963921,2,0.0996054919297065
hac,p13,3.95258122332672,2,0.0997683458615685
p13,hac,3.95258122332672,2,0.0997683458615685
kmr,ps5,3.95298579679476,2,0.0997996127265249
ps5,kmr,3.95298579679476,2,0.0997996127265249
pb5,yai,3.95314263036494,2,0.0998117333781416
yai,pb5,3.95314263036494,2,0.0998117333781416
os1,p19,3.9534349292911,2,0.099834323270394
p19,os1,3.9534349292911,2,0.099834323270394
kmr,ps2,3.95413605656211,2,0.0998885088594939
ps2,kmr,3.95413605656211,2,0.0998885088594939
os1,p22,3.9545536048968,2,0.0999207784679208
p22,os1,3.9545536048968,2,0.0999207784679208
ntz,p10,3.95484322025753,2,0.099943160964769
p10,ntz,3.95484322025753,2,0.099943160964769
jdt,pb7,3.95486541571521,2,0.0999448763080446
pb7,jdt,3.95486541571521,2,0.0999448763080446
mnj,siy,3.9548735398606,2,0.0999455041706626
siy,mnj,3.9548735398606,2,0.0999455041706626
pb7,yai,3.95560348493783,2,0.100001916901497
yai,pb7,3.95560348493783,2,0.100001916901497
pb1,yai,3.9564479544493,2,0.100067180484655
yai,pb1,3.9564479544493,2,0.100067180484655
os1,pt2,3.95816218976942,2,0.100199662638064
pt2,os1,3.95816218976942,2,0.100199662638064
ntz,ps3,3.96134617834784,2,0.100445732508603
ps3,ntz,3.96134617834784,2,0.100445732508603
os1,wb2,3.9618596088929,2,0.100485412232522
wb2,os1,3.9618596088929,2,0.100485412232522
glk,wb3,3.96186167018402,2,0.100485571536373
wb3,glk,3.96186167018402,2,0.100485571536373
jdt,p13,3.96369112399949,2,0.100626958181596
p13,jdt,3.96369112399949,2,0.100626958181596
ps2,sgh,3.96408053158586,2,0.100657052973711
sgh,ps2,3.96408053158586,2,0.100657052973711
hac,p14,3.96640326987538,2,0.10083656238341
p14,hac,3.96640326987538,2,0.10083656238341
os1,p16,3.96723715356635,2,0.100901007857012
p16,os1,3.96723715356635,2,0.100901007857012
pb4,zum,3.96798335976944,2,0.100958677305023
zum,pb4,3.96798335976944,2,0.100958677305023
jdt,ps1,3.9682741691894,2,0.100981152082981
ps1,jdt,3.9682741691894,2,0.100981152082981
os1,p23,3.96862766068178,2,0.10100847115264
p23,os1,3.96862766068178,2,0.10100847115264
kiu,wb3,3.97294939590365,2,0.101342470097787
wb3,kiu,3.97294939590365,2,0.101342470097787
jdt,pb6,3.97685344355406,2,0.101644188673798
pb6,jdt,3.97685344355406,2,0.101644188673798
pt3,wb5,3.97694752537384,2,0.101651459648754
wb5,pt3,3.97694752537384,2,0.101651459648754
hac,pb3,3.97803308141026,2,0.10173535524912
pb3,hac,3.97803308141026,2,0.10173535524912
lrl,wb5,3.97814329603284,2,0.101743873023994
wb5,lrl,3.97814329603284,2,0.101743873023994
p22,prs,3.97921169263087,2,0.101826442482422
prs,p22,3.97921169263087,2,0.101826442482422
av1,prs,3.97942548732866,2,0.101842965290941
prs,av1,3.97942548732866,2,0.101842965290941
os1,ps2,3.98045306550242,2,0.101922380157533
ps2,os1,3.98045306550242,2,0.101922380157533
ntz,pb4,3.98264622405796,2,0.102091875188229
pb4,ntz,3.98264622405796,2,0.102091875188229
ntz,pb8,3.98321900129814,2,0.102136141434124
pb8,ntz,3.98321900129814,2,0.102136141434124
ckb,pb8,3.9832977746268,2,0.102142229314877
pb8,ckb,3.9832977746268,2,0.102142229314877
pt5,wb3,3.98421594039005,2,0.102213188404375
wb3,pt5,3.98421594039005,2,0.102213188404375
os1,pt1,3.98465151853672,2,0.102246851420282
pt1,os1,3.98465151853672,2,0.102246851420282
p11,zum,3.98609383868542,2,0.102358319009918
zum,p11,3.98609383868542,2,0.102358319009918
lrl,pb7,3.98627792175878,2,0.102372545599278
pb7,lrl,3.98627792175878,2,0.102372545599278
diq,p11,3.98705162888634,2,0.102432340415756
p11,diq,3.98705162888634,2,0.102432340415756
ckb,ps3,3.99027531897813,2,0.102681478559316
ps3,ckb,3.99027531897813,2,0.102681478559316
p23,yai,3.99032464472664,2,0.102685290627184
yai,p23,3.99032464472664,2,0.102685290627184
av2,pt3,3.99045492441749,2,0.102695359101323
pt3,av2,3.99045492441749,2,0.102695359101323
hac,prs,3.99049751235872,2,0.102698650447673
prs,hac,3.99049751235872,2,0.102698650447673
diq,pb1,3.99092765153648,2,0.102731893120873
pb1,diq,3.99092765153648,2,0.102731893120873
os1,pt3,3.99168255451851,2,0.102790234686643
pt3,os1,3.99168255451851,2,0.102790234686643
jdt,wne,3.99267561360943,2,0.102866981796729
wne,jdt,3.99267561360943,2,0.102866981796729
kmr,yah,3.99329190619411,2,0.10291461106197
yah,kmr,3.99329190619411,2,0.10291461106197
pb8,zum,3.99761273214763,2,0.103248539735651
zum,pb8,3.99761273214763,2,0.103248539735651
pt4,wb5,3.99789216331951,2,0.103270135162455
wb5,pt4,3.99789216331951,2,0.103270135162455
p11,yai,3.99796968132736,2,0.103276126027587
yai,p11,3.99796968132736,2,0.103276126027587
glk,wb5,3.9984250447235,2,0.103311318117375
wb5,glk,3.9984250447235,2,0.103311318117375
os2,wb5,3.9994803122626,2,0.10339287291581
wb5,os2,3.9994803122626,2,0.10339287291581
os1,wb1,4.0003567212096,2,0.103460604891229
wb1,os1,4.0003567212096,2,0.103460604891229
pb4,prs,4.00041747669313,2,0.103465300289343
prs,pb4,4.00041747669313,2,0.103465300289343
hac,p17,4.00048798648883,2,0.103470749535115
p17,hac,4.00048798648883,2,0.103470749535115
jdt,p25,4.00093307138781,2,0.10350514726638
p25,jdt,4.00093307138781,2,0.10350514726638
jdt,os1,4.00160440200429,2,0.103557030064895
os1,jdt,4.00160440200429,2,0.103557030064895
pb2,sgh,4.00207359744215,2,0.103593291143667
sgh,pb2,4.00207359744215,2,0.103593291143667
p18,prs,4.00374121960727,2,0.103722170868004
prs,p18,4.00374121960727,2,0.103722170868004
p19,yai,4.00439346654043,2,0.103772578812144
yai,p19,4.00439346654043,2,0.103772578812144
jdt,ps4,4.00448291235285,2,0.103779491500095
ps4,jdt,4.00448291235285,2,0.103779491500095
p20,yai,4.00633879061556,2,0.103922920319827
yai,p20,4.00633879061556,2,0.103922920319827
glk,ps5,4.00718888760555,2,0.103988618814379
ps5,glk,4.00718888760555,2,0.103988618814379
pb8,prs,4.00755178695535,2,0.104016664956451
prs,pb8,4.00755178695535,2,0.104016664956451
pb1,zum,4.00806460592026,2,0.104056297415298
zum,pb1,4.00806460592026,2,0.104056297415298
av1,pb8,4.00920680609724,2,0.104144570674689
pb8,av1,4.00920680609724,2,0.104144570674689
pb9,prs,4.00948007340003,2,0.104165689735943
prs,pb9,4.00948007340003,2,0.104165689735943
av1,ps2,4.01098181565124,2,0.104281749675305
ps2,av1,4.01098181565124,2,0.104281749675305
ntz,pb7,4.01146241735634,2,0.104318892270651
pb7,ntz,4.01146241735634,2,0.104318892270651
av2,p25,4.01148581650394,2,0.10432070063933
p25,av2,4.01148581650394,2,0.10432070063933
os1,wb5,4.01162553833193,2,0.10433149883514
wb5,os1,4.01162553833193,2,0.10433149883514
av2,p23,4.01229423797197,2,0.104383178302513
p23,av2,4.01229423797197,2,0.104383178302513
pb3,prs,4.01229927068132,2,0.104383567248047
prs,pb3,4.01229927068132,2,0.104383567248047
jdt,pb5,4.01304146352579,2,0.104440926529544
pb5,jdt,4.01304146352579,2,0.104440926529544
bgn,pb8,4.01764870447377,2,0.104796990364477
pb8,bgn,4.01764870447377,2,0.104796990364477
wb1,yah,4.01794791934871,2,0.104820114745651
yah,wb1,4.01794791934871,2,0.104820114745651
ntz,ps2,4.01846505813506,2,0.10486008105554
ps2,ntz,4.01846505813506,2,0.10486008105554
p10,sgh,4.01850722433429,2,0.10486333980818
sgh,p10,4.01850722433429,2,0.10486333980818
pb6,sgh,4.01939986998821,2,0.104932326613593
sgh,pb6,4.01939986998821,2,0.104932326613593
ntz,pb1,4.01987139916111,2,0.104968768051643
pb1,ntz,4.01987139916111,2,0.104968768051643
jdt,p20,4.02158061650361,2,0.105100862398037
p20,jdt,4.02158061650361,2,0.105100862398037
pb7,zum,4.02250009958232,2,0.105171923294321
zum,pb7,4.02250009958232,2,0.105171923294321
ntz,p25,4.02257321740213,2,0.105177574097398
p25,ntz,4.02257321740213,2,0.105177574097398
os2,wb2,4.0235641166963,2,0.105254154290771
wb2,os2,4.0235641166963,2,0.105254154290771
ntz,p18,4.02455996232097,2,0.105331116754017
p18,ntz,4.02455996232097,2,0.105331116754017
kmr,p12,4.02490034498307,2,0.105357422727023
p12,kmr,4.02490034498307,2,0.105357422727023
jdt,os2,4.02536130679923,2,0.105393047482462
os2,jdt,4.02536130679923,2,0.105393047482462
os1,pes,4.02707119189618,2,0.105525193435276
pes,os1,4.02707119189618,2,0.105525193435276
pb8,yai,4.02728711227304,2,0.105541880523773
yai,pb8,4.02728711227304,2,0.105541880523773
bgp,jdt,4.02799713923735,2,0.105596753912569
jdt,bgp,4.02799713923735,2,0.105596753912569
p16,zum,4.02807102239696,2,0.105602463863806
zum,p16,4.02807102239696,2,0.105602463863806
av1,gzi,4.02828845142255,2,0.105619267545999
gzi,av1,4.02828845142255,2,0.105619267545999
p20,zum,4.02841494234758,2,0.105629043210949
zum,p20,4.02841494234758,2,0.105629043210949
pt1,wb5,4.02911959903605,2,0.105683501565882
wb5,pt1,4.02911959903605,2,0.105683501565882
p25,yah,4.02949661779219,2,0.105712638905489
yah,p25,4.02949661779219,2,0.105712638905489
jdt,p23,4.03101511992055,2,0.105829994107286
p23,jdt,4.03101511992055,2,0.105829994107286
os1,p12,4.03149525036317,2,0.105867100281805
p12,os1,4.03149525036317,2,0.105867100281805
os1,p15,4.0320773317025,2,0.105912085581307
p15,os1,4.0320773317025,2,0.105912085581307
av2,gzi,4.03291483927582,2,0.105976811121323
gzi,av2,4.03291483927582,2,0.105976811121323
ntz,p23,4.03356878041988,2,0.106027350000058
p23,ntz,4.03356878041988,2,0.106027350000058
av1,ps4,4.03561266372734,2,0.106185308512936
ps4,av1,4.03561266372734,2,0.106185308512936
jdt,p10,4.03636054571778,2,0.106243107471705
p10,jdt,4.03636054571778,2,0.106243107471705
pb5,prs,4.03636136663627,2,0.106243170915182
prs,pb5,4.03636136663627,2,0.106243170915182
p21,yah,4.03661726601574,2,0.106262947722048
yah,p21,4.03661726601574,2,0.106262947722048
hac,p21,4.03896731972088,2,0.106444568163435
p21,hac,4.03896731972088,2,0.106444568163435
os2,ydg,4.03942347612828,2,0.106479821539931
ydg,os2,4.03942347612828,2,0.106479821539931
bql,oru,4.03966471917366,2,0.10649846565359
oru,bql,4.03966471917366,2,0.10649846565359
bgn,p25,4.0401774426306,2,0.106538090731245
p25,bgn,4.0401774426306,2,0.106538090731245
ps5,zum,4.04051039703183,2,0.106563822622044
zum,ps5,4.04051039703183,2,0.106563822622044
kfm,wb1,4.04053477107683,2,0.106565706334234
wb1,kfm,4.04053477107683,2,0.106565706334234
hac,yah,4.04130759486047,2,0.106625432882778
yah,hac,4.04130759486047,2,0.106625432882778
pt4,wb3,4.04305165386646,2,0.106760219915849
wb3,pt4,4.04305165386646,2,0.106760219915849
jdt,pb9,4.04500408182124,2,0.106911110436414
pb9,jdt,4.04500408182124,2,0.106911110436414
kmr,mnj,4.04607799290962,2,0.106994106074112
mnj,kmr,4.04607799290962,2,0.106994106074112
os1,p20,4.04750488097816,2,0.107104381018149
p20,os1,4.04750488097816,2,0.107104381018149
pb7,prs,4.04799938562514,2,0.107142598081893
prs,pb7,4.04799938562514,2,0.107142598081893
bcc,ps5,4.04848523284856,2,0.107180146069402
ps5,bcc,4.04848523284856,2,0.107180146069402
av2,pb8,4.0488523548829,2,0.107208518555432
pb8,av2,4.0488523548829,2,0.107208518555432
ckb,p24,4.0511286063813,2,0.107384435301906
p24,ckb,4.0511286063813,2,0.107384435301906
os2,wb1,4.05201168460633,2,0.107452682702661
wb1,os2,4.05201168460633,2,0.107452682702661
prs,ps2,4.05231433260634,2,0.107476072407852
ps2,prs,4.05231433260634,2,0.107476072407852
jdt,yah,4.05244155908112,2,0.107485904918682
yah,jdt,4.05244155908112,2,0.107485904918682
ckb,ps2,4.05267979095403,2,0.107504316318309
ps2,ckb,4.05267979095403,2,0.107504316318309
ckb,p21,4.05358382361296,2,0.107574183151643
p21,ckb,4.05358382361296,2,0.107574183151643
mnj,vaf,4.05470955123352,2,0.107661183353758
vaf,mnj,4.05470955123352,2,0.107661183353758
os1,pb4,4.05510677034139,2,0.107691881847814
pb4,os1,4.05510677034139,2,0.107691881847814
p18,zum,4.05588387639479,2,0.107751939345272
zum,p18,4.05588387639479,2,0.107751939345272
bql,p17,4.05625373844639,2,0.107780523589504
p17,bql,4.05625373844639,2,0.107780523589504
av1,p22,4.05683761946579,2,0.107825647974631
p22,av1,4.05683761946579,2,0.107825647974631
av1,pb4,4.05776685993722,2,0.107897462956649
pb4,av1,4.05776685993722,2,0.107897462956649
os1,wb3,4.05779171890758,2,0.107899384145582
wb3,os1,4.05779171890758,2,0.107899384145582
kmr,ps3,4.05838265681505,2,0.107945053911916
ps3,kmr,4.05838265681505,2,0.107945053911916
jdt,pt5,4.06044884310588,2,0.108104736078034
pt5,jdt,4.06044884310588,2,0.108104736078034
ckb,pt3,4.06106943938454,2,0.108152697947929
pt3,ckb,4.06106943938454,2,0.108152697947929
lsa,wb5,4.061323831459,2,0.108172358264946
wb5,lsa,4.061323831459,2,0.108172358264946
kmr,pb7,4.06215050364829,2,0.108236246408256
pb7,kmr,4.06215050364829,2,0.108236246408256
av1,ydg,4.06305163412132,2,0.108305888950425
ydg,av1,4.06305163412132,2,0.108305888950425
av2,prc,4.06333404846642,2,0.10832771492738
prc,av2,4.06333404846642,2,0.10832771492738
jdt,ps2,4.06368287068092,2,0.108354673138771
ps2,jdt,4.06368287068092,2,0.108354673138771
ckb,p10,4.06517721386057,2,0.108470161251778
p10,ckb,4.06517721386057,2,0.108470161251778
pt3,srz,4.06579840651419,2,0.108518169211635
srz,pt3,4.06579840651419,2,0.108518169211635
bgp,ps5,4.06775528660953,2,0.10866940380933
ps5,bgp,4.06775528660953,2,0.10866940380933
os1,pb3,4.06788119861453,2,0.108679134733297
pb3,os1,4.06788119861453,2,0.108679134733297
hac,pb6,4.06825285135735,2,0.108707857368463
pb6,hac,4.06825285135735,2,0.108707857368463
os2,sdh,4.06850334224672,2,0.108727216188133
sdh,os2,4.06850334224672,2,0.108727216188133
pb1,prs,4.07052673857747,2,0.108883591395171
prs,pb1,4.07052673857747,2,0.108883591395171
hac,p15,4.07112908003437,2,0.108930142468037
p15,hac,4.07112908003437,2,0.108930142468037
p24,sgh,4.0715577070856,2,0.108963268278764
sgh,p24,4.0715577070856,2,0.108963268278764
ps5,srz,4.07195689718035,2,0.10899411909764
srz,ps5,4.07195689718035,2,0.10899411909764
p13,yai,4.07274496384444,2,0.109055023669762
yai,p13,4.07274496384444,2,0.109055023669762
ckb,p25,4.07309054128862,2,0.109081731113855
p25,ckb,4.07309054128862,2,0.109081731113855
kfm,wb2,4.07703067637029,2,0.109386238653872
wb2,kfm,4.07703067637029,2,0.109386238653872
diq,pt3,4.07717064835272,2,0.109397056182499
pt3,diq,4.07717064835272,2,0.109397056182499
siy,yai,4.07728316768371,2,0.109405752073369
yai,siy,4.07728316768371,2,0.109405752073369
av2,p19,4.07741104283541,2,0.109415634716239
p19,av2,4.07741104283541,2,0.109415634716239
p25,prs,4.07989595230754,2,0.109607677287075
prs,p25,4.07989595230754,2,0.109607677287075
kmr,p25,4.08026006261032,2,0.109635817015865
p25,kmr,4.08026006261032,2,0.109635817015865
hac,pt1,4.0804368782645,2,0.10964948195343
pt1,hac,4.0804368782645,2,0.10964948195343
wb2,yah,4.08153022799989,2,0.109733979878349
yah,wb2,4.08153022799989,2,0.109733979878349
hac,pt2,4.08260275713099,2,0.109816868713513
pt2,hac,4.08260275713099,2,0.109816868713513
diq,p13,4.08336796421095,2,0.109876006616324
p13,diq,4.08336796421095,2,0.109876006616324
av2,p24,4.08357607246102,2,0.109892089956101
p24,av2,4.08357607246102,2,0.109892089956101
os1,ps4,4.08360286824616,2,0.109894160828913
ps4,os1,4.08360286824616,2,0.109894160828913
pb6,prs,4.08445600032098,2,0.109960093885528
prs,pb6,4.08445600032098,2,0.109960093885528
bgp,mnj,4.08454197385319,2,0.109966738223414
mnj,bgp,4.08454197385319,2,0.109966738223414
av1,pt4,4.08555961340896,2,0.110045384998545
pt4,av1,4.08555961340896,2,0.110045384998545
av1,p19,4.08585527827549,2,0.110068235022544
p19,av1,4.08585527827549,2,0.110068235022544
pb5,zum,4.08616776264043,2,0.11009238491672
zum,pb5,4.08616776264043,2,0.11009238491672
os2,wb3,4.08800274338634,2,0.110234198702626
wb3,os2,4.08800274338634,2,0.110234198702626
bgn,p23,4.08838331108994,2,0.110263610317414
p23,bgn,4.08838331108994,2,0.110263610317414
p13,zum,4.08840214781179,2,0.110265066085735
zum,p13,4.08840214781179,2,0.110265066085735
bql,p10,4.08977040543595,2,0.110370809862181
p10,bql,4.08977040543595,2,0.110370809862181
jdt,ydg,4.08991073252781,2,0.110381654834917
ydg,jdt,4.08991073252781,2,0.110381654834917
bql,wb1,4.08994555622842,2,0.110384346133359
wb1,bql,4.08994555622842,2,0.110384346133359
pt3,wb3,4.08998585263035,2,0.110387460381468
wb3,pt3,4.08998585263035,2,0.110387460381468
wne,yai,4.09065700251577,2,0.110439329212448
yai,wne,4.09065700251577,2,0.110439329212448
bcc,p25,4.09189810207126,2,0.11053524576473
p25,bcc,4.09189810207126,2,0.11053524576473
os2,pb8,4.0920492369784,2,0.110546926003561
pb8,os2,4.0920492369784,2,0.110546926003561
bcc,wb5,4.09300225778575,2,0.110620578813837
wb5,bcc,4.09300225778575,2,0.110620578813837
p20,prs,4.09357289236632,2,0.110664679467438
prs,p20,4.09357289236632,2,0.110664679467438
bql,p24,4.09492510207056,2,0.110769183004015
p24,bql,4.09492510207056,2,0.110769183004015
os1,p18,4.09522673420992,2,0.110792494199911
p18,os1,4.09522673420992,2,0.110792494199911
os1,pb1,4.09524491838353,2,0.110793899537002
pb1,os1,4.09524491838353,2,0.110793899537002
os1,pb5,4.09573654760339,2,0.110831894377594
pb5,os1,4.09573654760339,2,0.110831894377594
ntz,p22,4.09659751775367,2,0.110898433188334
p22,ntz,4.09659751775367,2,0.110898433188334
diq,pb2,4.09737490772992,2,0.110958512628352
pb2,diq,4.09737490772992,2,0.110958512628352
os1,ps5,4.09834812479366,2,0.111033726276574
ps5,os1,4.09834812479366,2,0.111033726276574
bcc,sgh,4.10054945392624,2,0.11120385275829
sgh,bcc,4.10054945392624,2,0.11120385275829
av2,ps5,4.10083844404541,2,0.111226186934264
ps5,av2,4.10083844404541,2,0.111226186934264
pt1,wb3,4.1023020878273,2,0.111339302489504
wb3,pt1,4.1023020878273,2,0.111339302489504
lsa,pt3,4.10257802856738,2,0.111360628163425
pt3,lsa,4.10257802856738,2,0.111360628163425
bgp,oru,4.10260698368538,2,0.111362865917098
oru,bgp,4.10260698368538,2,0.111362865917098
bgn,ps5,4.10444333301985,2,0.111504785472357
ps5,bgn,4.10444333301985,2,0.111504785472357
bql,pb1,4.10455847818292,2,0.111513684296794
pb1,bql,4.10455847818292,2,0.111513684296794
glk,ps2,4.10522286915108,2,0.111565030774803
ps2,glk,4.10522286915108,2,0.111565030774803
pb2,yai,4.10717341689665,2,0.111715775986167
yai,pb2,4.10717341689665,2,0.111715775986167
pt3,zum,4.10759684087962,2,0.111748499685422
zum,pt3,4.10759684087962,2,0.111748499685422
kmr,pb5,4.10814462580849,2,0.111790834437326
pb5,kmr,4.10814462580849,2,0.111790834437326
os1,p13,4.10873935874787,2,0.111836797497115
p13,os1,4.10873935874787,2,0.111836797497115
ps2,zum,4.10905497948908,2,0.111861189781514
zum,ps2,4.10905497948908,2,0.111861189781514
wb3,wne,4.11028084760772,2,0.111955929194619
wne,wb3,4.11028084760772,2,0.111955929194619
srz,ydg,4.11118451898751,2,0.112025768107027
ydg,srz,4.11118451898751,2,0.112025768107027
vaf,ydg,4.11186856320119,2,0.112078633457187
ydg,vaf,4.11186856320119,2,0.112078633457187
pt5,sgh,4.11340482983554,2,0.112197361562681
sgh,pt5,4.11340482983554,2,0.112197361562681
lrl,wb3,4.11342306269414,2,0.112198770662319
wb3,lrl,4.11342306269414,2,0.112198770662319
gzi,p17,4.114276638503,2,0.112264738012267
p17,gzi,4.114276638503,2,0.112264738012267
luz,wb1,4.11428567790749,2,0.112265436609337
wb1,luz,4.11428567790749,2,0.112265436609337
yah,yai,4.11510525441639,2,0.112328776373434
yai,yah,4.11510525441639,2,0.112328776373434
bql,pb4,4.11637897149003,2,0.112427213722593
pb4,bql,4.11637897149003,2,0.112427213722593
pb7,sdh,4.11638329376225,2,0.11242754776304
sdh,pb7,4.11638329376225,2,0.11242754776304
prs,wne,4.1164107828638,2,0.11242967221779
wne,prs,4.1164107828638,2,0.11242967221779
ckb,ps4,4.11804565362777,2,0.112556020798298
ps4,ckb,4.11804565362777,2,0.112556020798298
p14,yai,4.11825491081042,2,0.112572192931639
yai,p14,4.11825491081042,2,0.112572192931639
jdt,pb8,4.11907302143002,2,0.112635419406638
pb8,jdt,4.11907302143002,2,0.112635419406638
p25,zum,4.12078534870133,2,0.112767754099303
zum,p25,4.12078534870133,2,0.112767754099303
ckb,p22,4.12115503200435,2,0.112796324529213
p22,ckb,4.12115503200435,2,0.112796324529213
ckb,p12,4.12130149776409,2,0.112807643919861
p12,ckb,4.12130149776409,2,0.112807643919861
glk,p25,4.12386024343484,2,0.113005392812622
p25,glk,4.12386024343484,2,0.113005392812622
os1,prc,4.1241612935337,2,0.113028659026375
prc,os1,4.1241612935337,2,0.113028659026375
kmr,pt5,4.12745532990303,2,0.113283233778447
pt5,kmr,4.12745532990303,2,0.113283233778447
pb8,yah,4.12829564204749,2,0.113348176065616
yah,pb8,4.12829564204749,2,0.113348176065616
ps4,zum,4.12879161821235,2,0.113386506853454
zum,ps4,4.12879161821235,2,0.113386506853454
prs,ydg,4.13045594291958,2,0.113515131738612
ydg,prs,4.13045594291958,2,0.113515131738612
srz,wb2,4.13072289566174,2,0.113535762788342
wb2,srz,4.13072289566174,2,0.113535762788342
p21,prc,4.13259209288182,2,0.113680220944089
prc,p21,4.13259209288182,2,0.113680220944089
p23,zum,4.13424354781091,2,0.113807851207388
zum,p23,4.13424354781091,2,0.113807851207388
os1,srz,4.13544445329405,2,0.113900661419953
srz,os1,4.13544445329405,2,0.113900661419953
p10,yah,4.13569807296854,2,0.113920262043174
yah,p10,4.13569807296854,2,0.113920262043174
sdh,yah,4.13790676376695,2,0.114090957460398
yah,sdh,4.13790676376695,2,0.114090957460398
bcc,mnj,4.13844800710905,2,0.114132786655396
mnj,bcc,4.13844800710905,2,0.114132786655396
av1,pt1,4.1388305773187,2,0.114162353030916
pt1,av1,4.1388305773187,2,0.114162353030916
av1,pb5,4.14108299451366,2,0.114336427778333
pb5,av1,4.14108299451366,2,0.114336427778333
kmr,ps4,4.14177942476062,2,0.114390250364843
ps4,kmr,4.14177942476062,2,0.114390250364843
siy,ydg,4.14278645248022,2,0.114468077019835
ydg,siy,4.14278645248022,2,0.114468077019835
ntz,p15,4.14498039682492,2,0.114637632779089
p15,ntz,4.14498039682492,2,0.114637632779089
kmr,pb8,4.14710035213155,2,0.114801470404447
pb8,kmr,4.14710035213155,2,0.114801470404447
pt2,sgh,4.14891985921796,2,0.114942088331355
sgh,pt2,4.14891985921796,2,0.114942088331355
hac,p16,4.14930599317847,2,0.114971930126115
p16,hac,4.14930599317847,2,0.114971930126115
ntz,p17,4.15051387826188,2,0.115065279746813
p17,ntz,4.15051387826188,2,0.115065279746813
lrl,p10,4.15073631588772,2,0.115082470511303
p10,lrl,4.15073631588772,2,0.115082470511303
ntz,pt5,4.15114664043714,2,0.115114181840119
pt5,ntz,4.15114664043714,2,0.115114181840119
ntz,p20,4.15132152750398,2,0.115127697729651
p20,ntz,4.15132152750398,2,0.115127697729651
p19,yah,4.15137957705566,2,0.115132184003805
yah,p19,4.15137957705566,2,0.115132184003805
bql,p18,4.15162731090953,2,0.115151329750044
p18,bql,4.15162731090953,2,0.115151329750044
srz,wb1,4.1523877346486,2,0.115210097979395
wb1,srz,4.1523877346486,2,0.115210097979395
os1,p10,4.15312427348117,2,0.115267020298906
p10,os1,4.15312427348117,2,0.115267020298906
pt3,sqo,4.1531636785609,2,0.115270065662489
sqo,pt3,4.1531636785609,2,0.115270065662489
pt4,sgh,4.15332602354733,2,0.115282612255798
sgh,pt4,4.15332602354733,2,0.115282612255798
glk,pt3,4.15336399962258,2,0.115285547180874
pt3,glk,4.15336399962258,2,0.115285547180874
p25,sdh,4.15368324138628,2,0.115310219310667
sdh,p25,4.15368324138628,2,0.115310219310667
os1,sqo,4.15440334714899,2,0.115365871624562
sqo,os1,4.15440334714899,2,0.115365871624562
kmr,p22,4.15780038120052,2,0.115628406400894
p22,kmr,4.15780038120052,2,0.115628406400894
ckb,p15,4.16235242882213,2,0.115980204700841
