L1,L2,Score,cluster_number,distance_Scores
prc,pt5,4.51639973344303,2,0.14334222949058
pt5,prc,4.51639973344303,2,0.14334222949058
pt4,sqo,4.51648621583965,2,0.143348913155303
sqo,pt4,4.51648621583965,2,0.143348913155303
ps1,sqo,4.51715839607078,2,0.143400861615036
sqo,ps1,4.51715839607078,2,0.143400861615036
kfm,os1,4.51725980285324,2,0.14340869868895
os1,kfm,4.51725980285324,2,0.14340869868895
bcc,p23,4.51954657131041,2,0.143585428223102
p23,bcc,4.51954657131041,2,0.143585428223102
pt5,vaf,4.5227846897835,2,0.143835681442874
vaf,pt5,4.5227846897835,2,0.143835681442874
sgh,wne,4.52279321843585,2,0.143836340567216
wne,sgh,4.52279321843585,2,0.143836340567216
av1,pb6,4.52368234201047,2,0.143905055173915
pb6,av1,4.52368234201047,2,0.143905055173915
pt2,srz,4.52506605429687,2,0.144011993341184
srz,pt2,4.52506605429687,2,0.144011993341184
p23,siy,4.52560001032768,2,0.144053259347056
siy,p23,4.52560001032768,2,0.144053259347056
pt5,sqo,4.52664260498045,2,0.144133834740125
sqo,pt5,4.52664260498045,2,0.144133834740125
p16,sdh,4.52676001824208,2,0.144142908851221
sdh,p16,4.52676001824208,2,0.144142908851221
gzi,hac,4.52847992341464,2,0.144275829190829
hac,gzi,4.52847992341464,2,0.144275829190829
glk,pb6,4.52934712197291,2,0.144342849354912
pb6,glk,4.52934712197291,2,0.144342849354912
fay,p25,4.52936913997532,2,0.144344550983819
p25,fay,4.52936913997532,2,0.144344550983819
lrl,p14,4.53053427730965,2,0.144434596907653
p14,lrl,4.53053427730965,2,0.144434596907653
ckb,yah,4.53089720661603,2,0.144462645364874
yah,ckb,4.53089720661603,2,0.144462645364874
tgk,wb1,4.53131976471961,2,0.144495302145915
wb1,tgk,4.53131976471961,2,0.144495302145915
kfm,p17,4.53176790508256,2,0.144529936014216
p17,kfm,4.53176790508256,2,0.144529936014216
lrl,ps1,4.53205815210371,2,0.14455236732801
ps1,lrl,4.53205815210371,2,0.14455236732801
bgn,pt1,4.53211012729348,2,0.144556384154045
pt1,bgn,4.53211012729348,2,0.144556384154045
oru,yah,4.5336727046018,2,0.144677145641248
yah,oru,4.5336727046018,2,0.144677145641248
glk,pt2,4.53431342092204,2,0.144726662458941
pt2,glk,4.53431342092204,2,0.144726662458941
ckb,pb2,4.53457103607052,2,0.144746571866489
pb2,ckb,4.53457103607052,2,0.144746571866489
bql,ps2,4.53490596429479,2,0.144772456301296
ps2,bql,4.53490596429479,2,0.144772456301296
p22,vaf,4.53519630342969,2,0.144794894733966
vaf,p22,4.53519630342969,2,0.144794894733966
kfm,pb7,4.53527310436365,2,0.144800830181098
pb7,kfm,4.53527310436365,2,0.144800830181098
pb5,srz,4.53547526013794,2,0.144816453492546
srz,pb5,4.53547526013794,2,0.144816453492546
av2,ntz,4.53584705989872,2,0.144845187489779
ntz,av2,4.53584705989872,2,0.144845187489779
pb1,ydg,4.53614923063,2,0.144868540309959
ydg,pb1,4.53614923063,2,0.144868540309959
bgn,p15,4.53802907541353,2,0.145013821346974
p15,bgn,4.53802907541353,2,0.145013821346974
fay,ps4,4.53987412419009,2,0.14515641322581
ps4,fay,4.53987412419009,2,0.14515641322581
pb2,yah,4.5420841478522,2,0.145327211651442
yah,pb2,4.5420841478522,2,0.145327211651442
pb9,sqo,4.54472728681679,2,0.145531482755692
sqo,pb9,4.54472728681679,2,0.145531482755692
prc,ps1,4.54475284601139,2,0.145533458060425
ps1,prc,4.54475284601139,2,0.145533458060425
p13,srz,4.54482559082507,2,0.145539080036272
srz,p13,4.54482559082507,2,0.145539080036272
p10,sdh,4.54487467958488,2,0.145542873788816
sdh,p10,4.54487467958488,2,0.145542873788816
bgp,pt3,4.54573949649782,2,0.145609709890946
pt3,bgp,4.54573949649782,2,0.145609709890946
bcc,pb4,4.54660381755435,2,0.145676507671543
pb4,bcc,4.54660381755435,2,0.145676507671543
yai,ydg,4.5467865299764,2,0.145690628332134
ydg,yai,4.5467865299764,2,0.145690628332134
bcc,yai,4.54691449025251,2,0.145700517553719
yai,bcc,4.54691449025251,2,0.145700517553719
fay,pb4,4.5474592913598,2,0.145742621705364
pb4,fay,4.5474592913598,2,0.145742621705364
lsa,wne,4.54821327602344,2,0.145800892300248
wne,lsa,4.54821327602344,2,0.145800892300248
ntz,p14,4.54868327836984,2,0.145837215739759
p14,ntz,4.54868327836984,2,0.145837215739759
bgn,oru,4.5491415479808,2,0.145872632432082
oru,bgn,4.5491415479808,2,0.145872632432082
lsa,p19,4.54940953317905,2,0.145893343273662
p19,lsa,4.54940953317905,2,0.145893343273662
gzi,ydg,4.55051805631859,2,0.145979013852786
ydg,gzi,4.55051805631859,2,0.145979013852786
prc,pt2,4.55173745622307,2,0.146073253379481
pt2,prc,4.55173745622307,2,0.146073253379481
bcc,kiu,4.55275894283052,2,0.146152197468337
kiu,bcc,4.55275894283052,2,0.146152197468337
bgn,pb3,4.55280159486866,2,0.146155493768322
pb3,bgn,4.55280159486866,2,0.146155493768322
pt2,sdh,4.55301389097531,2,0.146171900760431
sdh,pt2,4.55301389097531,2,0.146171900760431
ps4,vaf,4.55340509007006,2,0.146202134006634
vaf,ps4,4.55340509007006,2,0.146202134006634
kiu,p24,4.55445220015337,2,0.146283058368105
p24,kiu,4.55445220015337,2,0.146283058368105
bql,wne,4.55445358236427,2,0.14628316519024
wne,bql,4.55445358236427,2,0.14628316519024
pb2,sdh,4.55520667729765,2,0.146341367023631
sdh,pb2,4.55520667729765,2,0.146341367023631
fay,pb1,4.55570740339596,2,0.146380064903084
pb1,fay,4.55570740339596,2,0.146380064903084
p22,tgk,4.55625152095593,2,0.146422116227781
tgk,p22,4.55625152095593,2,0.146422116227781
fay,ps2,4.55709398497768,2,0.146487224819618
ps2,fay,4.55709398497768,2,0.146487224819618
pt3,tgk,4.5574401164446,2,0.146513975080543
tgk,pt3,4.5574401164446,2,0.146513975080543
ps4,siy,4.55766699452379,2,0.146531509018935
siy,ps4,4.55766699452379,2,0.146531509018935
os2,yah,4.55780723657318,2,0.146542347419289
yah,os2,4.55780723657318,2,0.146542347419289
srz,wne,4.55830345850406,2,0.146580697200792
wne,srz,4.55830345850406,2,0.146580697200792
pb8,prc,4.55983896508963,2,0.146699366567035
prc,pb8,4.55983896508963,2,0.146699366567035
av2,pt5,4.56027301436457,2,0.14673291142634
pt5,av2,4.56027301436457,2,0.14673291142634
bgp,pb5,4.56103706911024,2,0.146791960272691
pb5,bgp,4.56103706911024,2,0.146791960272691
hac,kmr,4.56113280255836,2,0.146799358891312
kmr,hac,4.56113280255836,2,0.146799358891312
bcc,ydg,4.56191073039445,2,0.146859479899036
ydg,bcc,4.56191073039445,2,0.146859479899036
fay,p22,4.56352349927633,2,0.146984120368121
p22,fay,4.56352349927633,2,0.146984120368121
wb3,zum,4.56511008316602,2,0.147106737168628
zum,wb3,4.56511008316602,2,0.147106737168628
pes,wb5,4.56737639874449,2,0.147281886032156
wb5,pes,4.56737639874449,2,0.147281886032156
fay,p15,4.56759773052249,2,0.147298991332824
p15,fay,4.56759773052249,2,0.147298991332824
os1,wne,4.56777525294761,2,0.147312710892141
wne,os1,4.56777525294761,2,0.147312710892141
kfm,p21,4.56786563870559,2,0.147319696222401
p21,kfm,4.56786563870559,2,0.147319696222401
bgp,p18,4.56902784907466,2,0.147409515940033
p18,bgp,4.56902784907466,2,0.147409515940033
pb4,tgk,4.57044007293791,2,0.14751865758255
tgk,pb4,4.57044007293791,2,0.14751865758255
glk,p11,4.57055630389379,2,0.147527640320886
p11,glk,4.57055630389379,2,0.147527640320886
fay,pb5,4.57234596301494,2,0.147665951491736
pb5,fay,4.57234596301494,2,0.147665951491736
pb2,sqo,4.57263030283557,2,0.147687926276232
sqo,pb2,4.57263030283557,2,0.147687926276232
fay,pt3,4.57320083467428,2,0.14773201898958
pt3,fay,4.57320083467428,2,0.14773201898958
p12,srz,4.57376443440225,2,0.147775575964953
srz,p12,4.57376443440225,2,0.147775575964953
lsa,p25,4.57604012856977,2,0.14795144963893
p25,lsa,4.57604012856977,2,0.14795144963893
fay,wb5,4.57809702515419,2,0.148110413863762
wb5,fay,4.57809702515419,2,0.148110413863762
diq,mnj,4.57852568252132,2,0.148143542017409
mnj,diq,4.57852568252132,2,0.148143542017409
p25,tgk,4.57882676474632,2,0.148166810713983
tgk,p25,4.57882676474632,2,0.148166810713983
lrl,pb3,4.57902567684484,2,0.148182183342724
pb3,lrl,4.57902567684484,2,0.148182183342724
hac,pb9,4.58072890044528,2,0.148313814471586
pb9,hac,4.58072890044528,2,0.148313814471586
av1,vaf,4.58095505448258,2,0.148331292453466
vaf,av1,4.58095505448258,2,0.148331292453466
os2,ps3,4.58121065112898,2,0.148351045864052
ps3,os2,4.58121065112898,2,0.148351045864052
av2,pb5,4.58123740500732,2,0.148353113498159
pb5,av2,4.58123740500732,2,0.148353113498159
gzi,p12,4.58242690536419,2,0.148445042282327
p12,gzi,4.58242690536419,2,0.148445042282327
av1,ckb,4.58344146681172,2,0.148523451170393
ckb,av1,4.58344146681172,2,0.148523451170393
bgp,p13,4.58369837694653,2,0.148543306091998
p13,bgp,4.58369837694653,2,0.148543306091998
bcc,p19,4.58389069499603,2,0.148558169109366
p19,bcc,4.58389069499603,2,0.148558169109366
lrl,pb2,4.5839756174371,2,0.148564732215221
pb2,lrl,4.5839756174371,2,0.148564732215221
ps1,sdh,4.58399047730537,2,0.148565880638267
sdh,ps1,4.58399047730537,2,0.148565880638267
ckb,pt1,4.58439803550019,2,0.148597378173439
pt1,ckb,4.58439803550019,2,0.148597378173439
lrl,pb6,4.58586820747654,2,0.148710998250578
pb6,lrl,4.58586820747654,2,0.148710998250578
yah,zum,4.58602803093714,2,0.148723349971475
zum,yah,4.58602803093714,2,0.148723349971475
mnj,p17,4.5864450840743,2,0.14875558130929
p17,mnj,4.5864450840743,2,0.14875558130929
p11,srz,4.58830789767926,2,0.148899546116739
srz,p11,4.58830789767926,2,0.148899546116739
kfm,ps2,4.58923285518454,2,0.148971030096022
ps2,kfm,4.58923285518454,2,0.148971030096022
luz,oru,4.58986355037839,2,0.149019772445713
oru,luz,4.58986355037839,2,0.149019772445713
bgp,pb3,4.59051283031586,2,0.149069951089958
pb3,bgp,4.59051283031586,2,0.149069951089958
gzi,p20,4.59051589070992,2,0.149070187608008
p20,gzi,4.59051589070992,2,0.149070187608008
p24,sqo,4.59063557750043,2,0.149079437425437
sqo,p24,4.59063557750043,2,0.149079437425437
ckb,wb1,4.59070780148795,2,0.149085019150001
wb1,ckb,4.59070780148795,2,0.149085019150001
av2,fay,4.59075979244439,2,0.14908903719454
fay,av2,4.59075979244439,2,0.14908903719454
oru,tgk,4.59097009987956,2,0.149105290495101
tgk,oru,4.59097009987956,2,0.149105290495101
luz,os2,4.59158605499267,2,0.149152893679348
os2,luz,4.59158605499267,2,0.149152893679348
kmr,wne,4.59194865165267,2,0.149180916428484
wne,kmr,4.59194865165267,2,0.149180916428484
glk,wne,4.59195412985954,2,0.149181339803638
wne,glk,4.59195412985954,2,0.149181339803638
pt2,vaf,4.59199256462314,2,0.149184310177768
vaf,pt2,4.59199256462314,2,0.149184310177768
gzi,pb8,4.59227799125269,2,0.149206368954693
pb8,gzi,4.59227799125269,2,0.149206368954693
lrl,pb9,4.59231538673929,2,0.14920925900983
pb9,lrl,4.59231538673929,2,0.14920925900983
wb1,zum,4.59235215155608,2,0.149212100324579
zum,wb1,4.59235215155608,2,0.149212100324579
p10,vaf,4.59356299058455,2,0.149305678236572
vaf,p10,4.59356299058455,2,0.149305678236572
bgn,p21,4.59432853705393,2,0.149364842368595
p21,bgn,4.59432853705393,2,0.149364842368595
av2,ps3,4.59442025171051,2,0.149371930400827
ps3,av2,4.59442025171051,2,0.149371930400827
p20,vaf,4.59491487729104,2,0.149410156810743
vaf,p20,4.59491487729104,2,0.149410156810743
lsa,pb9,4.59614274125326,2,0.149505050469681
pb9,lsa,4.59614274125326,2,0.149505050469681
p19,siy,4.59625279085909,2,0.149513555491478
siy,p19,4.59625279085909,2,0.149513555491478
os2,tgk,4.59638595846892,2,0.149523847154185
tgk,os2,4.59638595846892,2,0.149523847154185
ps1,tgk,4.5972394215884,2,0.1495898057951
tgk,ps1,4.5972394215884,2,0.1495898057951
oru,vaf,4.59799892181257,2,0.149648502651961
vaf,oru,4.59799892181257,2,0.149648502651961
gzi,ps3,4.59808556153808,2,0.149655198475616
ps3,gzi,4.59808556153808,2,0.149655198475616
av2,p20,4.5994888054759,2,0.149763646117814
p20,av2,4.5994888054759,2,0.149763646117814
p14,srz,4.59982419011719,2,0.149789565826139
srz,p14,4.59982419011719,2,0.149789565826139
pb6,prc,4.60044488119973,2,0.149837535022813
prc,pb6,4.60044488119973,2,0.149837535022813
av1,p15,4.600992450909,2,0.149879853141786
p15,av1,4.600992450909,2,0.149879853141786
bgp,yah,4.60100012362359,2,0.149880446116239
yah,bgp,4.60100012362359,2,0.149880446116239
p12,sqo,4.6013078908453,2,0.149904231452944
sqo,p12,4.6013078908453,2,0.149904231452944
bgn,ps1,4.60241867864121,2,0.149990077052702
ps1,bgn,4.60241867864121,2,0.149990077052702
p17,ydg,4.60299595030087,2,0.150034690643191
ydg,p17,4.60299595030087,2,0.150034690643191
p21,srz,4.60318651761357,2,0.150049418357443
srz,p21,4.60318651761357,2,0.150049418357443
mnj,zum,4.60414912935907,2,0.150123812389256
zum,mnj,4.60414912935907,2,0.150123812389256
pt1,zum,4.60420585700966,2,0.15012819650223
zum,pt1,4.60420585700966,2,0.15012819650223
vaf,yah,4.60479104189753,2,0.150173421654913
yah,vaf,4.60479104189753,2,0.150173421654913
p24,prc,4.60488300782024,2,0.150180529105879
prc,p24,4.60488300782024,2,0.150180529105879
pb1,tgk,4.60542991320087,2,0.150222795883191
tgk,pb1,4.60542991320087,2,0.150222795883191
pb3,vaf,4.60630491943751,2,0.150290419452205
vaf,pb3,4.60630491943751,2,0.150290419452205
ps3,siy,4.60699241014911,2,0.150343551159883
siy,ps3,4.60699241014911,2,0.150343551159883
bgp,p15,4.6072602859691,2,0.150364253548325
p15,bgp,4.6072602859691,2,0.150364253548325
fay,p18,4.60740247336639,2,0.150375242292029
p18,fay,4.60740247336639,2,0.150375242292029
tgk,wb2,4.60817261594496,2,0.150434761627585
wb2,tgk,4.60817261594496,2,0.150434761627585
sdh,sgh,4.60886840834227,2,0.150488534918824
sgh,sdh,4.60886840834227,2,0.150488534918824
bql,pt5,4.60947466114916,2,0.150535388274617
pt5,bql,4.60947466114916,2,0.150535388274617
kfm,pt1,4.61178981323127,2,0.150714311395443
pt1,kfm,4.61178981323127,2,0.150714311395443
bql,kiu,4.61306385232787,2,0.150812773631673
kiu,bql,4.61306385232787,2,0.150812773631673
pt2,sqo,4.61522299297729,2,0.150979639638568
sqo,pt2,4.61522299297729,2,0.150979639638568
kfm,ps1,4.61586421387606,2,0.15102919545187
ps1,kfm,4.61586421387606,2,0.15102919545187
pb2,srz,4.61618169877521,2,0.151053731804971
srz,pb2,4.61618169877521,2,0.151053731804971
vaf,wne,4.61625697279612,2,0.151059549246876
wne,vaf,4.61625697279612,2,0.151059549246876
bcc,p20,4.61637970503604,2,0.15106903442738
p20,bcc,4.61637970503604,2,0.15106903442738
gzi,p13,4.61681865719026,2,0.151102958198493
p13,gzi,4.61681865719026,2,0.151102958198493
gzi,p25,4.61748125916271,2,0.151154166416602
p25,gzi,4.61748125916271,2,0.151154166416602
p14,vaf,4.61886516298608,2,0.151261119386523
vaf,p14,4.61886516298608,2,0.151261119386523
os2,ps5,4.61939884408445,2,0.151302364144647
ps5,os2,4.61939884408445,2,0.151302364144647
bql,ydg,4.62033029246762,2,0.151374349761874
ydg,bql,4.62033029246762,2,0.151374349761874
pb9,tly,4.62062014478071,2,0.151396750571236
tly,pb9,4.62062014478071,2,0.151396750571236
p10,siy,4.6207336826075,2,0.151405525175055
siy,p10,4.6207336826075,2,0.151405525175055
p10,pes,4.6223208403511,2,0.151528186325017
pes,p10,4.6223208403511,2,0.151528186325017
wb2,zum,4.62274046867245,2,0.151560616682151
zum,wb2,4.62274046867245,2,0.151560616682151
pb3,srz,4.62338600822408,2,0.151610506256182
srz,pb3,4.62338600822408,2,0.151610506256182
lsa,p14,4.62373639764598,2,0.15163758558689
p14,lsa,4.62373639764598,2,0.15163758558689
pb6,sdh,4.6240484349045,2,0.151661700927105
sdh,pb6,4.6240484349045,2,0.151661700927105
ps3,tgk,4.6244273508768,2,0.15169098489027
tgk,ps3,4.6244273508768,2,0.15169098489027
p18,tgk,4.62478401528641,2,0.151718549174166
tgk,p18,4.62478401528641,2,0.151718549174166
bcc,p17,4.62532497266435,2,0.151760356268846
p17,bcc,4.62532497266435,2,0.151760356268846
bgp,p19,4.62535897721068,2,0.151762984260155
p19,bgp,4.62535897721068,2,0.151762984260155
p21,sdh,4.62737942990712,2,0.151919131972749
sdh,p21,4.62737942990712,2,0.151919131972749
p15,tly,4.62763972028081,2,0.151939248131139
tly,p15,4.62763972028081,2,0.151939248131139
sqo,wne,4.62961075099518,2,0.152091576338597
wne,sqo,4.62961075099518,2,0.152091576338597
ntz,os1,4.6297102475179,2,0.152099265780899
os1,ntz,4.6297102475179,2,0.152099265780899
oru,srz,4.63009129368488,2,0.152128714373024
srz,oru,4.63009129368488,2,0.152128714373024
yai,zum,4.6301930499709,2,0.152136578457807
zum,yai,4.6301930499709,2,0.152136578457807
p12,vaf,4.63034109872237,2,0.152148020187641
vaf,p12,4.63034109872237,2,0.152148020187641
fay,p23,4.63091727535816,2,0.152192549150822
p23,fay,4.63091727535816,2,0.152192549150822
prs,wb3,4.63262670307721,2,0.152324659755858
wb3,prs,4.63262670307721,2,0.152324659755858
pb2,ydg,4.63269188198395,2,0.152329697011724
ydg,pb2,4.63269188198395,2,0.152329697011724
ckb,mnj,4.63270381381846,2,0.152330619145991
mnj,ckb,4.63270381381846,2,0.152330619145991
kiu,p12,4.63324580244807,2,0.152372505939438
p12,kiu,4.63324580244807,2,0.152372505939438
kmr,yai,4.63332924109153,2,0.152378954372178
yai,kmr,4.63332924109153,2,0.152378954372178
lrl,p21,4.63766146400273,2,0.152713763842957
p21,lrl,4.63766146400273,2,0.152713763842957
bql,pt4,4.6398699868125,2,0.152884446277426
pt4,bql,4.6398699868125,2,0.152884446277426
pb4,ydg,4.64025770626879,2,0.152914410604892
ydg,pb4,4.64025770626879,2,0.152914410604892
ckb,wb2,4.64072800714062,2,0.152950757115502
wb2,ckb,4.64072800714062,2,0.152950757115502
fay,p11,4.64134623979701,2,0.15299853631633
p11,fay,4.64134623979701,2,0.15299853631633
gzi,ps1,4.64406032828281,2,0.153208290649891
ps1,gzi,4.64406032828281,2,0.153208290649891
gzi,pb6,4.64553040976186,2,0.15332190373308
pb6,gzi,4.64553040976186,2,0.15332190373308
p17,siy,4.64780742185246,2,0.153497879260803
siy,p17,4.64780742185246,2,0.153497879260803
bcc,pb1,4.64861567560498,2,0.153560343962339
pb1,bcc,4.64861567560498,2,0.153560343962339
luz,pb8,4.64905326297585,2,0.15359416225818
pb8,luz,4.64905326297585,2,0.15359416225818
os2,pt1,4.64913748122422,2,0.153600670941539
pt1,os2,4.64913748122422,2,0.153600670941539
bcc,pb5,4.64971461164994,2,0.15364527361697
pb5,bcc,4.64971461164994,2,0.15364527361697
pb7,siy,4.64983705392707,2,0.153654736388127
siy,pb7,4.64983705392707,2,0.153654736388127
prc,pt4,4.65088294247002,2,0.153735566344649
pt4,prc,4.65088294247002,2,0.153735566344649
p17,tgk,4.65122484316617,2,0.153761989636683
tgk,p17,4.65122484316617,2,0.153761989636683
pb5,vaf,4.6526887732632,2,0.153875127319367
vaf,pb5,4.6526887732632,2,0.153875127319367
pb2,prc,4.65298239121012,2,0.153897819150197
prc,pb2,4.65298239121012,2,0.153897819150197
sqo,wb3,4.65342874100753,2,0.153932314637275
wb3,sqo,4.65342874100753,2,0.153932314637275
os2,pt2,4.65346241988915,2,0.153934917460067
pt2,os2,4.65346241988915,2,0.153934917460067
p11,ydg,4.65376798666332,2,0.153958532738423
ydg,p11,4.65376798666332,2,0.153958532738423
bgn,tly,4.65394587328695,2,0.153972280444286
tly,bgn,4.65394587328695,2,0.153972280444286
wne,yah,4.65547260032309,2,0.154090271295974
yah,wne,4.65547260032309,2,0.154090271295974
glk,p14,4.65552566781208,2,0.154094372538747
p14,glk,4.65552566781208,2,0.154094372538747
p25,pes,4.65584919976598,2,0.154119376229574
pes,p25,4.65584919976598,2,0.154119376229574
kiu,lrl,4.65629243893951,2,0.154153631316664
lrl,kiu,4.65629243893951,2,0.154153631316664
mnj,pb1,4.65771413269195,2,0.154263504825627
pb1,mnj,4.65771413269195,2,0.154263504825627
glk,pb9,4.65841138547196,2,0.154317390980393
pb9,glk,4.65841138547196,2,0.154317390980393
jdt,kiu,4.65914041182067,2,0.154373732708647
kiu,jdt,4.65914041182067,2,0.154373732708647
fay,wb3,4.66165579373972,2,0.154568130297688
wb3,fay,4.66165579373972,2,0.154568130297688
lsa,pt1,4.66170998834022,2,0.154572318647614
pt1,lsa,4.66170998834022,2,0.154572318647614
