,av1,av2,bcc,bgn,bgp,bql,ckb,diq,fay,glk,gzi,hac,jdt,kfm,kiu,kmr,lrl,lsa,luz,mnj,ntz,oru,os1,os2,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,pb1,pb2,pb3,pb4,pb5,pb6,pb7,pb8,pb9,pes,prc,prs,ps1,ps2,ps3,ps4,ps5,pt1,pt2,pt3,pt4,pt5,sdh,sgh,siy,sqo,srz,tgk,tly,vaf,wb1,wb2,wb3,wb5,wne,yah,yai,ydg,zum
gzi,0.885917110896545,0.867242020295144,0.854822927129575,0.741861764257785,0.764461067929967,0.703854792134576,0.69331755875548,0.773796421496181,0.619625384314126,0.529405384763529,NA,0.756046133567408,0.783936934610907,0.542078015275002,0.802754378646886,0.726159320596239,0.578578112270869,0.604438967364011,0.754192856935958,0.874801304743516,0.573272964968131,0.862442331230583,0.940955739812203,0.912929738191855,0.880172289043813,0.862677395403868,0.875826942216499,0.86651354897543,0.811704596655589,0.841554553603813,0.899176758026399,0.900267266844847,0.882018168153293,0.83756033507158,0.876802546447798,0.881257426139121,0.872012471778266,0.865477714791039,0.888813421414933,0.864180663042737,0.88394605453883,0.827809459621954,0.856571721425955,0.882322011997822,0.861944818589208,0.87826482633096,0.867198210300628,0.851020590341286,0.858250467095432,0.656582364082944,0.824240191563825,0.648383140369258,0.861659633352497,0.864447096454696,0.884166759850763,0.896518718569586,0.910189760774368,0.848402419421021,0.855317196889277,0.895680906301631,0.857449669600476,0.845983239704106,0.714515626200629,0.738555484496524,0.676331946097327,0.506945441664992,0.611541675541938,0.663904838332363,0.779326648732373,0.539417290791809,0.782312063029382,0.806318429692675,0.806934334875917,0.819517963734657,0.918580375782883,0.896559007998961,0.765922633499356,0.911886759511693,0.62627019629566
hac,0.811840518852674,0.835860379315436,0.779797740373269,0.726391111295834,0.773038842345777,0.892174424656607,0.746741229176923,0.702390344798176,0.776621510396288,0.776547698490944,0.756046133567408,NA,0.798853226617469,0.805560906408057,0.730263486692983,0.785977579456645,0.850069720322173,0.814808662876126,0.878431942328343,0.860965322828236,0.784327453627381,0.894780687087145,0.937301578398273,0.953878985501842,0.897978178871159,0.871001178069468,0.914009807545569,0.864411167052795,0.880989598184739,0.88891196898036,0.91499752266305,0.893130745658839,0.896386851259183,0.89587527742718,0.87677633561773,0.902612819650435,0.891062935859833,0.88858556265783,0.893407385961196,0.911937796872592,0.889511142148617,0.865317521651756,0.898233582548219,0.887980303381099,0.887895200812175,0.883205820543077,0.889876057079359,0.857156866229815,0.861743817430294,0.782763105807841,0.844240369077098,0.779317476732163,0.879833724819535,0.900707193943068,0.898916538443846,0.933709999453899,0.916005421269814,0.872771470056178,0.883163830966699,0.872761706252136,0.874292206256059,0.86865971379294,0.716771274046941,0.858317649456361,0.752182509813038,0.783722783065338,0.804649692174793,0.773724962602669,0.868525931044674,0.732944131797961,0.903507302506239,0.911850406546088,0.897130788805869,0.929375692848612,0.900070976262,0.858612738426956,0.869484371033316,0.875860710006939,0.842091073331389
jdt,0.891270044075963,0.863957797122397,0.796347191513078,0.830555601100981,0.800219094811699,0.770082386911201,0.802374876192362,0.760344378774823,0.738863725247589,0.673184787027368,0.783936934610907,0.798853226617469,NA,0.738072874774886,0.82816292896111,0.784096968766256,0.758235591446209,0.677612047072291,0.70231695570326,0.895387710048483,0.697473182202559,0.894669811709684,0.932352485793926,0.924145566930317,0.917850619213826,0.936172744261326,0.946788090536035,0.924749245132405,0.937237056752811,0.9285219993249,0.945713948154273,0.940792386953345,0.937820990637518,0.905046915160361,0.914501127422352,0.94758710846452,0.919460278137599,0.915997364737623,0.916606365702639,0.924188402189438,0.931812371340969,0.915622855975047,0.942560746054897,0.931435770312338,0.907468270125502,0.937853811439037,0.934383626918315,0.909927116810509,0.913142830457656,0.672698501732637,0.825562497470232,0.69089706819142,0.917171761698,0.90990327252435,0.913568868119815,0.932724974836609,0.934480482940804,0.912791985733305,0.890127298197228,0.897029557614511,0.902636581250245,0.90550581188343,0.72979508545192,0.889664417492244,0.795958337253417,0.683878997187461,0.650500889617237,0.658947050763452,0.626556566355078,0.657227978962034,0.890831710752136,0.899688999694032,0.886135211060859,0.903362403009189,0.924270482481559,0.90701578788225,0.830169475987689,0.93366160374138,0.774153968187007
kfm,0.839601577329194,0.827918965829904,0.749589061412149,0.656821313064477,0.710022802773376,0.636956469136401,0.71687748040505,0.743545217966347,0.471713713954781,0.673621123455745,0.542078015275002,0.805560906408057,0.738072874774886,NA,0.818580791252646,0.735848869790793,0.564723489581821,0.670650958252761,0.598759423609124,0.841986941016499,0.486749316659095,0.869228746384164,0.891322440264193,0.911744804253264,0.87392762786832,0.821803123061171,0.864118050789295,0.837099685267227,0.798305783575097,0.808349614857734,0.852536620221509,0.863513035271914,0.787829424497356,0.839894174824469,0.798966776520888,0.887837764366878,0.831068033273916,0.853459849593701,0.881850639375352,0.868216538373376,0.807333631751718,0.814812619420558,0.84146133736216,0.806791918288231,0.835873186619457,0.825818735148832,0.838921067685987,0.88767633750333,0.832080273285408,0.640861931364727,0.753907492440365,0.724527706877693,0.854222321163553,0.845977337809818,0.864189328845191,0.904952150887299,0.900706784242479,0.8261200875947,0.860421144372311,0.853537018720008,0.863382521542958,0.873288052555395,0.673223246094669,0.786346943184274,0.658538707338688,0.67209059738849,0.742699254576432,0.684761810600025,0.736623742612237,0.633242235772667,0.861683597887322,0.863173347815757,0.869093385545248,0.888765122102665,0.827252232209072,0.783988214498588,0.750546356875372,0.820291156768086,0.666326038096867
kiu,0.84184077774434,0.868272588632079,0.799321080489944,0.802416070021355,0.792468325401103,0.853209219236626,0.804407983970209,0.663223999986635,0.791395768959863,0.715758603978337,0.802754378646886,0.730263486692983,0.82816292896111,0.818580791252646,NA,0.783633223002493,0.860682096059221,0.81303506034517,0.832139681513217,0.826499708385158,0.809771961993243,0.803741238081031,0.828847097501084,0.892793464518429,0.89421468127725,0.888775884962003,0.903748302655488,0.854535235645065,0.869617279646125,0.916679977074782,0.875360800168041,0.889830420813742,0.895138399169359,0.888746108310617,0.872684196491992,0.869541901415117,0.878129431802797,0.875274578122242,0.897522364292071,0.890781798897757,0.865780401879996,0.910396206504166,0.883400060294742,0.874224877537732,0.878852565858452,0.857088456737744,0.880307036371708,0.865713971976465,0.856075163249998,0.848418017653457,0.804265109941251,0.705688856674402,0.878932764590125,0.881591921591925,0.866847420406553,0.902791318066983,0.876818604298262,0.861525860775862,0.838435227501367,0.853115974095805,0.840589584827269,0.873156959113251,0.736019631141538,0.818542400673625,0.827622870205472,0.776017264010323,0.816599408951547,0.785139835646373,0.799446405206077,0.757630927074392,0.895167822570539,0.89281404841981,0.885727164534447,0.896676621076039,0.850791348953933,0.895725889210294,0.807597750288827,0.815105343465809,0.819080698159647
kmr,0.812279886624876,0.846825720948001,0.682856678959942,0.727215713104709,0.727348594005697,0.803826788778605,0.662006808574653,0.712901493002447,0.802768007821472,0.660687302764039,0.726159320596239,0.785977579456645,0.784096968766256,0.735848869790793,0.783633223002493,NA,0.779920151032156,0.751496957887805,0.764913739347329,0.848680230783708,0.747768388207818,0.851047268151242,0.889246787967609,0.931989366415592,0.873772664684914,0.839517772459194,0.853104857520188,0.843118162552265,0.847037277271166,0.85101527186971,0.844962331001138,0.866763493096941,0.847997254685147,0.86259635718671,0.847825259713079,0.867005436420813,0.823995185759985,0.847378818652465,0.900983990106007,0.876163316231045,0.842619447412607,0.840679715199369,0.831780159664131,0.842089205011345,0.840182648401826,0.830585509312895,0.854829179100872,0.853528502934071,0.843102453418644,0.785261763449567,0.822499336694083,0.732635930309139,0.865557901240924,0.862003070919465,0.85407624409804,0.870239019095015,0.884408206139873,0.829798464796524,0.837069495792455,0.848646249445184,0.848287940706145,0.850078263193393,0.538604260969593,0.861795973761592,0.774847827551699,0.745129118572519,0.764603161542192,0.739950160666271,0.811118757262275,0.762280840996517,0.891419389768941,0.884940863742663,0.864573234984197,0.876682857959228,0.817477457847616,0.875740948046466,0.793586299226689,0.849401499624129,0.772711888144537
lrl,0.861400009060208,0.875261238154642,0.709215672835544,0.703033603447359,0.678563298032629,0.536513833919316,0.706520592137688,0.798290842595546,0.55715151893576,0.644795944797256,0.578578112270869,0.850069720322173,0.758235591446209,0.564723489581821,0.860682096059221,0.779920151032156,NA,0.619779517938466,0.504864392024068,0.86290386118872,0.646433202938062,0.896429370982701,0.932523102578816,0.942557188467374,0.913268501099861,0.873786183795689,0.917648765793578,0.882941200613596,0.867475814475545,0.872305546890203,0.875337379818159,0.892770218795296,0.885406621665061,0.872021062668466,0.886384227366222,0.889169258893784,0.86743428585969,0.88966351827704,0.905691769095294,0.908325524262993,0.87852961080489,0.863851977324478,0.890775631157953,0.877625271641452,0.890819565895036,0.868083448619907,0.884477939627942,0.884789740734995,0.888236000078633,0.539659536965848,0.825014958859005,0.634489276432224,0.875721489622243,0.888040939167095,0.888278140626596,0.896484830002677,0.889020539337103,0.830622932745316,0.83833638443003,0.840853637063384,0.845199026848977,0.844145275654629,0.660720765455207,0.78423833326213,0.655136884306956,0.671818709808634,0.622328784689428,0.603049686790713,0.802169829818835,0.70186475166889,0.905770917621461,0.900947136246342,0.858163293557408,0.891081372266577,0.850933682247166,0.892728024621651,0.821643717260558,0.862557493086502,0.67706091588201
lsa,0.854236645417353,0.890893837384501,0.808523904558627,0.794572862003345,0.769094725136276,0.669608788839275,0.709756428495288,0.750533832342206,0.679941621876713,0.530608315665521,0.604438967364011,0.814808662876126,0.677612047072291,0.670650958252761,0.81303506034517,0.751496957887805,0.619779517938466,NA,0.659303978986283,0.911139916766819,0.488740605740827,0.828807400066074,1.03584397688582,0.938969755725585,0.913018611313654,0.871976006625958,0.91272986880897,0.881359318795689,0.854620100920585,0.871396641700521,0.890375722543354,0.89139615420285,0.901258324120023,0.900907244976917,0.889751216179425,0.884552066622671,0.858911340397032,0.908448169395174,0.934918663240144,0.89527581564818,0.903532662630076,0.899851688162677,0.897179726536083,0.901123942126751,0.872828822225264,0.875202898550726,0.877032410533425,0.873218822632098,0.907622157259267,0.634013980868287,0.753881901670787,0.495074743504898,0.932576481465223,0.906291390728479,0.89577232248811,0.93321729737911,0.929370834903238,0.866330796219651,0.887270406390663,0.902657688946077,0.881477085597286,0.871236991296136,0.625043257331845,0.781370887740234,0.66578773807983,0.349638667974,0.50527988068799,0.561880460472937,0.629642141505199,0.603819920633131,0.913870503504888,0.912706181605884,0.858421957818539,0.882748864913563,0.898735717596129,0.874950047036456,0.763810162867219,0.91663348378556,0.74258054054966
luz,0.81183179341879,0.826599269678123,0.677434356009505,0.748477817963669,0.709865454289046,0.411244489713445,0.670938036208668,0.736196469670268,0.56834818520027,0.665975957538937,0.754192856935958,0.878431942328343,0.70231695570326,0.598759423609124,0.832139681513217,0.764913739347329,0.504864392024068,0.659303978986283,NA,0.854805129237507,0.650036712288937,0.842292601393454,0.955646226978652,0.927209043956137,0.862214376777485,0.833212047785196,0.870257243110759,0.844623083894866,0.819207702020203,0.840180630549764,0.815504437601886,0.887061987769911,0.857759406365578,0.844841433076725,0.841649765477595,0.849320353243436,0.838081955106671,0.880462966111414,0.872381783830074,0.872886163400364,0.858104747444973,0.835622789097906,0.865584163387643,0.858141764768552,0.858111213762617,0.846989386201603,0.839999056217952,0.870231987068493,0.868179889570542,0.512895133335052,0.670977594566309,0.638394892840856,0.834452345746099,0.858644433651984,0.830200987548558,0.8467248664742,0.8524515704131,0.766760610600648,0.799590516059448,0.792014612930833,0.808573550885079,0.801229107598084,0.618520570793682,0.763193063250158,0.703502081866232,0.63662487149807,0.651084822378389,0.634424101550118,0.715434536363124,0.65347247907133,0.893557800224467,0.879369188454879,0.843324781234252,0.868079387622775,0.774632213985548,0.833463289610454,0.790371887149579,0.85884393298394,0.695441794363029
mnj,0.889975306306365,0.899331861757288,0.837258235094088,0.849126020432333,0.832683845493666,0.91006648037092,0.840967305068792,0.806645230701223,0.910644958828816,0.83188465393998,0.874801304743516,0.860965322828236,0.895387710048483,0.841986941016499,0.826499708385158,0.848680230783708,0.86290386118872,0.911139916766819,0.854805129237507,NA,0.918559878699518,0.853106255355617,0.874155075008413,0.936142867256721,0.815611553695443,0.823119356059566,0.869783898916655,0.834202039977455,0.85041976105909,0.847943705687894,0.838451129384828,0.852895322117056,0.839770354906059,0.782299692461505,0.812163341778624,0.833472921543386,0.836383030572508,0.814759675680709,0.819069882153621,0.83951767548184,0.846273225992731,0.837561350729022,0.861432402358489,0.839538714991764,0.835890762799039,0.838325132772668,0.851026600810651,0.83063436172352,0.828556561909074,0.837690170900862,0.879381728496944,0.799520783781454,0.799471564637447,0.798528711080017,0.819708484939827,0.789871191482213,0.804886175425282,0.776621409335729,0.78334109345032,0.792299136562069,0.777409747543634,0.777067236243626,0.933451423407141,0.79689485409906,0.832966711616158,0.895953107642985,0.903339947160411,0.800025197644022,0.840009952724559,0.866240664739388,0.811093508814692,0.797124193263632,0.835231971376979,0.838750066974801,0.766586433956465,0.889633041253135,0.814957074788489,0.488138358622942,0.870580061119941
ntz,0.847129536445201,0.868655740766686,0.77624422897604,0.743742363389726,0.754268903642445,0.714676201339272,0.77184524366735,0.78077269742611,0.604897567713351,0.528336538537222,0.573272964968131,0.784327453627381,0.697473182202559,0.486749316659095,0.809771961993243,0.747768388207818,0.646433202938062,0.488740605740827,0.650036712288937,0.918559878699518,NA,0.878062438751227,0.940310359048858,0.928000238888463,0.908245190876741,0.87077893386114,0.902112504808753,0.901434054185482,0.867922379369808,0.897165118660296,0.87686379704248,0.912430680691168,0.916551874139059,0.910449240397063,0.893064629557872,0.889797190458103,0.89489209468931,0.915764799007745,0.938224310324059,0.907378709497672,0.931028241091021,0.892398612876971,0.91403502841411,0.92886924326571,0.916261067811889,0.904386764192397,0.899084632833315,0.883291526212051,0.920809860357134,0.583215891414625,0.724491470005803,0.588153534407714,0.942923349949702,0.911205891371433,0.905350649820232,0.92571716438848,0.938888257709979,0.849343240366258,0.872143628663842,0.901759609693103,0.882293114758048,0.877046799837368,0.695821109739646,0.756857833654717,0.720860703021977,0.481157505377656,0.49940771153118,0.586068620368335,0.726125787763691,0.636239947809588,0.897704433282842,0.911795464701747,0.854011765706809,0.908649741294717,0.858427241381659,0.837811412015101,0.716876689169983,0.932148038708278,0.719225435967592
