L1,L2,Score,Cluster_number
ca4,spa,0.558222744936131,2
pm5,ll2,0.558228830456961,2
ll2,pm5,0.558228830456974,2
eg2,ca5,0.558401555308143,2
ca5,eg2,0.558401555308144,2
ve2,ll1,0.558678308710177,2
ll1,ve2,0.558678308710186,2
ro1,ll2,0.558687473302835,2
ll2,ro1,0.558687473302837,2
itf,eg4,0.558859936738427,2
eg4,itf,0.558859936738431,2
lm2,ll1,0.559164740924364,2
ll1,lm2,0.559164740924378,2
eg1,itf,0.559696721448801,2
itf,eg1,0.559696721448805,2
sc4,sro,0.559709508818272,2
sro,sc4,0.559709508818273,2
lm2,itf,0.559980976628914,2
itf,lm2,0.55998097662892,2
ve2,li3,0.560051797294067,2
li3,ve2,0.560051797294068,2
ve1,sc2,0.560330330949379,2
sc2,ve1,0.560330330949393,2
ll2,ito,0.560466588396887,2
ito,ll2,0.560466588396891,2
eg2,sc2,0.560662277425748,2
sc2,eg2,0.560662277425758,2
ve1,lm2,0.560793066161706,2
lm2,ve1,0.560793066161706,2
ca5,eg3,0.560997668964318,2
eg3,ca5,0.56099766896432,2
eg3,fur,0.56100234473712,2
fur,eg3,0.561002344737123,2
win,pcd,0.561730025043826,2
pcd,win,0.561730025043829,2
pm4,itg,0.562053338353497,2
itg,pm4,0.562053338353498,2
li1,ito,0.562715042871266,2
ito,li1,0.562715042871272,2
eg2,ca6,0.563026000142213,2
ca6,eg2,0.563026000142215,2
li1,eg4,0.563339422592571,2
eg4,li1,0.563339422592571,2
ca4,eg3,0.563399933082002,2
eg3,ca4,0.563399933082004,2
ve1,spa,0.563684439068928,2
spa,ve1,0.563684439068931,2
ve1,ca4,0.564314283566165,2
ca4,ve1,0.56431428356617,2
ve1,ast,0.564684885941414,2
ast,ve1,0.564684885941416,2
ro4,ll2,0.564969724864831,2
ll2,ro4,0.564969724864832,2
pm4,pr1,0.565263820420289,2
pr1,pm4,0.565263820420296,2
ca4,ita,0.565609659568475,2
ita,ca4,0.565609659568481,2
src,sc2,0.565685861427315,2
sc2,src,0.565685861427318,2
pm4,ito,0.565719023694594,2
ito,pm4,0.565719023694605,2
ve1,lm1,0.56625965110718,2
lm1,ve1,0.566259651107187,2
ca5,eg4,0.567287561430632,2
eg4,ca5,0.567287561430638,2
li1,sc2,0.567344358240252,2
sc2,li1,0.567344358240257,2
li2,itg,0.567523549058516,2
itg,li2,0.567523549058516,2
ca6,eg3,0.567607431334433,2
eg3,ca6,0.567607431334434,2
ca4,eg4,0.567763389097788,2
eg4,ca4,0.567763389097794,2
ro3,ll2,0.568097118976638,2
ll2,ro3,0.568097118976638,2
ve3,nea,0.568400378790857,2
nea,ve3,0.568400378790858,2
sc4,ito,0.569294640168178,2
ito,sc4,0.56929464016818,2
pm2,ita,0.569589703591797,2
ita,pm2,0.569589703591802,2
ast,itg,0.569821608582918,2
itg,ast,0.569821608582926,2
ve2,sc2,0.570318571780129,2
sc2,ve2,0.57031857178014,2
li2,sc3,0.570627128785933,2
sc3,li2,0.570627128785936,2
eg2,nea,0.570835551858581,2
nea,eg2,0.570835551858584,2
pm3,ita,0.571218702525954,2
ita,pm3,0.571218702525957,2
fur,eg4,0.571798336403063,2
eg4,fur,0.571798336403063,2
ve1,ca6,0.573016978886823,2
ca6,ve1,0.573016978886828,2
eg1,ito,0.573037401076468,2
ito,eg1,0.573037401076479,2
li3,eg3,0.574028804993449,4
eg3,li3,0.574028804993453,4
ca4,pr1,0.574547301031965,4
pr1,ca4,0.574547301031975,4
lm2,fur,0.574702732975187,4
fur,lm2,0.574702732975196,4
ca6,eg4,0.575391241522208,4
eg4,ca6,0.575391241522211,4
ca5,ita,0.57570651218546,4
ita,ca5,0.575706512185465,4
pm1,ita,0.576120300790761,4
ita,pm1,0.576120300790766,4
lm1,ll2,0.576468061071787,4
ll2,lm1,0.576468061071793,4
li2,eg4,0.577023715478386,4
eg4,li2,0.57702371547839,4
ca6,ll2,0.577769887260895,4
ll2,ca6,0.577769887260899,4
eg2,ro4,0.578830228385625,4
ro4,eg2,0.578830228385633,4
ast,ve3,0.579127645283013,4
ve3,ast,0.579127645283014,4
itf,li3,0.579565546179346,4
li3,itf,0.579565546179348,4
ca5,ll2,0.579572680274403,4
ll2,ca5,0.579572680274408,4
pm1,itg,0.579730276720499,4
itg,pm1,0.579730276720502,4
sc1,eg2,0.57993544540168,4
eg2,sc1,0.579935445401687,4
ca6,ita,0.580087453377991,4
ita,ca6,0.580087453377996,4
ast,ve2,0.580258684829495,4
ve2,ast,0.580258684829499,4
ca4,ll2,0.580514248353338,4
ll2,ca4,0.580514248353344,4
ca4,itg,0.580645320193044,4
itg,ca4,0.580645320193048,4
eg3,sc2,0.580802964123429,4
sc2,eg3,0.580802964123438,4
sc1,sro,0.580859416412177,4
sro,sc1,0.580859416412186,4
eg2,li2,0.581336736265244,4
li2,eg2,0.581336736265248,4
li2,ito,0.581503223505941,4
ito,li2,0.58150322350595,4
ca5,ito,0.581564029959875,4
ito,ca5,0.581564029959884,4
src,ita,0.581680607563014,4
ita,src,0.581680607563015,4
itf,ll2,0.582001975126997,4
ll2,itf,0.582001975127002,4
ve3,ca2,0.582281435675539,4
ca2,ve3,0.58228143567554,4
sc1,ve3,0.582325893111655,4
ve3,sc1,0.582325893111659,4
pm3,pr1,0.58243899051821,4
pr1,pm3,0.582438990518216,4
li3,lm1,0.582465672386449,4
lm1,li3,0.58246567238645,4
ve3,sc4,0.583043755777638,4
sc4,ve3,0.583043755777645,4
li3,sc3,0.583281222171684,4
sc3,li3,0.583281222171689,4
pm2,ito,0.583417698646544,4
ito,pm2,0.583417698646554,4
sc1,ve1,0.583489626540856,4
ve1,sc1,0.583489626540857,4
pm5,ita,0.583673523619336,4
ita,pm5,0.583673523619345,4
ve3,spa,0.583736148104299,4
spa,ve3,0.583736148104301,4
eg1,ll2,0.584157185278336,4
ll2,eg1,0.584157185278343,4
ve2,nea,0.584292029398203,4
nea,ve2,0.584292029398206,4
eg4,sc2,0.584656376413652,4
sc2,eg4,0.584656376413654,4
ve1,nea,0.584696757851624,4
nea,ve1,0.58469675785163,4
ca4,ito,0.584902835449716,4
ito,ca4,0.584902835449726,4
pm2,ll1,0.585025541175659,4
ll1,pm2,0.585025541175671,4
ll2,itg,0.585110768185943,4
itg,ll2,0.585110768185943,4
pm2,itg,0.585154191311582,4
itg,pm2,0.585154191311586,4
ve1,sc4,0.585164896765612,4
sc4,ve1,0.58516489676562,4
pm5,fur,0.586638482356199,4
fur,pm5,0.586638482356211,4
lm1,itf,0.586659598478729,4
itf,lm1,0.586659598478729,4
pm2,pr1,0.586736554875539,4
pr1,pm2,0.586736554875548,4
pm5,itg,0.586939605890685,4
itg,pm5,0.586939605890691,4
ve2,pr1,0.587321086631875,4
pr1,ve2,0.587321086631884,4
li2,ll2,0.587393917429697,4
ll2,li2,0.5873939174297,4
ve3,ll1,0.58758260649604,4
ll1,ve3,0.587582606496049,4
eg4,ro4,0.587990933082111,4
ro4,eg4,0.587990933082112,4
eg2,sc4,0.58815322426664,4
sc4,eg2,0.588153224266644,4
lat,ito,0.588673158753524,4
ito,lat,0.588673158753531,4
pm2,fur,0.588793328972935,4
fur,pm2,0.588793328972942,4
ca6,pr1,0.58895448136795,4
pr1,ca6,0.588954481367958,4
ca5,pr1,0.5890710250326,4
pr1,ca5,0.589071025032609,4
pm3,ito,0.589077611547662,4
ito,pm3,0.589077611547673,4
pm5,ll1,0.589356868807346,4
ll1,pm5,0.589356868807361,4
pm1,ll1,0.589780176350472,4
ll1,pm1,0.589780176350482,4
ast,ca2,0.589942616457225,4
ca2,ast,0.589942616457229,4
li3,eg2,0.590284730124006,4
eg2,li3,0.590284730124006,4
ca6,ito,0.59029610423396,4
ito,ca6,0.59029610423397,4
pm1,pr1,0.590529194707375,4
pr1,pm1,0.590529194707384,4
spa,itg,0.590541247539727,4
itg,spa,0.590541247539733,4
pm5,itf,0.591192948744469,4
itf,pm5,0.591192948744475,4
eg2,ro1,0.591195195266186,4
ro1,eg2,0.591195195266193,4
eg1,li1,0.5918795466485,4
li1,eg1,0.59187954664851,4
eg3,ro4,0.592066237412382,4
ro4,eg3,0.592066237412387,4
eg4,ll1,0.592240960004349,4
ll1,eg4,0.592240960004353,4
pm4,fur,0.592756511627263,4
