L1,L2,Old_Score,Off_Score,Score
av2,kiu,0.796781305114638,0.917662627551018,0.868272588632079
av2,kmr,0.765238095238095,0.903654761904763,0.846825720948001
av2,lrl,0.753225806451613,0.860572562358271,0.875261238154642
av2,lsa,0.82172619047619,0.922361516034981,0.890893837384501
av2,luz,0.727604166666667,0.88023809523809,0.826599269678123
av2,mnj,0.848310291858679,0.943267249757044,0.899331861757288
av2,ntz,0.790986394557823,0.910586734693872,0.868655740766686
av2,oru,0.811827956989247,0.912027210884351,0.890135675011335
av2,os1,0.844013605442177,0.920355442176872,0.917051789736662
av2,os2,0.865238095238095,0.923888888888889,0.936517481316037
av2,p10,0.806451612903226,0.897659863945574,0.898393306077592
av2,p11,0.772043010752688,0.893727891156458,0.863845716791592
av2,p12,0.8,0.887591036414561,0.901315997096606
av2,p13,0.753763440860215,0.893034013605438,0.844047851903258
av2,p14,0.780107526881721,0.894585034013601,0.872032838937322
av2,p15,0.783870967741935,0.886394557823125,0.884336394919916
av2,p16,0.77741935483871,0.881197278911559,0.882230771069749
av2,p17,0.784285714285714,0.881607142857143,0.889609074336641
av2,p18,0.785483870967742,0.896612244897955,0.876057487991522
av2,p19,0.812058371735791,0.917271137026237,0.885298074861984
av2,p20,0.782795698924731,0.899605442176867,0.870154472421288
av2,p21,0.770250896057348,0.879451247165529,0.875831262437647
av2,p22,0.777956989247312,0.901999999999996,0.862480032424962
av2,p23,0.823704789833822,0.922920222634506,0.892498365116033
av2,p24,0.828187403993856,0.911514091350824,0.908584312466874
av2,p25,0.830645161290323,0.922911564625849,0.900026820692261
av2,pb1,0.77741935483871,0.895945578231288,0.867708233320863
av2,pb2,0.755793650793651,0.887498999599834,0.851599439700137
av2,pb3,0.78494623655914,0.89802721088435,0.874078454467041
av2,pb4,0.782795698924731,0.898190476190471,0.871525271838588
av2,pb5,0.78010752688172,0.894707482993193,0.871913493192115
av2,pb6,0.767741935483871,0.893442176870744,0.859307916459536
av2,pb7,0.791904761904762,0.91349339735894,0.866897083431899
av2,pb8,0.797235023041474,0.913148688046645,0.873061565413704
av2,pb9,0.759062980030722,0.88600971817298,0.856720828746628
av2,pes,0.738979591836735,0.89917006802721,0.821846298173676
av2,prc,0.788541666666667,0.923465608465605,0.853893918125308
av2,prs,0.810408163265306,0.947673469387756,0.855155482815056
av2,ps1,0.810215053763441,0.903142857142852,0.897106196827605
av2,ps2,0.817241379310345,0.920620490620486,0.887707136259301
av2,ps3,0.798924731182796,0.900925170068023,0.886782562776523
av2,ps4,0.816422287390029,0.914384662956089,0.892865246394925
av2,ps5,0.848118279569892,0.91685714285714,0.925027727795148
av2,pt1,0.816129032258064,0.909074829931968,0.897757814193514
av2,pt2,0.788172043010753,0.900884353741491,0.874887037095684
av2,pt3,0.843548387096774,0.922693877551016,0.914223457660403
av2,pt4,0.802688172043011,0.91024489795918,0.881837595401724
av2,pt5,0.786559139784946,0.90002721088435,0.873928177140431
av2,sdh,0.718344155844156,0.858178963893244,0.837056355454451
av2,sgh,0.847619047619048,0.956434523809524,0.886227992108588
av2,siy,0.777598566308244,0.869997795414454,0.893793720405702
av2,sqo,0.797333333333333,0.92724137931034,0.859898351307801
av2,srz,0.755142857142857,0.893966690124322,0.844710284493755
av2,tgk,0.713469387755102,0.868465986394558,0.821528302699654
av2,tly,0.803333333333333,0.947130952380954,0.848175567817593
av2,vaf,0.747069597069597,0.896272108843533,0.833529895327823
av2,wb1,0.898484848484848,0.95369963369963,0.942104638332941
av2,wb2,0.896376811594203,0.952945326278656,0.940638236922407
av2,wb3,0.889855072463768,0.954320987654317,0.932448394172904
av2,wb5,0.884057971014493,0.953686067019396,0.926990549183008
av2,wne,0.761827956989247,0.892748299319724,0.853351339419814
av2,yah,0.782291666666667,0.905057915057911,0.864355367376254
av2,yai,0.800210084033614,0.945594802023373,0.846250510600665
av2,ydg,0.818817204301075,0.927102040816324,0.883200735466073
av2,zum,0.767002442002442,0.888468631897199,0.863285899429692
bcc,av1,0.705742296918768,0.869104474148333,0.812033901459719
bcc,av2,0.726523297491039,0.848981481481476,0.855758710099604
bcc,bgn,0.50037037037037,0.85941358024691,0.582223020290898
bcc,bgp,0.260663082437276,0.827171516754846,0.315125795747789
bcc,bql,0.731423611111111,0.910832475994511,0.803027593315106
bcc,ckb,0.670921334557698,0.89450131950132,0.750050692973526
bcc,diq,0.668650793650794,0.910372023809521,0.734480823403133
bcc,fay,0.659907834101383,0.881980106857557,0.748211698847263
bcc,glk,0.651349206349206,0.90387455908289,0.720619028164807
bcc,gzi,0.793121693121693,0.927819865319863,0.854822927129575
bcc,hac,0.667948717948718,0.856566624095356,0.779797740373269
bcc,jdt,0.752380952380952,0.944790112151222,0.796347191513078
bcc,kfm,0.665909090909091,0.888365539452492,0.749589061412149
bcc,kiu,0.741981390257252,0.92826450892857,0.799321080489944
bcc,kmr,0.624691358024691,0.914820601851852,0.682856678959942
bcc,lrl,0.611784511784512,0.862621252204582,0.709215672835544
bcc,lsa,0.734285714285714,0.908180587049632,0.808523904558627
bcc,luz,0.599479166666667,0.884925840192043,0.677434356009505
bcc,mnj,0.789105339105339,0.942487402368353,0.837258235094088
bcc,ntz,0.705423280423281,0.908764605379185,0.77624422897604
bcc,oru,0.737205387205387,0.919241622574954,0.801971287092449
bcc,os1,0.805291005291005,0.909694664902999,0.885232195328829
bcc,os2,0.85462962962963,0.917415123456792,0.931562613017989
bcc,p10,0.84949494949495,0.923024691358022,0.920338272040275
bcc,p11,0.797474747474748,0.920114638447969,0.866712379252994
bcc,p12,0.805208333333334,0.910425744371819,0.884430540668549
bcc,p13,0.808585858585859,0.921335978835976,0.877623231003562
bcc,p14,0.801010101010101,0.919532627865958,0.871105686449732
bcc,p15,0.808080808080808,0.917817460317458,0.88043738871704
bcc,p16,0.762626262626263,0.906335978835975,0.8414388046315
bcc,p17,0.817283950617284,0.911797839506175,0.896343372627337
bcc,p18,0.819191919191919,0.926688712522044,0.883999025910691
bcc,p19,0.804184704184704,0.928448601662886,0.866159637425679
bcc,p20,0.816161616161616,0.927654320987652,0.8798122292932
bcc,p21,0.804713804713805,0.905277777777774,0.888913684249681
bcc,p22,0.807575757575758,0.92928130511464,0.869032609534884
bcc,p23,0.817952249770432,0.937275533108868,0.872691349423525
bcc,p24,0.835064935064935,0.923741496598641,0.904002838607742
bcc,p25,0.847474747474748,0.94014991181658,0.901425120422803
bcc,pb1,0.811616161616162,0.924541446208111,0.877858061361016
bcc,pb2,0.777752976190476,0.915246654217239,0.849774181207629
bcc,pb3,0.80959595959596,0.92750881834215,0.87287144185114
bcc,pb4,0.811616161616162,0.926402116402114,0.876094891458421
bcc,pb5,0.821212121212121,0.922910052910051,0.889807320467186
bcc,pb6,0.793434343434344,0.918902116402114,0.863459044518225
bcc,pb7,0.809002976190476,0.93723739495798,0.863178294573646
bcc,pb8,0.808802308802309,0.934091080876793,0.865870925609438
bcc,pb9,0.802525252525253,0.915059838750312,0.877019423802113
bcc,pes,0.612654320987654,0.898910383597884,0.681552168232286
bcc,prc,0.703367003367003,0.903913751714677,0.778135084274083
bcc,prs,0.684259259259259,0.932143683862435,0.734070584938106
bcc,ps1,0.814646464646465,0.929779541446207,0.876171638901991
bcc,ps2,0.830645161290323,0.940142162364383,0.883531442948284
bcc,ps3,0.81969696969697,0.929153439153437,0.882197638361868
bcc,ps4,0.825528007346189,0.928867644700977,0.888746649811389
bcc,ps5,0.836868686868687,0.932253086419752,0.897684007765121
bcc,pt1,0.779292929292929,0.929559082892414,0.838346850280977
bcc,pt2,0.757575757575758,0.926115520282185,0.818014320011532
bcc,pt3,0.796464646464647,0.944118165784831,0.843606950198398
bcc,pt4,0.774242424242424,0.932865961199293,0.829961062409285
bcc,pt5,0.765151515151515,0.922874779541444,0.829095704112428
bcc,sdh,0.555079365079365,0.858176044634376,0.646812933721373
bcc,sgh,0.804320987654321,0.939168595679014,0.856418103581073
bcc,siy,0.696206816059757,0.880041152263372,0.791107113876649
bcc,sqo,0.735897435897436,0.909014474244356,0.809555245541245
bcc,srz,0.687362637362637,0.900329927628776,0.763456391117602
bcc,tgk,0.602006172839506,0.870640432098768,0.691452120352725
bcc,tly,0.787962962962963,0.942218364197533,0.836284870794313
bcc,vaf,0.707967032967033,0.914119635508524,0.774479625495837
bcc,wb1,0.842307692307692,0.937019230769229,0.898922524371474
bcc,wb2,0.842307692307692,0.936248285322358,0.899662734247549
bcc,wb3,0.819230769230769,0.937237082761772,0.874091288424833
bcc,wb5,0.823076923076923,0.933819158664835,0.881409334387346
bcc,wne,0.753535353535354,0.914153439153439,0.824298549085122
bcc,yah,0.781818181818182,0.900996830163496,0.867725785091067
bcc,yai,0.777108843537415,0.942529846696513,0.824492557197117
bcc,ydg,0.782828282828283,0.929188712522047,0.8424857860181
bcc,zum,0.594160997732426,0.859932025279245,0.690939493199459
bgn,av1,0.697427035330261,0.877114661654131,0.795137814724245
bgn,av2,0.692857142857143,0.855833333333326,0.809570176658791
bgn,bcc,0.50037037037037,0.85941358024691,0.582223020290898
bgn,bgp,0.443965517241379,0.865334821428567,0.513056341022361
bgn,bql,0.76264367816092,0.920066550925924,0.828900558762213
bgn,ckb,0.701161616161616,0.902991912366912,0.776487149617696
bgn,diq,0.673883928571429,0.912751736111111,0.738299256972759
bgn,fay,0.626785714285714,0.893268557422969,0.701676678393289
bgn,glk,0.634154351395731,0.90486886160714,0.700824592714361
bgn,gzi,0.691666666666667,0.932339015151513,0.741861764257785
bgn,hac,0.627777777777778,0.864242097701146,0.726391111295834
bgn,jdt,0.783512544802867,0.943359533984535,0.830555601100981
bgn,kfm,0.590350877192982,0.898799818840577,0.656821313064477
bgn,kiu,0.751700680272109,0.936796642485118,0.802416070021355
bgn,kmr,0.664322916666667,0.913515624999998,0.727215713104709
bgn,lrl,0.613690476190476,0.872917700066135,0.703033603447359
bgn,lsa,0.732285714285714,0.921609268707482,0.794572862003345
bgn,luz,0.670977011494253,0.896455439814814,0.748477817963669
bgn,mnj,0.800238095238095,0.942425595238093,0.849126020432333
bgn,ntz,0.680131362889984,0.914471726190472,0.743742363389726
bgn,oru,0.793888888888889,0.919702380952378,0.863201950251335
bgn,os1,0.825744047619048,0.921901041666667,0.895697054562623
bgn,os2,0.88125,0.925507812499999,0.952179968767148
bgn,p10,0.825,0.922261904761902,0.894539821866532
bgn,p11,0.816666666666667,0.921904761904761,0.885847107438018
bgn,p12,0.802873563218391,0.916099877450978,0.876403963127213
bgn,p13,0.825,0.919895833333332,0.896840674895257
bgn,p14,0.816666666666667,0.921622023809523,0.886118870392199
bgn,p15,0.813333333333333,0.924464285714284,0.87978880947782
bgn,p16,0.786111111111111,0.912098214285712,0.861871121770296
bgn,p17,0.858333333333333,0.914453124999998,0.938630215007833
bgn,p18,0.815555555555556,0.926443452380951,0.880307970723508
bgn,p19,0.830555555555556,0.935633503401359,0.88769326080799
bgn,p20,0.827777777777778,0.926711309523809,0.893242339087382
bgn,p21,0.771296296296296,0.907420634920633,0.849987609510067
bgn,p22,0.808333333333333,0.929419642857142,0.869718366235971
bgn,p23,0.844191919191919,0.940093344155843,0.897987337576527
bgn,p24,0.85,0.9300425170068,0.913936711985593
bgn,p25,0.842222222222222,0.942693452380951,0.893421101096046
bgn,pb1,0.815555555555556,0.92316964285714,0.883429781152111
bgn,pb2,0.814942528735632,0.920397846638653,0.885424201840378
bgn,pb3,0.806666666666666,0.930982142857142,0.866468463284422
bgn,pb4,0.815555555555556,0.925059523809522,0.881624949059479
bgn,pb5,0.825,0.922574404761903,0.894236817910546
bgn,pb6,0.798888888888889,0.920714285714284,0.867683820360316
bgn,pb7,0.827586206896552,0.93812149859944,0.88217379959002
bgn,pb8,0.827777777777778,0.933907312925169,0.886359670088701
bgn,pb9,0.817222222222222,0.916821853741496,0.891364248013053
bgn,pes,0.638541666666667,0.910721726190473,0.701138062597531
bgn,prc,0.781666666666667,0.920760995370367,0.848935468158324
bgn,prs,0.681175595238095,0.943877418154761,0.721678029515489
bgn,ps1,0.846666666666667,0.928809523809521,0.911561138169703
bgn,ps2,0.842857142857143,0.940451388888887,0.896226166301856
bgn,ps3,0.819444444444444,0.924925595238093,0.885957150135416
bgn,ps4,0.843080808080808,0.930731872294371,0.905825655247529
bgn,ps5,0.847222222222222,0.931852678571427,0.909180433457628
bgn,pt1,0.806666666666667,0.93078869047619,0.86664854753873
bgn,pt2,0.792777777777778,0.927336309523808,0.854897807446873
bgn,pt3,0.800555555555556,0.943407738095236,0.848578534210349
bgn,pt4,0.811111111111111,0.931904761904761,0.870379833077841
bgn,pt5,0.801666666666667,0.924910714285713,0.866750329825918
bgn,sdh,0.586742424242424,0.866108630952378,0.677446688872317
bgn,sgh,0.758333333333333,0.937825520833333,0.808608122179799
bgn,siy,0.684017515051998,0.886054274140209,0.771981508374011
bgn,sqo,0.741025641025641,0.922952586206894,0.802885925127609
bgn,srz,0.671703296703297,0.902103858784893,0.744596412222492
bgn,tgk,0.617113095238095,0.877420014880951,0.7033268956394
bgn,tly,0.819791666666667,0.948268229166666,0.864514534444644
bgn,vaf,0.691005291005291,0.91533482142857,0.754920794913968
bgn,wb1,0.855072463768116,0.93918269230769,0.910443165926637
bgn,wb2,0.856944444444444,0.938676697530862,0.912928217669182
bgn,wb3,0.822222222222222,0.937673611111109,0.876874652842068
bgn,wb5,0.838888888888889,0.936921296296294,0.895367510809144
bgn,wne,0.75,0.917738095238094,0.817226618238424
bgn,yah,0.748850574712644,0.902688626126124,0.829577944198019
bgn,yai,0.763440860215054,0.944960508241757,0.807907688793844
bgn,ydg,0.804444444444444,0.934880952380949,0.860477948979161
bgn,zum,0.648222222222222,0.893291170634918,0.725656139376694
bgp,av1,0.739075630252101,0.867084675975651,0.852368460347298
bgp,av2,0.744270833333333,0.850870748299315,0.874716676793685
bgp,bcc,0.260663082437276,0.827171516754846,0.315125795747789
bgp,bgn,0.443965517241379,0.865334821428567,0.513056341022361
bgp,bql,0.716397849462366,0.911593915343912,0.785873882442595
bgp,ckb,0.693480257116621,0.896461331461331,0.773575203724818
bgp,diq,0.656009070294785,0.911537131519271,0.719673447862081
bgp,fay,0.619499178981938,0.888208283313324,0.697470616543894
bgp,glk,0.647126436781609,0.906504039115644,0.713870439466464
bgp,gzi,0.712719298245614,0.932316017316014,0.764461067929967
bgp,hac,0.665384615384616,0.860738916256154,0.773038842345777
bgp,jdt,0.753186274509804,0.941225071225072,0.800219094811699
bgp,kfm,0.635,0.894337474120079,0.710022802773376
bgp,kiu,0.736437074829932,0.929295280612243,0.792468325401103
bgp,kmr,0.664047619047619,0.91297023809524,0.727348594005697
bgp,lrl,0.591129032258065,0.87114795918367,0.678563298032629
bgp,lsa,0.703472222222222,0.914675655976673,0.769094725136276
bgp,luz,0.631451612903226,0.889537037037034,0.709865454289046
bgp,mnj,0.783294930875576,0.940687074829932,0.832683845493666
bgp,ntz,0.688793103448276,0.91319302721088,0.754268903642445
bgp,oru,0.781182795698925,0.918353741496594,0.850633868410958
bgp,os1,0.843537414965986,0.917861394557825,0.919024833125655
bgp,os2,0.854603174603175,0.924722222222223,0.924172853280693
bgp,p10,0.82741935483871,0.919959183673467,0.899408766739804
bgp,p11,0.801612903225806,0.916653061224488,0.87449978310768
bgp,p12,0.792222222222222,0.913207282913162,0.867516320823687
bgp,p13,0.813440860215054,0.917517006802719,0.886567610391942
bgp,p14,0.797311827956989,0.916108843537413,0.870324343642719
bgp,p15,0.796774193548387,0.918129251700677,0.867823557600958
bgp,p16,0.773655913978495,0.905761904761902,0.854149318834364
bgp,p17,0.836428571428572,0.910559523809524,0.918587472380928
bgp,p18,0.811290322580645,0.922340136054419,0.87959993376324
bgp,p19,0.787480798771121,0.927128279883382,0.849376311625586
bgp,p20,0.821505376344086,0.922952380952379,0.890084248438027
bgp,p21,0.793189964157706,0.907142857142856,0.874382637654165
bgp,p22,0.804301075268817,0.925442176870747,0.869099221291651
bgp,p23,0.820723362658847,0.935011750154607,0.877767966577038
bgp,p24,0.836251920122888,0.922822157434401,0.906189684963577
bgp,p25,0.824193548387097,0.937156462585033,0.879462054941881
bgp,pb1,0.811290322580645,0.920421768707479,0.881433219164206
bgp,pb2,0.780396825396825,0.914977991196474,0.852913220761011
bgp,pb3,0.789247311827957,0.926843537414964,0.851543200084479
bgp,pb4,0.811290322580645,0.922612244897957,0.879340510671821
bgp,pb5,0.818817204301075,0.919013605442176,0.89097397410902
bgp,pb6,0.783870967741936,0.916095238095236,0.855665366596356
bgp,pb7,0.800952380952381,0.932737094837933,0.85871183357573
bgp,pb8,0.804531490015361,0.933434402332362,0.861904690897494
bgp,pb9,0.797004608294931,0.913771622934886,0.872214225404682
bgp,pes,0.604285714285714,0.901090136054423,0.670616279223388
bgp,prc,0.71875,0.9088955026455,0.7907949790795
bgp,prs,0.673095238095238,0.935193877551021,0.719738713279286
bgp,ps1,0.817204301075269,0.925979591836731,0.882529494472227
bgp,ps2,0.821551724137931,0.935151515151512,0.878522582519501
bgp,ps3,0.815860215053764,0.924306122448979,0.882673169893234
bgp,ps4,0.819379276637341,0.927395176252319,0.883527645624081
bgp,ps5,0.827688172043011,0.929578231292515,0.890391087248426
bgp,pt1,0.742204301075269,0.924489795918366,0.802825844430204
bgp,pt2,0.733602150537635,0.920455782312923,0.796998796285725
bgp,pt3,0.765860215053764,0.937081632653061,0.817282281891989
bgp,pt4,0.756720430107527,0.927149659863944,0.816179375203107
bgp,pt5,0.756720430107527,0.919027210884352,0.823392845331922
bgp,sdh,0.627536231884058,0.866317373103084,0.724372212040802
bgp,sgh,0.766428571428571,0.93797619047619,0.817108770148496
bgp,siy,0.701054067460318,0.886185122197021,0.791092120484117
bgp,sqo,0.695333333333333,0.915747126436778,0.75930714196059
bgp,srz,0.659238095238095,0.902800844475719,0.73021430947036
bgp,tgk,0.582380952380952,0.87764285714286,0.66357396706546
bgp,tly,0.726428571428572,0.941910714285715,0.771228695470833
bgp,vaf,0.649382716049383,0.912600907029476,0.711573603584429
bgp,wb1,0.872727272727273,0.932637362637359,0.935762717310971
bgp,wb2,0.878260869565217,0.931834215167545,0.942507642743409
bgp,wb3,0.846376811594203,0.933835978835976,0.906344187604775
bgp,wb5,0.857971014492754,0.929691358024688,0.922855748939822
bgp,wne,0.756182795698925,0.911877551020405,0.829259142143312
bgp,yah,0.790625,0.909568854568852,0.869230510728918
bgp,yai,0.734803921568627,0.939974707831851,0.78172733313594
bgp,ydg,0.771774193548387,0.925979591836732,0.833467821917684
bgp,zum,0.625808913308913,0.86957445200302,0.719672607523593
bql,av1,0.782983193277311,0.904846317181844,0.865321744045909
bql,av2,0.821354166666667,0.913716931216927,0.898915340851518
bql,bcc,0.731423611111111,0.910832475994511,0.803027593315106
bql,bgn,0.76264367816092,0.920066550925924,0.828900558762213
bql,bgp,0.716397849462366,0.911593915343912,0.785873882442595
bql,ckb,0.665702479338843,0.9000091000091,0.739661942676037
bql,diq,0.721538800705468,0.9075176366843,0.795068626260176
bql,fay,0.478878648233487,0.899951369436663,0.532116139267889
bql,glk,0.71863711001642,0.921666253306876,0.779715116440467
bql,gzi,0.646296296296296,0.918223905723903,0.703854792134576
bql,hac,0.809238095238095,0.907040229885054,0.892174424656607
bql,jdt,0.706911375661375,0.917968502690726,0.770082386911201
bql,kfm,0.578030303030303,0.907487922705312,0.636956469136401
bql,kiu,0.784934318555008,0.919978711970899,0.853209219236626
bql,kmr,0.740046296296296,0.920653935185188,0.803826788778605
bql,lrl,0.481770833333333,0.89796535126396,0.536513833919316
bql,lsa,0.610285714285714,0.911406368102794,0.669608788839275
bql,luz,0.366428571428571,0.891023662551438,0.411244489713445
bql,mnj,0.828499278499278,0.910372260015117,0.91006648037092
bql,ntz,0.65311986863711,0.913868220899467,0.714676201339272
bql,oru,0.843434343434343,0.914298941798939,0.922492966878901
bql,os1,0.89537037037037,0.926192129629631,0.966722067405619
bql,os2,0.878858024691358,0.928433641975308,0.946602950342822
bql,p10,0.857070707070707,0.921838624338623,0.929740503860549
bql,p11,0.824747474747475,0.928333333333332,0.888417387519723
bql,p12,0.845833333333333,0.92135076252723,0.918036178765668
bql,p13,0.82979797979798,0.927764550264549,0.894405783839624
bql,p14,0.794444444444444,0.924523809523808,0.859301227573183
bql,p15,0.826262626262626,0.926150793650792,0.892146972098985
bql,p16,0.815151515151515,0.925132275132273,0.881118881118883
bql,p17,0.849537037037037,0.926006944444444,0.917419725773995
bql,p18,0.840909090909091,0.9290873015873,0.905091576940551
bql,p19,0.836796536796537,0.917974300831445,0.911568587528668
bql,p20,0.837373737373737,0.928492063492063,0.901864184196008
bql,p21,0.832154882154882,0.922226631393296,0.902332305127283
bql,p22,0.823232323232323,0.927050264550263,0.888012608066829
bql,p23,0.851056014692378,0.923870851370852,0.921185048136944
bql,p24,0.861832611832612,0.921693121693121,0.935053752217932
bql,p25,0.837878787878788,0.920939153439153,0.909809062574672
bql,pb1,0.840909090909091,0.929312169312169,0.904872569926089
bql,pb2,0.818154761904762,0.92427637721755,0.885184109506014
bql,pb3,0.826262626262626,0.927526455026455,0.890823783823028
bql,pb4,0.840909090909091,0.928994708994708,0.905181787115949
bql,pb5,0.838383838383838,0.925753968253967,0.905622732533445
bql,pb6,0.818181818181818,0.923941798941798,0.88553393635713
bql,pb7,0.832217261904762,0.928306878306877,0.896489384440013
bql,pb8,0.831240981240981,0.925357142857144,0.898292067724718
bql,pb9,0.827994227994228,0.924164777021919,0.895937876644037
bql,pes,0.533664021164021,0.90633597883598,0.588814781301536
bql,prc,0.6734375,0.899755658436212,0.748467090688203
bql,prs,0.619808201058201,0.914573412698413,0.67770196733522
bql,ps1,0.842929292929293,0.922182539682538,0.91405904650881
bql,ps2,0.841397849462366,0.922586980920312,0.911998398918488
bql,ps3,0.82020202020202,0.918994708994708,0.892499175647314
bql,ps4,0.844995408631772,0.920786435786436,0.917688810120306
bql,ps5,0.853030303030303,0.920853174603173,0.926347789806885
bql,pt1,0.777272727272727,0.916415343915343,0.848166426319167
bql,pt2,0.797474747474747,0.919814814814813,0.866994893570293
bql,pt3,0.813131313131313,0.923134920634919,0.88083691230319
bql,pt4,0.802020202020202,0.921441798941798,0.870397026639401
