L1,L2,Score,Score_distance,cluster_number
ro3,ca2,2.58371439596575,0.770553732118564,2
ca4,pm1,2.58462021417906,0.770473250183068,2
pm1,ca4,2.58462021417906,0.770473250183068,2
li3,ca2,2.58515108745767,0.77042608209974,2
ca2,li3,2.58515108745771,0.770426082099736,2
pm1,ca2,2.58652942735387,0.770303616619374,2
ca2,pm1,2.58652942735389,0.770303616619372,2
ro2,ast,2.58687659215415,0.770272771031758,2
ast,ro2,2.58687659215417,0.770272771031756,2
ca6,ro3,2.5873488423528,0.770230811608258,2
ro3,ca6,2.5873488423528,0.770230811608258,2
ca4,pm2,2.58772645516421,0.770197260715282,2
pm2,ca4,2.58772645516421,0.770197260715282,2
pm1,ca6,2.58776971594607,0.770193416995423,2
ca6,pm1,2.58776971594609,0.770193416995422,2
fro,pm5,2.59376078399681,0.769661110683487,2
pm5,fro,2.59376078399687,0.769661110683482,2
pm3,ca4,2.59427498886599,0.769615423588102,2
ca4,pm3,2.59427498886601,0.7696154235881,2
ca5,ro3,2.59595081359639,0.769466526584406,2
ro3,ca5,2.59595081359641,0.769466526584405,2
fra,pm2,2.59878239668519,0.769214940466843,2
pm2,fra,2.59878239668522,0.769214940466841,2
eg2,fro,2.60230547923327,0.768901914632062,2
fro,eg2,2.60230547923327,0.768901914632062,2
lat,ll2,2.60350190488233,0.768795612229992,2
ll2,lat,2.60350190488233,0.768795612229992,2
por,ron,2.60398244873451,0.768752915915493,2
ron,por,2.60398244873458,0.768752915915487,2
ron,ca1,2.60606058710093,0.768568273350903,2
ca1,ron,2.60606058710104,0.768568273350893,2
ca4,ro3,2.61515432671796,0.767760294713996,2
ro3,ca4,2.61515432671798,0.767760294713994,2
lm2,glg,2.62065226650539,0.76727180284131,2
glg,lm2,2.62065226650541,0.767271802841308,2
ca1,ll1,2.62286874979189,0.767074868332519,2
ll1,ca1,2.62286874979189,0.767074868332519,2
glg,pm2,2.62580259452749,0.766814196269078,2
pm2,glg,2.62580259452749,0.766814196269078,2
ro2,por,2.62654531664092,0.76674820541976,2
por,ro2,2.62654531664094,0.766748205419758,2
ro3,src,2.62727123438342,0.766683707638562,2
src,ro3,2.62727123438345,0.766683707638559,2
ita,fra,2.62981416666438,0.76645776814121,2
fra,ita,2.62981416666447,0.766457768141202,2
fur,lm1,2.6333408678111,0.76614442079399,2
lm1,fur,2.63334086781114,0.766144420793987,2
pm2,ca2,2.6346788119445,0.76602554447658,2
ca2,pm2,2.63467881194452,0.766025544476578,2
sro,ro4,2.63651634101519,0.765862280044527,2
ro4,sro,2.63651634101522,0.765862280044524,2
ll1,ca5,2.64084282904226,0.765477871644251,2
ca5,ll1,2.6408428290423,0.765477871644248,2
li3,ro3,2.64118895761597,0.765447118125352,2
ro3,li3,2.641188957616,0.765447118125349,2
ito,rup,2.64226355917988,0.765351639791532,2
rup,ito,2.64226355917988,0.765351639791532,2
fro,spa,2.64682912710429,0.764945989145744,2
spa,fro,2.64682912710433,0.764945989145741,2
sc1,pr1,2.64807590538782,0.764835212912811,2
pr1,sc1,2.64807590538786,0.764835212912807,2
sro,ast,2.64925651933239,0.764730315380463,2
ast,sro,2.64925651933242,0.76473031538046,2
dlm,pm5,2.65017296663109,0.764648889050879,2
pm5,dlm,2.65017296663111,0.764648889050877,2
ast,ro3,2.65197032136763,0.76448919410785,2
ro3,ast,2.65197032136766,0.764489194107847,2
ll1,ca2,2.65272806388547,0.764421868695811,2
ca2,ll1,2.65272806388549,0.764421868695809,2
glg,pm4,2.6527653742745,0.764418553668271,2
por,lm1,2.65655865762236,0.764081520496234,2
lm1,por,2.6565586576224,0.76408152049623,2
ca6,pm2,2.6583057297874,0.763926293158974,2
pm2,ca6,2.6583057297874,0.763926293158974,2
fur,glg,2.66066499033992,0.763716672892108,2
glg,fur,2.66066499033994,0.763716672892106,2
li3,ro2,2.66623704072847,0.763221596293556,2
ro2,li3,2.66623704072847,0.763221596293556,2
ron,sc1,2.66644067142896,0.763203503708685,2
sc1,ron,2.66644067142902,0.76320350370868,2
sc4,qbb,2.6703673678067,0.762854616790822,2
qbb,sc4,2.67036736780672,0.762854616790821,2
pm1,por,2.67062231892404,0.762831964387637,2
por,pm1,2.67062231892404,0.762831964387637,2
pm1,src,2.67257141652068,0.762658787093625,2
src,pm1,2.67257141652068,0.762658787093625,2
pcd,win,2.67299771525633,0.762620910456966,2
win,pcd,2.67299771525639,0.76262091045696,2
ast,fro,2.67314778859085,0.762607576443307,2
fro,ast,2.67314778859085,0.762607576443307,2
pm2,ast,2.67900034891308,0.762087576541098,2
ast,pm2,2.6790003489131,0.762087576541096,2
ll1,glg,2.68082269306386,0.761925661288965,2
glg,ll1,2.6808226930639,0.761925661288962,2
li2,ro2,2.68411464814471,0.761633171126392,2
ro2,li2,2.68411464814471,0.761633171126392,2
eg1,ast,2.68434332577245,0.761612853122388,2
ast,eg1,2.68434332577251,0.761612853122382,2
ca6,ro2,2.68575941882123,0.761487033274946,2
ro2,ca6,2.68575941882125,0.761487033274944,2
pm2,ca5,2.69226488149487,0.760909023008009,2
ca5,pm2,2.69226488149489,0.760909023008007,2
dlm,ca6,2.69255067686775,0.760883630093154,2
ca6,dlm,2.69255067686777,0.760883630093152,2
itg,fro,2.69597106202425,0.760579728920168,2
fro,itg,2.69597106202427,0.760579728920166,2
fur,spa,2.6978387771777,0.760413782455087,2
spa,fur,2.69783877717772,0.760413782455085,2
glg,pm3,2.69928032710392,0.760285700764443,2
pm3,glg,2.69928032710392,0.760285700764443,2
pr1,src,2.70039717230934,0.76018646908367,2
src,pr1,2.70039717230934,0.76018646908367,2
ca3,pm4,2.70345867704461,0.759914454431056,2
ll2,lm1,2.70597562844279,0.759690823334774,2
lm1,ll2,2.70597562844284,0.759690823334769,2
lat,dlm,2.70716652227754,0.759585012434328,2
dlm,lat,2.70716652227757,0.759585012434325,2
qbb,ve2,2.70804805781376,0.759506688014349,2
ve2,qbb,2.70804805781379,0.759506688014346,2
sc1,lm1,2.70828743576862,0.759485419286431,2
lm1,sc1,2.7082874357687,0.759485419286424,2
fro,sc4,2.71019744781249,0.759315714743232,2
sc4,fro,2.71019744781249,0.759315714743232,2
lat,spa,2.71056923836586,0.759282681157801,2
spa,lat,2.71056923836597,0.759282681157791,2
pm2,ca3,2.71177049735843,0.759175949313228,2
ca3,pm2,2.71177049735845,0.759175949313226,2
lat,ast,2.71662128484351,0.758744956913492,2
ast,lat,2.71662128484362,0.758744956913482,2
lat,ve2,2.7200991708927,0.758435946787,2
ve2,lat,2.72009917089274,0.758435946786997,2
sc4,ca3,2.72117370204931,0.758340474708868,2
ca3,sc4,2.72117370204934,0.758340474708865,2
ll1,ca6,2.72148661369192,0.758312672513829,2
ca6,ll1,2.72148661369196,0.758312672513825,2
li2,ca3,2.72159079677827,0.758303415848074,2
ca3,li2,2.7215907967783,0.758303415848071,2
pr1,eg4,2.72186203529757,0.758279316309454,2
eg4,pr1,2.72186203529759,0.758279316309452,2
ca4,pm4,2.72301477437297,0.758176895458838,2
eg3,fro,2.72708059096321,0.757815647712054,2
fro,eg3,2.72708059096321,0.757815647712054,2
ast,pm5,2.73236865674596,0.757345803141728,2
por,li3,2.73657778943505,0.756971821761579,2
li3,por,2.73657778943508,0.756971821761577,2
spa,pm5,2.73716482762347,0.756919663426805,2
pm5,spa,2.73716482762352,0.756919663426801,2
pr1,eg2,2.73899987520658,0.756756619474889,2
eg2,pr1,2.73899987520661,0.756756619474886,2
pm3,ca5,2.73991268235716,0.756675516572415,2
ca5,pm3,2.7399126823572,0.756675516572411,2
ast,pm4,2.74181045824854,0.756506899211192,2
ve1,ro3,2.74393468245398,0.756318161920454,2
ro3,ve1,2.74393468245408,0.756318161920445,2
ll2,ca2,2.75128144986344,0.755665401739587,2
ca2,ll2,2.75128144986346,0.755665401739585,2
pm3,ast,2.75155995910737,0.755640656197186,2
ast,pm3,2.75155995910739,0.755640656197184,2
li1,fro,2.75492238068456,0.755341905087406,2
fro,li1,2.75492238068459,0.755341905087403,2
pr1,lm2,2.75560094831833,0.755281614362701,2
lm2,pr1,2.75560094831835,0.7552816143627,2
pm3,ca2,2.75715249989858,0.755143759026647,2
ca2,pm3,2.7571524998986,0.755143759026645,2
src,pm5,2.75888342929466,0.754989965974181,2
pm5,src,2.75888342929476,0.754989965974172,2
eg2,ro3,2.76043606451594,0.754852014356636,2
ro3,eg2,2.76043606451596,0.754852014356635,2
ro4,ast,2.76208859447999,0.754705187092603,2
ast,ro4,2.76208859448007,0.754705187092596,2
glg,ll2,2.7643508879504,0.754504182349617,2
ll2,glg,2.76435088795041,0.754504182349616,2
ro1,ca3,2.7655744600273,0.754395467987816,2
ca3,ro1,2.76557446002732,0.754395467987814,2
nea,ro3,2.76672420001725,0.7542933136059,2
ro3,nea,2.76672420001729,0.754293313605897,2
ll2,src,2.76714401797346,0.754256012786403,2
src,ll2,2.76714401797346,0.754256012786403,2
pr1,eg3,2.76826966826324,0.754155998774009,2
eg3,pr1,2.76826966826326,0.754155998774007,2
ro2,pm4,2.77026780118856,0.753978464691733,2
qbb,ve3,2.7708671702756,0.753925210756791,2
ve3,qbb,2.77086717027565,0.753925210756786,2
sc1,qbb,2.77112968294704,0.75390188650963,2
qbb,sc1,2.77112968294706,0.753901886509629,2
pm4,sc1,2.77122105212689,0.753893768359287,2
eg4,ro3,2.77196777357667,0.75382742216899,2
ro3,eg4,2.77196777357669,0.753827422168989,2
ll2,spa,2.77310409050934,0.753726460425525,2
spa,ll2,2.77310409050936,0.753726460425524,2
li2,dlm,2.77346959363252,0.753693985478178,2
dlm,li2,2.77346959363256,0.753693985478175,2
ca5,ro2,2.77368526480637,0.753674823097419,2
ro2,ca5,2.77368526480639,0.753674823097417,2
pm3,ca6,2.77661560524182,0.753414462390997,2
ca6,pm3,2.77661560524184,0.753414462390995,2
ro4,ca3,2.77739061095334,0.753345603144443,2
ca3,ro4,2.77739061095336,0.753345603144441,2
pm3,ca3,2.78004295430257,0.753109942475216,2
ca3,pm3,2.78004295430259,0.753109942475215,2
fro,fur,2.78090693726225,0.753033177601416,2
fur,fro,2.78090693726225,0.753033177601416,2
pr1,itg,2.78134295859408,0.752994437112224,2
itg,pr1,2.7813429585941,0.752994437112222,2
itf,ro1,2.78191680292897,0.75294345105115,2
ro1,itf,2.78191680292897,0.75294345105115,2
pm1,pr1,2.7832636260045,0.752823785839856,2
pr1,pm1,2.78326362600452,0.752823785839855,2
itf,ro4,2.78366334172985,0.752788271103288,2
ro4,itf,2.78366334172985,0.752788271103288,2
dlm,ca5,2.7869245126968,0.752498516108801,2
ca5,dlm,2.78692451269682,0.7524985161088,2
glg,pm5,2.78729298638418,0.752465777226867,2
pm5,glg,2.7872929863842,0.752465777226865,2
ca1,lm1,2.78931751263641,0.752285898097868,2
lm1,ca1,2.78931751263641,0.752285898097868,2
fro,pm4,2.79015871628253,0.752211157165756,2
fur,ro3,2.79079035099545,0.752155036430409,2
ro3,fur,2.79079035099547,0.752155036430407,2
ca1,pm1,2.79105831104295,0.752131228183962,2
pm1,ca1,2.79105831104295,0.752131228183962,2
dlm,ast,2.79333173187719,0.751929234774856,2
ast,dlm,2.79333173187722,0.751929234774853,2
eg1,ro4,2.79438586146885,0.751835575375482,2
ro4,eg1,2.79438586146891,0.751835575375477,2
ca4,ro2,2.79512009909729,0.751770338372536,2
ro2,ca4,2.79512009909731,0.751770338372534,2
ll1,spa,2.79870930373742,0.751451437590807,2
spa,ll1,2.7987093037375,0.751451437590799,2
ro3,pm4,2.79982209004821,0.751352566542764,2
fro,sc2,2.80012913630057,0.751325285487566,2
sc2,fro,2.80012913630066,0.751325285487558,2
li1,ro3,2.80012995162511,0.751325213045992,2
ro3,li1,2.80012995162513,0.75132521304599,2
fra,pr2,2.8027255311224,0.751094595844211,2
pr2,fra,2.80272553112246,0.751094595844206,2
li3,fur,2.80393424439724,0.750987201686764,2
fur,li3,2.80393424439726,0.750987201686762,2
ve3,ron,2.80708145721976,0.750707571871805,2
ron,ve3,2.80708145721979,0.750707571871802,2
ll2,fro,2.80777674373452,0.75064579567476,2
fro,ll2,2.80777674373456,0.750645795674757,2
src,li2,2.80808102501405,0.750618760287359,2
li2,src,2.80808102501406,0.750618760287358,2
src,ll1,2.80960194010973,0.750483627002527,2
ll1,src,2.80960194010979,0.750483627002522,2
ll1,por,2.81031331960303,0.750420420944566,2
por,ll1,2.81031331960303,0.750420420944566,2
ll2,ca3,2.81093946925794,0.750364787556545,2
ca3,ll2,2.81093946925796,0.750364787556543,2
sro,ca5,2.81206716265772,0.750264592013856,2
ca5,sro,2.81206716265775,0.750264592013853,2
fro,pm2,2.81229435133384,0.750244406303182,2
pm2,fro,2.81229435133386,0.75024440630318,2
glg,ro2,2.81380622068708,0.750110076732438,2
ro2,glg,2.81380622068713,0.750110076732433,2
fro,pm3,2.81491235342362,0.750011796854374,2
pm3,fro,2.81491235342362,0.750011796854374,2
dlm,ca2,2.81507777631787,0.749997099032549,2
ca2,dlm,2.8150777763179,0.749997099032547,2
eg4,fro,2.81563679677973,0.749947430072386,2
fro,eg4,2.81563679677973,0.749947430072386,2
ro2,ca2,2.82481144643527,0.749132262579697,2
ca2,ro2,2.8248114464353,0.749132262579694,2
src,ca2,2.82512805782305,0.749104131662351,2
ca2,src,2.8251280578231,0.749104131662347,2
por,ro1,2.82738139615963,0.74890392258288,2
ro1,por,2.82738139615966,0.748903922582877,2
lm2,dlm,2.82791367804113,0.748856629345205,2
dlm,lm2,2.82791367804115,0.748856629345203,2
src,ast,2.82830175980294,0.748822148286133,2
ast,src,2.82830175980295,0.748822148286132,2
eg3,ro3,2.82852330080199,0.748802464371488,2
ro3,eg3,2.82852330080201,0.748802464371486,2
sro,dlm,2.82922396733176,0.748740210160185,2
dlm,sro,2.8292239673318,0.748740210160181,2
sro,spa,2.83259517724707,0.748440678206686,2
spa,sro,2.83259517724712,0.748440678206682,2
ll1,pm1,2.83348916340707,0.74836124754896,2
pm1,ll1,2.83348916340707,0.74836124754896,2
pm1,lm1,2.83596536796846,0.748141236808553,2
lm1,pm1,2.8359653679685,0.748141236808549,2
ca4,li2,2.83661567764311,0.748083456803118,2
li2,ca4,2.83661567764313,0.748083456803116,2
ca4,sro,2.8373289039195,0.748020086658505,2
sro,ca4,2.8373289039195,0.748020086658505,2
por,pm3,2.83856451417202,0.74791030270497,2
pm3,por,2.83856451417205,0.747910302704967,2
sc4,ro2,2.83930439873476,0.74784456397199,2
ro2,sc4,2.83930439873482,0.747844563971985,2
eg1,ro1,2.84068926633953,0.747721518504809,2
ro1,eg1,2.8406892663396,0.747721518504803,2
ca2,pm4,2.84093674422144,0.747699530098487,2
fur,ro2,2.84119899838347,0.747676228819884,2
ro2,fur,2.84119899838347,0.747676228819884,2
fro,src,2.84372288047232,0.747451981931833,2
src,fro,2.84372288047235,0.74745198193183,2
eg1,ca3,2.84606191480679,0.747244158764156,2
ca3,eg1,2.84606191480692,0.747244158764144,2
ito,ruq,2.84638786442212,0.747215198145424,2
ruq,ito,2.84638786442215,0.747215198145422,2
pm3,ro2,2.84729489068263,0.747134608874951,2
ro2,pm3,2.84729489068265,0.74713460887495,2
ca3,fur,2.8484034712618,0.747036111506104,2
fur,ca3,2.8484034712618,0.747036111506104,2
li1,ca3,2.84884012872895,0.746997314496297,2
ca3,li1,2.848840128729,0.746997314496293,2
qbb,ve1,2.85020290852687,0.746876231530444,2
ve1,qbb,2.85020290852691,0.74687623153044,2
lm1,ro1,2.85052193295073,0.746847886214877,2
ro1,lm1,2.85052193295075,0.746847886214875,2
pm4,pr1,2.85087566894205,0.74681645677703,2
pm2,pr1,2.85100763406639,0.746804731677591,2
pr1,pm2,2.8510076340664,0.74680473167759,2
sc4,pr1,2.85294125765828,0.746632929248682,2
pr1,sc4,2.85294125765832,0.746632929248679,2
ll2,pr1,2.85353002874768,0.746580616945681,2
pr1,ll2,2.85353002874768,0.746580616945681,2
src,spa,2.85368528055088,0.746566822825153,2
spa,src,2.85368528055092,0.746566822825149,2
li3,ro4,2.85512656052442,0.746438765119801,2
ro4,li3,2.85512656052445,0.746438765119799,2
ca6,eg1,2.85685640602513,0.746285068371424,2
eg1,ca6,2.85685640602513,0.746285068371424,2
ca4,eg1,2.85833256116127,0.746153912008367,2
eg1,ca4,2.85833256116127,0.746153912008367,2
ll1,pr1,2.86090171474817,0.745925642748352,2
pr1,ll1,2.86090171474817,0.745925642748352,2
pm1,dlm,2.86370263319554,0.745676781183748,2
dlm,pm1,2.86370263319556,0.745676781183746,2
fro,ro3,2.86397884378154,0.745652239877072,2
ro3,fro,2.86397884378158,0.745652239877068,2
ve1,fro,2.86498057967712,0.745563235656857,2
fro,ve1,2.86498057967714,0.745563235656855,2
ca5,pm4,2.86714215262446,0.745371179930927,2
fur,ca5,2.87060153787939,0.745063813599745,2
ca5,fur,2.87060153787941,0.745063813599743,2
src,ca5,2.87070530773653,0.745054593649399,2
ca5,src,2.87070530773655,0.745054593649398,2
eg1,glg,2.87148964647035,0.744984905163945,2
glg,eg1,2.87148964647037,0.744984905163943,2
fur,ca4,2.87160952960105,0.744974253549471,2
ca4,fur,2.87160952960107,0.744974253549469,2
ast,ro1,2.87771097695046,0.744432140038402,2
ro1,ast,2.87771097695046,0.744432140038402,2
fur,src,2.88169490846095,0.7440781677798,2
src,fur,2.88169490846095,0.7440781677798,2
ca4,ro1,2.88460752089781,0.743819382205803,2
ro1,ca4,2.88460752089784,0.743819382205801,2
ca2,li2,2.88579297754629,0.743714054399281,2
li2,ca2,2.88579297754629,0.743714054399281,2
qbb,glg,2.88734375608158,0.74357626774826,2
glg,qbb,2.88734375608167,0.743576267748252,2
ll2,ca5,2.88831301448151,0.743490149153076,2
ca5,ll2,2.88831301448153,0.743490149153074,2
ca5,eg1,2.89106048003884,0.743246036876999,2
eg1,ca5,2.89106048003884,0.743246036876999,2
dlm,eg1,2.89551656783541,0.742850113539029,2
eg1,dlm,2.89551656783541,0.742850113539029,2
dlm,ca1,2.89592424260163,0.742813891641791,2
ca1,dlm,2.89592424260167,0.742813891641788,2
fur,pm3,2.89642426108358,0.742769465006712,2
pm3,fur,2.89642426108359,0.742769465006711,2
fro,dlm,2.89754179510393,0.742670172124742,2
dlm,fro,2.89754179510398,0.742670172124738,2
eg4,dlm,2.89912142632457,0.742529821913034,2
dlm,eg4,2.89912142632461,0.74252982191303,2
ca4,ll2,2.89953248281843,0.742493299549343,2
ll2,ca4,2.89953248281843,0.742493299549343,2
ito,lm1,2.90066961374439,0.742392265482586,2
lm1,ito,2.90066961374444,0.742392265482581,2
pm3,src,2.9031705142032,0.74217006051204,2
src,pm3,2.9031705142032,0.74217006051204,2
ca6,pm4,2.90470298339725,0.742033900645731,2
ca6,li2,2.90493423473436,0.742013353967685,2
li2,ca6,2.90493423473436,0.742013353967685,2
ve2,fro,2.90525179532974,0.741985138713258,2
fro,ve2,2.90525179532976,0.741985138713256,2
pr1,pm5,2.90676482052889,0.741850706445621,2
pm5,pr1,2.90676482052891,0.741850706445619,2
sro,eg2,2.90728815127784,0.741804208515947,2
eg2,sro,2.90728815127786,0.741804208515945,2
lm2,sc2,2.90796860154413,0.74174375051937,2
sc2,lm2,2.90796860154413,0.74174375051937,2
fur,pm2,2.90982140963017,0.741579128547018,2
pm2,fur,2.90982140963019,0.741579128547016,2
li1,src,2.91049143946265,0.741519596405838,2
src,li1,2.91049143946265,0.741519596405838,2
sro,ca6,2.91100722990851,0.741473768431988,2
ca6,sro,2.91100722990857,0.741473768431982,2
ll1,lm1,2.9139928046461,0.741208500158598,2
lm1,ll1,2.9139928046461,0.741208500158598,2
pm2,ro2,2.91845271898756,0.740812236832168,2
ro2,pm2,2.91845271898756,0.740812236832168,2
li2,ast,2.91894230133068,0.740768737447877,2
ast,li2,2.91894230133072,0.740768737447873,2
itf,sro,2.92149084987677,0.740542298945448,2
sro,itf,2.92149084987677,0.740542298945448,2
glg,fro,2.92317514931384,0.740392648964184,2
fro,glg,2.92317514931386,0.740392648964182,2
ca1,ro3,2.92640113358208,0.740106020307382,2
ro3,ca1,2.92640113358212,0.740106020307378,2
dlm,sc4,2.92718102953996,0.740036726562507,2
sc4,dlm,2.92718102953999,0.740036726562505,2
ca5,li2,2.92757772177063,0.740001480463399,2
li2,ca5,2.92757772177063,0.740001480463399,2
eg2,ca3,2.92824776331907,0.739941947281256,2
ca3,eg2,2.92824776331909,0.739941947281255,2
ro2,sc1,2.93144540225402,0.739657837106918,2
sc1,ro2,2.93144540225402,0.739657837106918,2
src,pm4,2.93201868620163,0.739606900836246,2
pr1,ito,2.93389324177286,0.739440346600142,2
ito,pr1,2.93389324177288,0.73944034660014,2
ro4,dlm,2.93602584809844,0.739250864558147,2
dlm,ro4,2.93602584809846,0.739250864558146,2
ca6,ro1,2.93617776046029,0.739237367146936,2
ro1,ca6,2.93617776046034,0.739237367146932,2
ro4,fur,2.93620402803599,0.739235033273205,2
fur,ro4,2.93620402803601,0.739235033273204,2
li2,spa,2.93725699226977,0.739141477415863,2
spa,li2,2.93725699226981,0.739141477415859,2
fur,lm2,2.93826385029151,0.739052018094811,2
lm2,fur,2.93826385029153,0.739052018094809,2
itf,ast,2.93876594454299,0.739007407027638,2
ast,itf,2.93876594454301,0.739007407027636,2
ca5,ro1,2.93952603201574,0.738939873266388,2
ro1,ca5,2.93952603201576,0.738939873266386,2
pm1,ro2,2.94138042776595,0.738775110230097,2
ro2,pm1,2.94138042776597,0.738775110230095,2
pm3,pr1,2.94172583850815,0.738744420490517,2
pr1,pm3,2.94172583850817,0.738744420490515,2
eg4,ro2,2.94271855173605,0.738656217934198,2
ro2,eg4,2.94271855173607,0.738656217934197,2
eg4,spa,2.94281427491121,0.738647712931433,2
spa,eg4,2.94281427491123,0.738647712931432,2
fur,pm4,2.94289415930141,0.738640615204489,2
ll1,ro3,2.94388296589842,0.73855275975227,2
ro3,ll1,2.94388296589846,0.738552759752267,2
lm1,sc2,2.9453361039047,0.738423648460877,2
sc2,lm1,2.9453361039047,0.738423648460877,2
ca3,pm5,2.94623644808229,0.738343652893377,2
pm5,ca3,2.94623644808231,0.738343652893376,2
eg3,sro,2.94637663370272,0.738331197402976,2
sro,eg3,2.94637663370272,0.738331197402976,2
pr1,pm4,2.95129247659492,0.737894424831234,2
ve3,ca3,2.95223647346048,0.737810550723023,2
ca3,ve3,2.95223647346053,0.737810550723019,2
ro1,src,2.9537003821575,0.737680482455909,2
src,ro1,2.9537003821575,0.737680482455909,2
qbb,itf,2.95424415215448,0.737632168499335,2
itf,qbb,2.95424415215453,0.737632168499331,2
li1,ro2,2.95585857811752,0.737488726775255,2
ro2,li1,2.95585857811757,0.73748872677525,2
ca6,pm5,2.95810106248157,0.73728948207109,2
pm5,ca6,2.9581010624816,0.737289482071087,2
qbb,sro,2.9589127813081,0.737217360864784,2
sro,qbb,2.95891278130817,0.737217360864778,2
pm3,ro3,2.95930412988608,0.737182589549142,2
ro3,pm3,2.9593041298861,0.73718258954914,2
pm4,ro3,2.95972154051202,0.737145502620905,2
dlm,ro3,2.96006432832094,0.73711504592891,2
ro3,dlm,2.96006432832096,0.737115045928908,2
dlm,ll1,2.9606153820873,0.73706608480953,2
ll1,dlm,2.96061538208736,0.737066084809524,2
ast,ll2,2.96195186904883,0.736947337961819,2
ll2,ast,2.96195186904885,0.736947337961817,2
ll1,fro,2.96424756693238,0.736743365237196,2
fro,ll1,2.96424756693243,0.736743365237191,2
ca3,itf,2.96505229429571,0.736671865222297,2
itf,ca3,2.96505229429574,0.736671865222294,2
pm2,src,2.9660749392608,0.736581003231551,2
src,pm2,2.9660749392608,0.736581003231551,2
fur,ca2,2.9680710194365,0.73640365153605,2
ca2,fur,2.96807101943654,0.736403651536047,2
pm1,ro1,2.96954172903649,0.736272979008803,2
ro1,pm1,2.96954172903649,0.736272979008803,2
li1,pr1,2.96978897596198,0.736251011122955,2
pr1,li1,2.96978897596199,0.736251011122954,2
ll2,pm1,2.97062908743176,0.736176367230696,2
pm1,ll2,2.97062908743176,0.736176367230696,2
lat,sro,2.97135859474545,0.736111550516149,2
sro,lat,2.97135859474555,0.73611155051614,2
eg3,dlm,2.97298433896226,0.73596710316538,2
dlm,eg3,2.97298433896228,0.735967103165379,2
eg1,sro,2.97334416643437,0.735935132499551,2
sro,eg1,2.97334416643452,0.735935132499537,2
ron,sro,2.97599771552316,0.735699364700381,2
sro,ron,2.97599771552316,0.735699364700381,2
itf,spa,2.97719085714535,0.735593354084053,2
spa,itf,2.97719085714537,0.735593354084051,2
ve2,ro3,2.97840314054251,0.735485642721288,2
ro3,ve2,2.97840314054258,0.735485642721281,2
fur,li2,2.9802169632637,0.735324484598054,2
li2,fur,2.9802169632637,0.735324484598054,2
eg2,ro2,2.98184154429503,0.735180140596299,2
ro2,eg2,2.98184154429503,0.735180140596299,2
lat,itf,2.98280624260622,0.735094427164935,2
itf,lat,2.98280624260626,0.735094427164932,2
eg1,ca2,2.98500708332073,0.734898882498445,2
ca2,eg1,2.9850070833208,0.734898882498439,2
nea,ruq,2.9900162660728,0.734453816681468,2
ruq,nea,2.9900162660728,0.734453816681468,2
pm2,por,2.99042900948386,0.734417144435208,2
por,pm2,2.99042900948386,0.734417144435208,2
ro4,pm4,2.99048330608353,0.734412320183092,2
ca4,pm5,2.99347574488574,0.734146442037658,2
pm5,ca4,2.99347574488576,0.734146442037656,2
li1,ca4,2.99357415522704,0.734137698280219,2
ca4,li1,2.99357415522706,0.734137698280217,2
ca6,ll2,2.99397558235008,0.73410203148599,2
ll2,ca6,2.99397558235008,0.73410203148599,2
dlm,ca4,2.9979484926114,0.733749038465222,2
ca4,dlm,2.99794849261142,0.733749038465221,2
ron,itg,2.99910157359555,0.733646587236019,2
itg,ron,2.99910157359557,0.733646587236018,2
rup,ita,2.99920513854496,0.733637385491723,2
ita,rup,2.99920513854498,0.733637385491721,2
ve1,dlm,2.99999170017647,0.73356749950184,2
dlm,ve1,2.99999170017649,0.733567499501838,2
fur,ca6,3.00018642469865,0.733550198230787,2
ca6,fur,3.00018642469868,0.733550198230784,2
ca2,ro1,3.0002243054569,0.73354683252595,2
ro1,ca2,3.0002243054569,0.73354683252595,2
ca3,fro,3.00463393214721,0.733155037256616,2
fro,ca3,3.00463393214721,0.733155037256616,2
fur,pm5,3.00468652270135,0.733150364586621,2
pm5,fur,3.00468652270137,0.73315036458662,2
sc2,ro2,3.00887352131076,0.73277834981914,2
ro2,sc2,3.00887352131079,0.732778349819138,2
lat,ve3,3.01092251994314,0.732596296319509,2
ve3,lat,3.01092251994316,0.732596296319508,2
fur,pr1,3.01143049815178,0.732551162462825,2
pr1,fur,3.01143049815178,0.732551162462825,2
ve1,ro2,3.01170005000725,0.732527212784263,2
ro2,ve1,3.01170005000731,0.732527212784258,2
lm1,sc3,3.01282040964394,0.732427668846321,2
sc3,lm1,3.01282040964394,0.732427668846321,2
ll1,ast,3.0131057328553,0.73240231788301,2
ast,ll1,3.01310573285536,0.732402317883005,2
lat,ve1,3.01595381428375,0.732149265888201,2
ve1,lat,3.01595381428382,0.732149265888195,2
ll1,ro4,3.01698346090379,0.732057781800511,2
ro4,ll1,3.01698346090383,0.732057781800508,2
sc2,pr1,3.0174694689614,0.732014599991437,2
pr1,sc2,3.01746946896143,0.732014599991434,2
li2,ro1,3.01761402716441,0.732001755997135,2
ro1,li2,3.01761402716444,0.732001755997133,2
pm2,ro3,3.01889892649321,0.731887592709867,2
ro3,pm2,3.01889892649325,0.731887592709863,2
pm4,ca6,3.0303523066409,0.730869960045041,2
lm2,sc1,3.03115916297922,0.730798270870745,2
sc1,lm2,3.03115916297922,0.730798270870745,2
li3,ll2,3.03222658463046,0.730703430472064,2
ll2,li3,3.03222658463046,0.730703430472064,2
