L1,L2,Score_distance
ron,eg2,0.791404254017347
lat,ca5,0.791276146457174
ca5,lat,0.791276146457168
ruq,glg,0.790895217969185
glg,ruq,0.790895217969183
pm4,ca4,0.790663197564761
li3,ca4,0.790602525497796
ca4,li3,0.790602525497792
lat,eg2,0.790480088637036
eg2,lat,0.790480088637033
lat,ca6,0.790400436461602
ca6,lat,0.790400436461596
ca3,li3,0.789669093532305
li3,ca3,0.789669093532303
lat,ca1,0.789006465987509
ca1,lat,0.789006465987499
pm2,spa,0.788720128326724
spa,pm2,0.788720128326723
nea,fra,0.788718212648128
fra,nea,0.788718212648109
li3,spa,0.788448812560201
spa,li3,0.788448812560195
lat,ro4,0.788283727580956
ro4,lat,0.788283727580949
src,ca3,0.788224391095025
ca3,src,0.788224391095023
ron,ve2,0.788223744671429
ve2,ron,0.788223744671429
lat,ro1,0.78803152772368
ro1,lat,0.788031527723672
ca4,lm1,0.787860400385519
lm1,ca4,0.787860400385517
ca3,ro3,0.787859305216527
ro3,ca3,0.787859305216527
pr1,pr2,0.78766040077184
pr2,pr1,0.787660400771838
ron,ve1,0.787494095470572
ve1,ron,0.787494095470572
fro,nea,0.78704589067183
nea,fro,0.787045890671828
lm2,fro,0.787026900370838
fro,lm2,0.787026900370835
li2,fro,0.786822832767659
fro,li2,0.786822832767657
pr1,spa,0.786814664173937
spa,pr1,0.786814664173934
fro,pm1,0.786670603217097
pm1,fro,0.786670603217097
pm4,ca1,0.786187892449621
qbb,ca4,0.785739180332176
ca4,qbb,0.785739180332169
dlm,pr1,0.784756066505362
pr1,dlm,0.784756066505362
dlm,qbb,0.784320261397009
qbb,dlm,0.784320261397009
src,ron,0.783950788651555
ron,src,0.783950788651554
pr1,win,0.783807968641765
win,pr1,0.783807968641764
ll1,ca4,0.783759447711291
ca4,ll1,0.783759447711289
li2,ro3,0.783643838825225
ro3,li2,0.783643838825225
sro,pm5,0.783634085505111
pm5,sro,0.783634085505107
qbb,ast,0.783471905447821
ast,qbb,0.783471905447814
qbb,eg3,0.783441070060272
eg3,qbb,0.783441070060267
qbb,ll2,0.783251857808379
ll2,qbb,0.783251857808374
rup,itg,0.782918091702035
itg,rup,0.782918091702032
fra,pm4,0.782890047724149
li3,ca6,0.782452338832023
ca6,li3,0.782452338832022
li1,ron,0.782329536239551
ron,li1,0.78232953623955
lm1,ca3,0.78229067641726
ca3,lm1,0.782290676417258
fra,ro1,0.782198416869841
ro1,fra,0.782198416869839
lm1,ca2,0.782134077744399
ca2,lm1,0.782134077744398
lat,ca4,0.782088948052022
ca4,lat,0.782088948052015
nea,win,0.781652221985642
win,nea,0.781652221985633
spa,pm4,0.781180849187321
ca6,lm1,0.780833541380011
lm1,ca6,0.78083354138001
eg1,ro2,0.780750192397056
ro2,eg1,0.78075019239705
itf,ro3,0.780744756168905
ro3,itf,0.780744756168905
lm2,ca6,0.780588486614385
ca6,lm2,0.780588486614383
lat,eg3,0.780569744160325
eg3,lat,0.780569744160322
ast,lm2,0.780299444704023
lm2,ast,0.780299444704022
dlm,glg,0.779876324980387
glg,dlm,0.779876324980383
itg,ruq,0.77944843303239
ruq,itg,0.779448433032388
ron,sc2,0.779192159448354
sc2,ron,0.779192159448352
ast,pm1,0.778212370492361
pm1,ast,0.778212370492361
eg1,spa,0.778176307254447
spa,eg1,0.77817630725444
pm1,ca3,0.778157979087643
ca3,pm1,0.77815797908764
spa,ro2,0.777741219234627
ro2,spa,0.777741219234626
pm4,ca5,0.777659088970721
li3,pr1,0.777653234177179
pr1,li3,0.777653234177177
ro2,src,0.777642694577853
src,ro2,0.777642694577848
ca5,pm1,0.777628753485116
pm1,ca5,0.777628753485116
ca5,lm1,0.777337675775087
lm1,ca5,0.777337675775084
ro2,itf,0.777289077090439
itf,ro2,0.777289077090437
por,ro3,0.776701839968932
ro3,por,0.77670183996893
pr1,itf,0.776557663514225
itf,pr1,0.776557663514224
glg,ro3,0.77637586762274
ro3,glg,0.776375867622736
dlm,spa,0.776319950348149
spa,dlm,0.776319950348146
li3,ca5,0.776304263898487
ca5,li3,0.776304263898483
li3,src,0.776190028007332
src,li3,0.776190028007332
qbb,spa,0.775954525050137
spa,qbb,0.77595452505013
ll2,sro,0.775353013210154
sro,ll2,0.775353013210149
fra,pm5,0.775340307458683
pm5,fra,0.775340307458682
ron,sc3,0.775035847379041
sc3,ron,0.77503584737904
fro,li3,0.775022450322088
li3,fro,0.775022450322084
ca4,lm2,0.775010731512979
lm2,ca4,0.775010731512979
li2,sro,0.774958600760823
sro,li2,0.774958600760823
li2,pr1,0.774791537804989
pr1,li2,0.774791537804989
fro,win,0.774783251475133
win,fro,0.774783251475131
qbb,ca2,0.773794379311666
ca2,qbb,0.773794379311657
spa,ro1,0.773697409334813
ro1,spa,0.77369740933481
lm2,ca2,0.773660463603919
ca2,lm2,0.773660463603918
fra,pm3,0.773476246356324
pm3,fra,0.773476246356322
ca3,ro2,0.773458987602517
ro2,ca3,0.773458987602517
lat,ron,0.773297252450547
ron,lat,0.773297252450547
li3,ast,0.772282851485366
ast,li3,0.77228285148536
ron,itf,0.772008938491146
itf,ron,0.772008938491142
lm2,ca5,0.772007624090537
ca5,lm2,0.772007624090536
eg1,ron,0.771947294151297
ron,eg1,0.771947294151291
pm4,fur,0.771789862602335
glg,pm1,0.771753965023559
pm1,glg,0.771753965023559
lat,ca2,0.770907370269837
ca2,lat,0.77090737026983
fur,pm1,0.770835056776712
pm1,fur,0.77083505677671
pr1,ve1,0.770779709074068
ve1,pr1,0.770779709074067
ro4,spa,0.770741075458094
spa,ro4,0.770741075458094
ca2,ro3,0.77055373211857
ro3,ca2,0.770553732118564
ca4,pm1,0.770473250183068
pm1,ca4,0.770473250183068
li3,ca2,0.77042608209974
ca2,li3,0.770426082099736
pm1,ca2,0.770303616619374
ca2,pm1,0.770303616619372
ro2,ast,0.770272771031758
ast,ro2,0.770272771031756
ca6,ro3,0.770230811608258
ro3,ca6,0.770230811608258
ca4,pm2,0.770197260715282
pm2,ca4,0.770197260715282
pm1,ca6,0.770193416995423
ca6,pm1,0.770193416995422
fro,pm5,0.769661110683487
pm5,fro,0.769661110683482
pm3,ca4,0.769615423588102
ca4,pm3,0.7696154235881
ca5,ro3,0.769466526584406
ro3,ca5,0.769466526584405
fra,pm2,0.769214940466843
pm2,fra,0.769214940466841
eg2,fro,0.768901914632062
fro,eg2,0.768901914632062
lat,ll2,0.768795612229992
ll2,lat,0.768795612229992
por,ron,0.768752915915493
ron,por,0.768752915915487
ron,ca1,0.768568273350903
ca1,ron,0.768568273350893
ca4,ro3,0.767760294713996
ro3,ca4,0.767760294713994
lm2,glg,0.76727180284131
glg,lm2,0.767271802841308
ca1,ll1,0.767074868332519
ll1,ca1,0.767074868332519
glg,pm2,0.766814196269078
pm2,glg,0.766814196269078
ro2,por,0.76674820541976
por,ro2,0.766748205419758
ro3,src,0.766683707638562
src,ro3,0.766683707638559
ita,fra,0.76645776814121
fra,ita,0.766457768141202
fur,lm1,0.76614442079399
lm1,fur,0.766144420793987
pm2,ca2,0.76602554447658
ca2,pm2,0.766025544476578
sro,ro4,0.765862280044527
ro4,sro,0.765862280044524
ll1,ca5,0.765477871644251
ca5,ll1,0.765477871644248
li3,ro3,0.765447118125352
ro3,li3,0.765447118125349
ito,rup,0.765351639791532
rup,ito,0.765351639791532
fro,spa,0.764945989145744
spa,fro,0.764945989145741
sc1,pr1,0.764835212912811
pr1,sc1,0.764835212912807
sro,ast,0.764730315380463
ast,sro,0.76473031538046
dlm,pm5,0.764648889050879
pm5,dlm,0.764648889050877
ast,ro3,0.76448919410785
ro3,ast,0.764489194107847
ll1,ca2,0.764421868695811
ca2,ll1,0.764421868695809
glg,pm4,0.764418553668271
por,lm1,0.764081520496234
lm1,por,0.76408152049623
ca6,pm2,0.763926293158974
pm2,ca6,0.763926293158974
fur,glg,0.763716672892108
glg,fur,0.763716672892106
li3,ro2,0.763221596293556
ro2,li3,0.763221596293556
ron,sc1,0.763203503708685
sc1,ron,0.76320350370868
sc4,qbb,0.762854616790822
qbb,sc4,0.762854616790821
pm1,por,0.762831964387637
por,pm1,0.762831964387637
pm1,src,0.762658787093625
src,pm1,0.762658787093625
pcd,win,0.762620910456966
win,pcd,0.76262091045696
ast,fro,0.762607576443307
fro,ast,0.762607576443307
pm2,ast,0.762087576541098
ast,pm2,0.762087576541096
ll1,glg,0.761925661288965
glg,ll1,0.761925661288962
li2,ro2,0.761633171126392
ro2,li2,0.761633171126392
eg1,ast,0.761612853122388
ast,eg1,0.761612853122382
ca6,ro2,0.761487033274946
ro2,ca6,0.761487033274944
pm2,ca5,0.760909023008009
ca5,pm2,0.760909023008007
dlm,ca6,0.760883630093154
ca6,dlm,0.760883630093152
itg,fro,0.760579728920168
fro,itg,0.760579728920166
fur,spa,0.760413782455087
spa,fur,0.760413782455085
glg,pm3,0.760285700764443
pm3,glg,0.760285700764443
pr1,src,0.76018646908367
src,pr1,0.76018646908367
ca3,pm4,0.759914454431056
ll2,lm1,0.759690823334774
lm1,ll2,0.759690823334769
lat,dlm,0.759585012434328
dlm,lat,0.759585012434325
qbb,ve2,0.759506688014349
ve2,qbb,0.759506688014346
sc1,lm1,0.759485419286431
lm1,sc1,0.759485419286424
fro,sc4,0.759315714743232
sc4,fro,0.759315714743232
lat,spa,0.759282681157801
spa,lat,0.759282681157791
pm2,ca3,0.759175949313228
ca3,pm2,0.759175949313226
lat,ast,0.758744956913492
ast,lat,0.758744956913482
lat,ve2,0.758435946787
ve2,lat,0.758435946786997
sc4,ca3,0.758340474708868
ca3,sc4,0.758340474708865
ll1,ca6,0.758312672513829
ca6,ll1,0.758312672513825
li2,ca3,0.758303415848074
ca3,li2,0.758303415848071
pr1,eg4,0.758279316309454
eg4,pr1,0.758279316309452
ca4,pm4,0.758176895458838
eg3,fro,0.757815647712054
fro,eg3,0.757815647712054
ast,pm5,0.757345803141728
por,li3,0.756971821761579
li3,por,0.756971821761577
spa,pm5,0.756919663426805
pm5,spa,0.756919663426801
pr1,eg2,0.756756619474889
eg2,pr1,0.756756619474886
pm3,ca5,0.756675516572415
ca5,pm3,0.756675516572411
ast,pm4,0.756506899211192
ve1,ro3,0.756318161920454
ro3,ve1,0.756318161920445
ll2,ca2,0.755665401739587
ca2,ll2,0.755665401739585
pm3,ast,0.755640656197186
ast,pm3,0.755640656197184
li1,fro,0.755341905087406
fro,li1,0.755341905087403
pr1,lm2,0.755281614362701
lm2,pr1,0.7552816143627
pm3,ca2,0.755143759026647
ca2,pm3,0.755143759026645
src,pm5,0.754989965974181
pm5,src,0.754989965974172
eg2,ro3,0.754852014356636
ro3,eg2,0.754852014356635
ro4,ast,0.754705187092603
ast,ro4,0.754705187092596
glg,ll2,0.754504182349617
ll2,glg,0.754504182349616
ro1,ca3,0.754395467987816
ca3,ro1,0.754395467987814
nea,ro3,0.7542933136059
ro3,nea,0.754293313605897
ll2,src,0.754256012786403
src,ll2,0.754256012786403
pr1,eg3,0.754155998774009
eg3,pr1,0.754155998774007
ro2,pm4,0.753978464691733
qbb,ve3,0.753925210756791
ve3,qbb,0.753925210756786
sc1,qbb,0.75390188650963
qbb,sc1,0.753901886509629
pm4,sc1,0.753893768359287
eg4,ro3,0.75382742216899
ro3,eg4,0.753827422168989
ll2,spa,0.753726460425525
spa,ll2,0.753726460425524
li2,dlm,0.753693985478178
dlm,li2,0.753693985478175
ca5,ro2,0.753674823097419
ro2,ca5,0.753674823097417
pm3,ca6,0.753414462390997
ca6,pm3,0.753414462390995
ro4,ca3,0.753345603144443
ca3,ro4,0.753345603144441
pm3,ca3,0.753109942475216
ca3,pm3,0.753109942475215
fro,fur,0.753033177601416
fur,fro,0.753033177601416
pr1,itg,0.752994437112224
itg,pr1,0.752994437112222
itf,ro1,0.75294345105115
ro1,itf,0.75294345105115
pm1,pr1,0.752823785839856
pr1,pm1,0.752823785839855
itf,ro4,0.752788271103288
ro4,itf,0.752788271103288
dlm,ca5,0.752498516108801
ca5,dlm,0.7524985161088
glg,pm5,0.752465777226867
pm5,glg,0.752465777226865
ca1,lm1,0.752285898097868
lm1,ca1,0.752285898097868
fro,pm4,0.752211157165756
fur,ro3,0.752155036430409
ro3,fur,0.752155036430407
ca1,pm1,0.752131228183962
pm1,ca1,0.752131228183962
dlm,ast,0.751929234774856
ast,dlm,0.751929234774853
eg1,ro4,0.751835575375482
ro4,eg1,0.751835575375477
ca4,ro2,0.751770338372536
ro2,ca4,0.751770338372534
ll1,spa,0.751451437590807
spa,ll1,0.751451437590799
ro3,pm4,0.751352566542764
fro,sc2,0.751325285487566
sc2,fro,0.751325285487558
li1,ro3,0.751325213045992
ro3,li1,0.75132521304599
fra,pr2,0.751094595844211
pr2,fra,0.751094595844206
li3,fur,0.750987201686764
fur,li3,0.750987201686762
ve3,ron,0.750707571871805
ron,ve3,0.750707571871802
ll2,fro,0.75064579567476
fro,ll2,0.750645795674757
src,li2,0.750618760287359
li2,src,0.750618760287358
src,ll1,0.750483627002527
ll1,src,0.750483627002522
ll1,por,0.750420420944566
por,ll1,0.750420420944566
ll2,ca3,0.750364787556545
ca3,ll2,0.750364787556543
sro,ca5,0.750264592013856
ca5,sro,0.750264592013853
fro,pm2,0.750244406303182
pm2,fro,0.75024440630318
glg,ro2,0.750110076732438
ro2,glg,0.750110076732433
fro,pm3,0.750011796854374
pm3,fro,0.750011796854374
dlm,ca2,0.749997099032549
ca2,dlm,0.749997099032547
eg4,fro,0.749947430072386
fro,eg4,0.749947430072386
ro2,ca2,0.749132262579697
ca2,ro2,0.749132262579694
src,ca2,0.749104131662351
ca2,src,0.749104131662347
por,ro1,0.74890392258288
ro1,por,0.748903922582877
lm2,dlm,0.748856629345205
dlm,lm2,0.748856629345203
src,ast,0.748822148286133
ast,src,0.748822148286132
eg3,ro3,0.748802464371488
ro3,eg3,0.748802464371486
sro,dlm,0.748740210160185
dlm,sro,0.748740210160181
sro,spa,0.748440678206686
spa,sro,0.748440678206682
ll1,pm1,0.74836124754896
pm1,ll1,0.74836124754896
pm1,lm1,0.748141236808553
lm1,pm1,0.748141236808549
ca4,li2,0.748083456803118
li2,ca4,0.748083456803116
ca4,sro,0.748020086658505
sro,ca4,0.748020086658505
por,pm3,0.74791030270497
pm3,por,0.747910302704967
sc4,ro2,0.74784456397199
ro2,sc4,0.747844563971985
eg1,ro1,0.747721518504809
ro1,eg1,0.747721518504803
ca2,pm4,0.747699530098487
fur,ro2,0.747676228819884
ro2,fur,0.747676228819884
fro,src,0.747451981931833
src,fro,0.74745198193183
eg1,ca3,0.747244158764156
ca3,eg1,0.747244158764144
ito,ruq,0.747215198145424
ruq,ito,0.747215198145422
pm3,ro2,0.747134608874951
ro2,pm3,0.74713460887495
ca3,fur,0.747036111506104
fur,ca3,0.747036111506104
li1,ca3,0.746997314496297
ca3,li1,0.746997314496293
qbb,ve1,0.746876231530444
ve1,qbb,0.74687623153044
lm1,ro1,0.746847886214877
ro1,lm1,0.746847886214875
pm4,pr1,0.74681645677703
pm2,pr1,0.746804731677591
pr1,pm2,0.74680473167759
sc4,pr1,0.746632929248682
pr1,sc4,0.746632929248679
ll2,pr1,0.746580616945681
pr1,ll2,0.746580616945681
src,spa,0.746566822825153
spa,src,0.746566822825149
li3,ro4,0.746438765119801
ro4,li3,0.746438765119799
ca6,eg1,0.746285068371424
eg1,ca6,0.746285068371424
ca4,eg1,0.746153912008367
eg1,ca4,0.746153912008367
ll1,pr1,0.745925642748352
pr1,ll1,0.745925642748352
pm1,dlm,0.745676781183748
dlm,pm1,0.745676781183746
fro,ro3,0.745652239877072
ro3,fro,0.745652239877068
ve1,fro,0.745563235656857
fro,ve1,0.745563235656855
ca5,pm4,0.745371179930927
fur,ca5,0.745063813599745
ca5,fur,0.745063813599743
src,ca5,0.745054593649399
ca5,src,0.745054593649398
eg1,glg,0.744984905163945
glg,eg1,0.744984905163943
fur,ca4,0.744974253549471
ca4,fur,0.744974253549469
ast,ro1,0.744432140038402
ro1,ast,0.744432140038402
fur,src,0.7440781677798
src,fur,0.7440781677798
ca4,ro1,0.743819382205803
ro1,ca4,0.743819382205801
ca2,li2,0.743714054399281
li2,ca2,0.743714054399281
qbb,glg,0.74357626774826
glg,qbb,0.743576267748252
ll2,ca5,0.743490149153076
ca5,ll2,0.743490149153074
ca5,eg1,0.743246036876999
eg1,ca5,0.743246036876999
dlm,eg1,0.742850113539029
eg1,dlm,0.742850113539029
dlm,ca1,0.742813891641791
ca1,dlm,0.742813891641788
fur,pm3,0.742769465006712
pm3,fur,0.742769465006711
fro,dlm,0.742670172124742
dlm,fro,0.742670172124738
eg4,dlm,0.742529821913034
dlm,eg4,0.74252982191303
ca4,ll2,0.742493299549343
ll2,ca4,0.742493299549343
ito,lm1,0.742392265482586
lm1,ito,0.742392265482581
pm3,src,0.74217006051204
src,pm3,0.74217006051204
ca6,pm4,0.742033900645731
ca6,li2,0.742013353967685
li2,ca6,0.742013353967685
ve2,fro,0.741985138713258
fro,ve2,0.741985138713256
pr1,pm5,0.741850706445621
pm5,pr1,0.741850706445619
sro,eg2,0.741804208515947
eg2,sro,0.741804208515945
lm2,sc2,0.74174375051937
sc2,lm2,0.74174375051937
fur,pm2,0.741579128547018
pm2,fur,0.741579128547016
li1,src,0.741519596405838
src,li1,0.741519596405838
sro,ca6,0.741473768431988
ca6,sro,0.741473768431982
ll1,lm1,0.741208500158598
lm1,ll1,0.741208500158598
pm2,ro2,0.740812236832168
ro2,pm2,0.740812236832168
li2,ast,0.740768737447877
ast,li2,0.740768737447873
itf,sro,0.740542298945448
sro,itf,0.740542298945448
glg,fro,0.740392648964184
fro,glg,0.740392648964182
ca1,ro3,0.740106020307382
ro3,ca1,0.740106020307378
dlm,sc4,0.740036726562507
sc4,dlm,0.740036726562505
ca5,li2,0.740001480463399
li2,ca5,0.740001480463399
eg2,ca3,0.739941947281256
ca3,eg2,0.739941947281255
ro2,sc1,0.739657837106918
sc1,ro2,0.739657837106918
src,pm4,0.739606900836246
pr1,ito,0.739440346600142
ito,pr1,0.73944034660014
ro4,dlm,0.739250864558147
dlm,ro4,0.739250864558146
ca6,ro1,0.739237367146936
ro1,ca6,0.739237367146932
ro4,fur,0.739235033273205
fur,ro4,0.739235033273204
li2,spa,0.739141477415863
spa,li2,0.739141477415859
fur,lm2,0.739052018094811
lm2,fur,0.739052018094809
itf,ast,0.739007407027638
ast,itf,0.739007407027636
ca5,ro1,0.738939873266388
ro1,ca5,0.738939873266386
pm1,ro2,0.738775110230097
ro2,pm1,0.738775110230095
pm3,pr1,0.738744420490517
pr1,pm3,0.738744420490515
eg4,ro2,0.738656217934198
ro2,eg4,0.738656217934197
eg4,spa,0.738647712931433
spa,eg4,0.738647712931432
fur,pm4,0.738640615204489
ll1,ro3,0.73855275975227
ro3,ll1,0.738552759752267
lm1,sc2,0.738423648460877
sc2,lm1,0.738423648460877
ca3,pm5,0.738343652893377
pm5,ca3,0.738343652893376
eg3,sro,0.738331197402976
sro,eg3,0.738331197402976
pr1,pm4,0.737894424831234
ve3,ca3,0.737810550723023
ca3,ve3,0.737810550723019
ro1,src,0.737680482455909
src,ro1,0.737680482455909
qbb,itf,0.737632168499335
itf,qbb,0.737632168499331
li1,ro2,0.737488726775255
ro2,li1,0.73748872677525
ca6,pm5,0.73728948207109
pm5,ca6,0.737289482071087
qbb,sro,0.737217360864784
sro,qbb,0.737217360864778
pm3,ro3,0.737182589549142
ro3,pm3,0.73718258954914
pm4,ro3,0.737145502620905
dlm,ro3,0.73711504592891
ro3,dlm,0.737115045928908
dlm,ll1,0.73706608480953
ll1,dlm,0.737066084809524
ast,ll2,0.736947337961819
ll2,ast,0.736947337961817
ll1,fro,0.736743365237196
fro,ll1,0.736743365237191
ca3,itf,0.736671865222297
itf,ca3,0.736671865222294
pm2,src,0.736581003231551
src,pm2,0.736581003231551
fur,ca2,0.73640365153605
ca2,fur,0.736403651536047
pm1,ro1,0.736272979008803
ro1,pm1,0.736272979008803
li1,pr1,0.736251011122955
pr1,li1,0.736251011122954
ll2,pm1,0.736176367230696
pm1,ll2,0.736176367230696
lat,sro,0.736111550516149
sro,lat,0.73611155051614
eg3,dlm,0.73596710316538
dlm,eg3,0.735967103165379
eg1,sro,0.735935132499551
sro,eg1,0.735935132499537
ron,sro,0.735699364700381
sro,ron,0.735699364700381
itf,spa,0.735593354084053
spa,itf,0.735593354084051
ve2,ro3,0.735485642721288
ro3,ve2,0.735485642721281
fur,li2,0.735324484598054
li2,fur,0.735324484598054
eg2,ro2,0.735180140596299
ro2,eg2,0.735180140596299
lat,itf,0.735094427164935
itf,lat,0.735094427164932
eg1,ca2,0.734898882498445
ca2,eg1,0.734898882498439
nea,ruq,0.734453816681468
ruq,nea,0.734453816681468
pm2,por,0.734417144435208
por,pm2,0.734417144435208
ro4,pm4,0.734412320183092
ca4,pm5,0.734146442037658
pm5,ca4,0.734146442037656
li1,ca4,0.734137698280219
ca4,li1,0.734137698280217
ca6,ll2,0.73410203148599
ll2,ca6,0.73410203148599
dlm,ca4,0.733749038465222
ca4,dlm,0.733749038465221
ron,itg,0.733646587236019
itg,ron,0.733646587236018
rup,ita,0.733637385491723
ita,rup,0.733637385491721
ve1,dlm,0.73356749950184
dlm,ve1,0.733567499501838
fur,ca6,0.733550198230787
ca6,fur,0.733550198230784
ca2,ro1,0.73354683252595
ro1,ca2,0.73354683252595
ca3,fro,0.733155037256616
fro,ca3,0.733155037256616
fur,pm5,0.733150364586621
pm5,fur,0.73315036458662
sc2,ro2,0.73277834981914
ro2,sc2,0.732778349819138
lat,ve3,0.732596296319509
ve3,lat,0.732596296319508
fur,pr1,0.732551162462825
pr1,fur,0.732551162462825
ve1,ro2,0.732527212784263
ro2,ve1,0.732527212784258
lm1,sc3,0.732427668846321
sc3,lm1,0.732427668846321
ll1,ast,0.73240231788301
ast,ll1,0.732402317883005
lat,ve1,0.732149265888201
ve1,lat,0.732149265888195
ll1,ro4,0.732057781800511
ro4,ll1,0.732057781800508
sc2,pr1,0.732014599991437
pr1,sc2,0.732014599991434
li2,ro1,0.732001755997135
ro1,li2,0.732001755997133
pm2,ro3,0.731887592709867
ro3,pm2,0.731887592709863
pm4,ca6,0.730869960045041
lm2,sc1,0.730798270870745
sc1,lm2,0.730798270870745
li3,ll2,0.730703430472064
ll2,li3,0.730703430472064
dlm,itf,0.730696264102651
itf,dlm,0.730696264102644
ca1,pm2,0.730581926065075
pm2,ca1,0.730581926065075
ca5,pm5,0.730524913377431
pm5,ca5,0.730524913377429
pm4,ast,0.73033797390326
pm3,ro4,0.730264499781223
ro4,pm3,0.730264499781223
fur,sc4,0.730248175590642
sc4,fur,0.730248175590638
sc4,lat,0.730181815281365
lat,sc4,0.730181815281363
pm1,ro4,0.730113284618164
ro4,pm1,0.730113284618162
sc3,pr1,0.729893665618105
pr1,sc3,0.729893665618103
glg,ro4,0.729893383109549
ro4,glg,0.729893383109547
pr1,ve3,0.729889979727815
ve3,pr1,0.729889979727815
itf,lm1,0.729856420611385
lm1,itf,0.729856420611383
eg1,ll1,0.72973071009518
ll1,eg1,0.729730710095178
nea,ca3,0.729624129322481
ca3,nea,0.72962412932248
lm2,ro3,0.729549981769608
ro3,lm2,0.729549981769606
pm1,sc4,0.729291970800009
sc4,pm1,0.729291970800009
pr1,ro3,0.729210787743435
ro3,pr1,0.729210787743429
ruo,rup,0.729178748801372
rup,ruo,0.729178748801364
itf,li3,0.729161070817344
li3,itf,0.729161070817344
ve3,fro,0.729056944940628
fro,ve3,0.729056944940626
ca5,itf,0.728843011242036
itf,ca5,0.728843011242034
ca4,src,0.72882206605036
src,ca4,0.728822066050358
li2,ro4,0.728719937018232
ro4,li2,0.728719937018227
ca6,ro4,0.728681485543396
ro4,ca6,0.728681485543396
pr1,glg,0.728503507709434
glg,pr1,0.728503507709432
fur,ast,0.728416438161213
ast,fur,0.728416438161211
ca5,ro4,0.728411830555587
ro4,ca5,0.728411830555585
dlm,por,0.728393757203413
por,dlm,0.728393757203413
ve2,ro2,0.728213349267189
ro2,ve2,0.728213349267182
li3,glg,0.728087397568374
glg,li3,0.728087397568365
ca6,src,0.727823212245845
src,ca6,0.727823212245845
dlm,ro2,0.727822935036575
ro2,dlm,0.727822935036575
lm2,ca1,0.727658817838555
ca1,lm2,0.727658817838544
qbb,sc2,0.727630816352387
sc2,qbb,0.727630816352383
glg,ro1,0.727592021221458
ro1,glg,0.727592021221451
ca6,itf,0.727216116084726
itf,ca6,0.727216116084726
sc3,ca3,0.726959823470174
ca3,sc3,0.726959823470171
ca4,ro4,0.726959217186399
ro4,ca4,0.726959217186399
ro4,por,0.726869345197457
por,ro4,0.726869345197453
ca3,sc1,0.726858967553531
sc1,ca3,0.726858967553521
ll1,ro2,0.726724178847425
ro2,ll1,0.726724178847422
fro,por,0.72663027014071
por,fro,0.726630270140704
li1,spa,0.726614005797537
spa,li1,0.726614005797535
ito,ro3,0.726232889150318
ro3,ito,0.726232889150311
fro,sc3,0.726139085212699
sc3,fro,0.726139085212695
dlm,eg2,0.725685456051537
eg2,dlm,0.725685456051536
ve2,dlm,0.72561464451083
dlm,ve2,0.725614644510828
sro,ca2,0.725608759598959
ca2,sro,0.725608759598954
fur,ro1,0.725528415490621
ro1,fur,0.725528415490618
ro3,pm5,0.725375060619304
pm5,ro3,0.725375060619302
sc2,ro3,0.725307917151795
ro3,sc2,0.725307917151792
fur,itf,0.725136324283757
itf,fur,0.725136324283754
ca6,li1,0.725058596360043
li1,ca6,0.725058596360043
dlm,li1,0.724976816613528
li1,dlm,0.724976816613528
eg4,sro,0.724935039063486
sro,eg4,0.724935039063481
sc4,ro3,0.724803686718679
ro3,sc4,0.724803686718675
pm3,dlm,0.724742160921904
dlm,pm3,0.724742160921899
eg2,ro4,0.724687395949478
ro4,eg2,0.724687395949478
itg,spa,0.724410311812108
spa,itg,0.724410311812106
pm2,ro4,0.724312759471193
ro4,pm2,0.724312759471188
sc3,ro2,0.724287229547625
ro2,sc3,0.724287229547617
dlm,ro1,0.723900424965559
ro1,dlm,0.723900424965554
ast,eg4,0.723557271383965
eg4,ast,0.723557271383965
ca4,itf,0.723525278965011
itf,ca4,0.723525278965011
ve2,ca3,0.723059523165013
ca3,ve2,0.723059523165008
nea,ro2,0.722773835292804
ro2,nea,0.722773835292801
fur,li1,0.722731945690615
li1,fur,0.722731945690615
fro,ro2,0.722718320661086
ro2,fro,0.722718320661081
spa,eg2,0.722645698592241
eg2,spa,0.722645698592237
ll2,ca1,0.722291231262327
ca1,ll2,0.722291231262322
itf,glg,0.722270182770697
glg,itf,0.722270182770692
dlm,pm4,0.722257338718673
fur,sc2,0.722247039786186
sc2,fur,0.722247039786185
ca2,eg2,0.722043849230012
eg2,ca2,0.722043849230012
sc4,ro4,0.721915394569422
ro4,sc4,0.721915394569417
ita,lm1,0.721874425128744
lm1,ita,0.721874425128739
sc2,ca3,0.721623166781252
ca3,sc2,0.721623166781249
ca1,ro2,0.721474015416381
ro2,ca1,0.721474015416379
eg3,ro2,0.721316991105095
ro2,eg3,0.721316991105093
li1,ca2,0.721255356760266
ca2,li1,0.721255356760263
sc4,lm1,0.721166179450369
lm1,sc4,0.721166179450362
lat,ruq,0.719902476049312
ruq,lat,0.719902476049307
pm4,sc3,0.719846164550719
lm2,sc3,0.719784265256701
sc3,lm2,0.719784265256701
fra,win,0.719678753701024
win,fra,0.719678753701019
ca2,pm5,0.719616437718984
pm5,ca2,0.719616437718984
ron,ito,0.719504915354171
ito,ron,0.719504915354169
ro1,pm4,0.719382905577816
ro2,pm5,0.71934971349222
pm5,ro2,0.719349713492218
ll1,itf,0.719223954153543
itf,ll1,0.719223954153538
sc2,sro,0.719156683773383
sro,sc2,0.719156683773381
