L1_L2,Score
pcd_ve3,1.90691595108133
ve3_pcd,1.90691595108135
sc3_fra,1.90809311944525
fra_sc3,1.90809311944536
ve1_rup,1.9109630678368
rup_ve1,1.91096306783685
pm3_ruq,1.9114449384851
ruq_pm3,1.9114449384851
fra_ca5,1.91291344928475
ca5_fra,1.91291344928479
pm3_win,1.91534235086227
win_pm3,1.91534235086228
fra_ca4,1.91912829177799
ca4_fra,1.91912829177803
fro_lm1,1.92143223487743
lm1_fro,1.92143223487745
fra_fur,1.9222763546044
fur_fra,1.92227635460443
ruq_ro1,1.92469534634331
ro1_ruq,1.92469534634333
ll1_ron,1.92490198310318
ron_ll1,1.92490198310318
ve2_pr2,1.92771707767998
pr2_ve2,1.92771707768002
eg2_rup,1.93066964877922
rup_eg2,1.93066964877924
ca2_fra,1.93518904985429
fra_ca2,1.93518904985433
ruq_itf,1.93656137545301
itf_ruq,1.93656137545306
sro_rup,1.93702281033596
rup_sro,1.937022810336
pm2_win,1.93801369740239
win_pm2,1.93801369740241
fra_eg3,1.93841688214065
eg3_fra,1.93841688214066
ro4_pr2,1.93874306592895
pr2_ro4,1.93874306592897
fro_qbb,1.93896324982053
qbb_fro,1.93896324982059
pcd_pm1,1.94056482437805
pm1_pcd,1.94056482437808
fra_ca3,1.94069296020063
ca3_fra,1.94069296020067
pr2_pm4,1.94096794224982
nea_pcd,1.94248810120192
pcd_nea,1.94248810120204
pcd_pm4,1.94454094313337
ruq_sro,1.94539754840876
sro_ruq,1.94539754840878
ll2_ron,1.94733121735016
ron_ll2,1.94733121735017
ll1_pr2,1.949262135251
pr2_ll1,1.94926213525101
fra_glg,1.94959000308584
glg_fra,1.94959000308584
itg_fra,1.96031630453943
fra_itg,1.96031630453948
lm2_sro,1.96517684804621
sro_lm2,1.96517684804623
pcd_pm3,1.96976835063739
pm3_pcd,1.96976835063742
sro_lm1,1.97467034716501
lm1_sro,1.97467034716504
lm2_fra,1.97571643938525
fra_lm2,1.97571643938526
pm1_sro,1.97879206603333
sro_pm1,1.97879206603334
lat_rup,1.97915140500218
rup_lat,1.97915140500224
fra_ro2,1.98279648595303
ro2_fra,1.98279648595307
ruq_ca2,1.98400988039083
ca2_ruq,1.9840098803909
pcd_pr2,1.98997912038149
pr2_pcd,1.98997912038151
qbb_ro2,1.99264767942217
ro2_qbb,1.99264767942219
li1_ruq,1.99795804179592
ruq_li1,1.99795804179595
sc2_pr2,1.99810064664935
pr2_sc2,1.99810064664937
lat_ro3,2.00162027546852
ro3_lat,2.00162027546858
ruq_ca6,2.00173073880908
ca6_ruq,2.0017307388091
eg1_ruq,2.00181654862787
ruq_eg1,2.00181654862797
ron_ast,2.00499449902011
ast_ron,2.00499449902013
ruq_sc3,2.00671705542379
sc3_ruq,2.00671705542381
ron_sc4,2.00702511314028
sc4_ron,2.0070251131403
ruo_nea,2.00777444740141
nea_ruo,2.00777444740148
ron_pm3,2.01050797682452
pm3_ron,2.01050797682453
ron_pr1,2.01266890504781
pr1_ron,2.01266890504785
ita_win,2.01455488319023
win_ita,2.0145548831903
ve2_rup,2.01993944363421
rup_ve2,2.01993944363429
pm4_src,2.02480202001729
ron_ca5,2.02507070105171
ca5_ron,2.02507070105174
ita_pcd,2.02877564272733
pcd_ita,2.02877564272733
lat_pm4,2.02964342157356
qbb_ca1,2.03190969721826
ca1_qbb,2.03190969721835
ruq_ca4,2.03207374453192
ca4_ruq,2.03207374453196
pcd_pm2,2.03710874072017
pm2_pcd,2.03710874072021
fra_ro3,2.03798699347505
ro3_fra,2.0379869934751
ve3_pr2,2.03928725804899
pr2_ve3,2.03928725804902
nea_pr2,2.04385919343977
pr2_nea,2.04385919343989
rup_itf,2.04899151589801
itf_rup,2.04899151589804
lat_fur,2.05066085505081
fur_lat,2.05066085505083
pm3_pr2,2.05213721483792
pr2_pm3,2.05213721483793
spa_ro3,2.05314762065591
ro3_spa,2.05314762065594
ast_lm1,2.05620429971565
lm1_ast,2.05620429971568
ron_pm2,2.05727791717492
pm2_ron,2.05727791717494
pm2_pr2,2.06448435193052
pr2_pm2,2.06448435193053
li3_sro,2.06642373260767
sro_li3,2.0664237326077
eg4_ron,2.08512836201654
ron_eg4,2.08512836201655
pr2_win,2.08610529046312
win_pr2,2.08610529046312
ron_pm4,2.08817136349772
lm1_ro3,2.09450150044408
ro3_lm1,2.09450150044408
ca3_ll1,2.09605870294127
ll1_ca3,2.09605870294127
ruq_ca5,2.09776640276663
ca5_ruq,2.09776640276667
fra_ll2,2.10013244040723
ll2_fra,2.10013244040723
pm4_glg,2.10137186547843
lm1_spa,2.10327377922435
spa_lm1,2.10327377922435
fra_ve2,2.10348539560316
ve2_fra,2.10348539560318
fro_lat,2.10576483489868
lat_fro,2.1057648348987
dlm_lm1,2.10669668136567
lm1_dlm,2.10669668136571
lat_pr1,2.11942335405543
pr1_lat,2.11942335405544
qbb_eg4,2.12007039740376
eg4_qbb,2.1200703974038
pm5_pr2,2.12296357923003
pr2_pm5,2.12296357923004
li2_ron,2.12353443704908
ron_li2,2.12353443704908
ve1_fra,2.12396825578804
fra_ve1,2.12396825578808
pcd_fro,2.12430228834726
fro_pcd,2.12430228834727
pm4_ron,2.12583928129087
sro_fur,2.12726777707802
fur_sro,2.12726777707805
pm1_spa,2.13693452955901
spa_pm1,2.13693452955903
pm4_qbb,2.13837375403729
fra_pm1,2.1413990160363
pm1_fra,2.14139901603631
fra_ro4,2.14652399994763
ro4_fra,2.14652399994768
glg_lm1,2.14665886385667
lm1_glg,2.14665886385669
sc3_pr2,2.14793912586373
pr2_sc3,2.14793912586376
qbb_ro1,2.15025485312676
ro1_qbb,2.15025485312686
glg_rup,2.15143789791904
rup_glg,2.15143789791904
ruq_sc1,2.15199185110875
sc1_ruq,2.15199185110877
fur_ron,2.15214892697888
ron_fur,2.1521489269789
ron_ca2,2.15309037714183
ca2_ron,2.15309037714187
ruq_src,2.15326390284216
src_ruq,2.15326390284216
pm4_pr2,2.15453346683953
pr1_lm1,2.15743363719563
lm1_pr1,2.15743363719566
qbb_li1,2.15998535327434
li1_qbb,2.15998535327436
ron_spa,2.16095654523284
spa_ron,2.16095654523285
eg1_rup,2.16481324707374
rup_eg1,2.16481324707386
pm4_lat,2.16715321211672
qbb_ro4,2.16823935520229
ro4_qbb,2.16823935520237
fra_ve3,2.17032166449282
ve3_fra,2.17032166449285
li1_fra,2.17392405124143
fra_li1,2.17392405124148
ron_ro4,2.17690157020214
ro4_ron,2.1769015702022
ron_ca4,2.17869852199014
ca4_ron,2.17869852199019
lm2_src,2.18376582155663
src_lm2,2.18376582155663
ve3_rup,2.18378649129951
rup_ve3,2.1837864912996
qbb_li2,2.18822753656413
li2_qbb,2.18822753656416
ruo_ita,2.18918085098638
ita_ruo,2.18918085098639
pm4_spa,2.19314554357361
win_ca1,2.20166701864313
ca1_win,2.2016670186432
dlm_ca3,2.20266904985666
ca3_dlm,2.20266904985671
ron_ca6,2.20276885450686
ca6_ron,2.20276885450692
eg3_ruq,2.20702205499302
ruq_eg3,2.20702205499306
fro_sro,2.20820186317962
sro_fro,2.20820186317969
li3_fra,2.20913542463789
fra_li3,2.2091354246379
li1_sro,2.21058691215867
sro_li1,2.21058691215867
ito_fra,2.21083078622048
fra_ito,2.21083078622052
ron_ro1,2.2151409522131
ro1_ron,2.21514095221316
lm1_ro2,2.21523549332229
ro2_lm1,2.21523549332229
pm3_sro,2.21532466569605
sro_pm3,2.21532466569605
rup_nea,2.21921651297603
nea_rup,2.21921651297608
pcd_pr1,2.22197061781533
pr1_pcd,2.22197061781536
pm2_sro,2.22850775688351
sro_pm2,2.22850775688353
sro_ro1,2.22971859987137
ro1_sro,2.22971859987144
lat_ro2,2.23077106875824
ro2_lat,2.23077106875828
eg1_qbb,2.23158919931926
qbb_eg1,2.23158919931926
lat_eg4,2.23581191317393
eg4_lat,2.23581191317397
fro_itf,2.23704720700381
itf_fro,2.23704720700385
eg1_ro3,2.24465344621704
ro3_eg1,2.24465344621709
sro_pr1,2.24737732128336
pr1_sro,2.24737732128337
pm4_ca2,2.25352682294618
ruq_fur,2.25493137727741
fur_ruq,2.25493137727743
ve3_ruq,2.25768060967717
ruq_ve3,2.25768060967724
ro4_lm1,2.25983442751872
lm1_ro4,2.25983442751873
lm2_spa,2.26018672327949
spa_lm2,2.26018672327951
ron_ca3,2.26164772641845
ca3_ron,2.26164772641851
ruq_ro4,2.26375859672071
ro4_ruq,2.26375859672075
qbb_ron,2.26918275775981
ron_qbb,2.26918275775983
lat_li1,2.27349188846428
li1_lat,2.27349188846428
ve2_ruq,2.27374940095302
ruq_ve2,2.27374940095308
sro_ca3,2.27645493663083
ca3_sro,2.27645493663086
sro_pm4,2.28110193999854
src_lm1,2.28259055325385
lm1_src,2.28259055325387
lat_li2,2.284973165225
li2_lat,2.28497316522502
ruq_ca1,2.28548260442155
ca1_ruq,2.28548260442159
pm4_pcd,2.28780057736672
qbb_eg2,2.29130850976006
eg2_qbb,2.29130850976009
pm4_dlm,2.29240746924897
dlm_li3,2.2944061240286
li3_dlm,2.29440612402862
ca1_fra,2.296647007978
fra_ca1,2.296647007978
fro_pr2,2.30068103073639
pr2_fro,2.30068103073642
qbb_ca5,2.30201311644814
ca5_qbb,2.30201311644819
ron_glg,2.30467961930555
glg_ron,2.30467961930559
lat_eg1,2.31387669098505
eg1_lat,2.31387669098508
qbb_ca6,2.32234779160232
ca6_qbb,2.3223477916024
ita_pr2,2.32817446198046
pr2_ita,2.32817446198049
pm3_spa,2.32824438013719
spa_pm3,2.32824438013721
lm2_ca3,2.32827562200715
ca3_lm2,2.32827562200723
eg1_fro,2.33536568864499
fro_eg1,2.33536568864499
eg3_ron,2.34664523168246
ron_eg3,2.34664523168246
eg1_pr1,2.34712456619159
pr1_eg1,2.34712456619161
pm4_ro2,2.34825141630348
eg2_ron,2.3490433188286
ron_eg2,2.3490433188286
lat_ca5,2.35048515991446
